,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address_full,total_violations,active_violations,ecb_violations,acrive_ecb_violations,geo_address,geocoded,lat,lon
1354,1354,1328400-DCA,Business,12/13/2009,MANHATTAN COLLEGE,0,5935,BROADWAY,0,BRONX,NY,10463,7188627357,Bronx,2.0,5935 BROADWAY,19.0,0.0,2.0,0.0,5935 BROADWAY NY 10463,"(40.88880109999999, -73.899331)",40.88880109999999,-73.899331
1355,1355,1013658-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",0,200,LIBERTY ST,0,NEW YORK,NY,10281,9733539250,Manhattan,1.0,200 LIBERTY ST,0.0,0.0,0.0,0.0,200 LIBERTY ST NY 10281,"(40.7105359, -74.01560479999999)",40.7105359,-74.01560479999999
1356,1356,0905730-DCA,Business,03/31/2005,HEATH AVENUE PARKING INC.,0,2820,BAILEY AVE,0,BRONX,NY,10463,7185894742,Bronx,2.0,2820 BAILEY AVE,0.0,0.0,0.0,0.0,2820 BAILEY AVE NY 10463,"(40.8736992, -73.9047599)",40.8736992,-73.9047599
1357,1357,1234522-DCA,Business,03/31/2007,POST 43 PARKING LLC,0,583,10TH AVE,0,NEW YORK,NY,10036,2126869800,Manhattan,1.0,583 10TH AVE,0.0,0.0,0.0,0.0,583 10TH AVE NY 10036,"(40.7599556, -73.9955497)",40.7599556,-73.9955497
1358,1358,1137951-DCA,Business,03/31/2007,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,233,W 22ND ST,0,NEW YORK,NY,10011,2126296602,Manhattan,1.0,233 W 22ND ST,0.0,0.0,0.0,0.0,233 W 22ND ST NY 10011,"(40.7440621, -73.9971487)",40.7440621,-73.9971487
1359,1359,0974653-DCA,Business,03/31/2005,BOULEVARD CAR PARK INC.,0,10836,QUEENS BLVD,0,FOREST HILLS,NY,11375,2122216111,Queens,4.0,10836 QUEENS BLVD,0.0,0.0,0.0,0.0,10836 QUEENS BLVD NY 11375,"(40.7205147, -73.8428526)",40.7205147,-73.8428526
1360,1360,1019233-DCA,Business,03/31/2009,43RD PARKING LLC,0,231,E 43RD ST,0,NEW YORK,NY,10017,2126869800,Manhattan,1.0,231 E 43RD ST,0.0,0.0,0.0,0.0,231 E 43RD ST NY 10017,"(40.7509095, -73.972218)",40.7509095,-73.972218
1361,1361,1258148-DCA,Business,03/31/2009,"PARKING ON 619, LLC",0,619,HANCOCK ST,0,BROOKLYN,NY,11233,7189166619,Brooklyn,3.0,619 HANCOCK ST,0.0,0.0,0.0,0.0,619 HANCOCK ST NY 11233,"(40.6850165, -73.9303333)",40.6850165,-73.9303333
1362,1362,1200056-DCA,Business,03/31/2009,"KINNEY PARKING SYSTEM, INC.",0,150,E 58TH ST,0,NEW YORK,NY,10155,2125025490,Manhattan,1.0,150 E 58TH ST,0.0,0.0,0.0,0.0,150 E 58TH ST NY 10155,"(40.7611177, -73.9681954)",40.7611177,-73.9681954
1363,1363,0851059-DCA,Business,03/31/2007,ALLURE PARKING LLC,0,583,10TH AVE,0,NEW YORK,NY,10036,2126869800,Manhattan,1.0,583 10TH AVE,0.0,0.0,0.0,0.0,583 10TH AVE NY 10036,"(40.7599556, -73.9955497)",40.7599556,-73.9955497
1364,1364,0898519-DCA,Business,03/31/2007,"GINSBERG, LAURENCE T GINSBERG, LIANE AND FESHBACH, HILARY C",MURRAY PARK GARAGE CO,120,E 34TH ST,0,NEW YORK,NY,10016,7188969600,Manhattan,1.0,120 E 34TH ST,0.0,0.0,0.0,0.0,120 E 34TH ST NY 10016,"(40.7463656, -73.9803215)",40.7463656,-73.9803215
1365,1365,1008203-DCA,Business,03/31/2005,EASTSIDE HOSPITAL PARKING AFFILIATES CORP.,0,5645,MAIN ST,0,FLUSHING,NY,11355,2128861000,Queens,4.0,5645 MAIN ST,0.0,0.0,0.0,0.0,5645 MAIN ST NY 11355,"(40.7471198, -73.8253655)",40.7471198,-73.8253655
1366,1366,1124447-DCA,Business,03/31/2007,"ESSILFIE-OBENG, PIUS",ABRABO ENTERPRISE,1753,MONTGOMERY AVE,0,BRONX,NY,10453,7184665776,Bronx,2.0,1753 MONTGOMERY AVE,0.0,0.0,0.0,0.0,1753 MONTGOMERY AVE NY 10453,"(40.850889, -73.91827359999999)",40.850889,-73.91827359999999
1367,1367,0951572-DCA,Business,01/14/2004,HOPE PARKING INC.,0,400,E 84TH ST,0,NEW YORK,NY,10028,2124903460,Manhattan,1.0,400 E 84TH ST,0.0,0.0,0.0,0.0,400 E 84TH ST NY 10028,"(40.7752512, -73.9501903)",40.7752512,-73.9501903
1368,1368,0967077-DCA,Business,03/31/2005,WALL STREET PARKING CORP.,0,45,WALL ST,0,NEW YORK,NY,10005,2122748303,Manhattan,1.0,45 WALL ST,0.0,0.0,0.0,0.0,45 WALL ST NY 10005,"(40.7064044, -74.0098337)",40.7064044,-74.0098337
1369,1369,1133623-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,221,E 36TH ST,0,NEW YORK,NY,10016,2124812870,Manhattan,1.0,221 E 36TH ST,0.0,0.0,0.0,0.0,221 E 36TH ST NY 10016,"(40.7466766, -73.97572810000001)",40.7466766,-73.97572810000001
1370,1370,0469295-DCA,Business,03/31/2007,MUTUAL PARKING PERRY ST. INC.,0,166,PERRY ST,0,NEW YORK,NY,10014,2127340219,Manhattan,1.0,166 PERRY ST,0.0,0.0,0.0,0.0,166 PERRY ST NY 10014,"(40.7345002, -74.0093375)",40.7345002,-74.0093375
1371,1371,1078956-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,9230,165TH ST,0,JAMAICA,NY,11433,7186573830,Queens,4.0,9230 165TH ST,0.0,0.0,0.0,0.0,9230 165TH ST NY 11433,"(40.7047829, -73.7942269)",40.7047829,-73.7942269
1372,1372,0427165-DCA,Business,03/31/2009,C.V. PARKING CORP.,0,200,CABRINI BLVD,0,NEW YORK,NY,10033,2128887400,Manhattan,1.0,200 CABRINI BLVD,0.0,0.0,0.0,0.0,200 CABRINI BLVD NY 10033,"(40.8545614, -73.9392427)",40.8545614,-73.9392427
1373,1373,0368808-DCA,Business,03/31/2005,TRIPLE S PARKING SERVICES INC,0,29,W 28TH ST,0,NEW YORK,NY,10001,2126296602,Manhattan,1.0,29 W 28TH ST,0.0,0.0,0.0,0.0,29 W 28TH ST NY 10001,"(40.7457491, -73.9892011)",40.7457491,-73.9892011
1374,1374,0922362-DCA,Business,03/31/2005,KINNEY PARKING-40TH STREET INC,0,252,W 40TH ST,0,NEW YORK,NY,10018,2128402270,Manhattan,1.0,252 W 40TH ST,0.0,0.0,0.0,0.0,252 W 40TH ST NY 10018,"(40.75541380000001, -73.990079)",40.75541380000001,-73.990079
1375,1375,0369552-DCA,Business,03/31/2005,VANDERBILT PARKING CORP,0,4,PARK AVE,0,NEW YORK,NY,10016,2126296602,Manhattan,1.0,4 PARK AVE,0.0,0.0,0.0,0.0,4 PARK AVE NY 10016,"(40.7469069, -73.9819751)",40.7469069,-73.9819751
1376,1376,1124598-DCA,Business,03/31/2005,43 WEST BROADWAY PARKING CORP,0,250,W 43RD ST,0,NEW YORK,NY,10036,7183798900,Manhattan,1.0,250 W 43RD ST,0.0,0.0,0.0,0.0,250 W 43RD ST NY 10036,"(40.7573677, -73.9884364)",40.7573677,-73.9884364
1377,1377,0427585-DCA,Business,03/31/2009,NARRAGANSETT PARKING CORP.,0,124,E 63RD ST,0,NEW YORK,NY,10065,2128887400,Manhattan,1.0,124 E 63RD ST,0.0,0.0,0.0,0.0,124 E 63RD ST NY 10065,"(40.764772, -73.96704059999999)",40.764772,-73.96704059999999
1378,1378,1111329-DCA,Business,03/31/2005,"APCOA/STANDARD PARKING, INC.",0,9015,QUEENS BLVD,0,ELMHURST,NY,11373,7185923379,Queens,4.0,9015 QUEENS BLVD,0.0,0.0,0.0,0.0,9015 QUEENS BLVD NY 11373,"(40.7347968, -73.8689669)",40.7347968,-73.8689669
1379,1379,0367396-DCA,Business,03/31/2005,MANHATTAN PARKING EAST 34TH STREET CORP.,0,333,E 34TH ST,0,NEW YORK,NY,10016,2124903460,Manhattan,1.0,333 E 34TH ST,0.0,0.0,0.0,0.0,333 E 34TH ST NY 10016,"(40.744299, -73.9740525)",40.744299,-73.9740525
1380,1380,0368139-DCA,Business,03/31/2007,JENUWEN CAR PARK INC.,0,580,FLATBUSH AVE,0,BROOKLYN,NY,11225,2122216111,Brooklyn,3.0,580 FLATBUSH AVE,0.0,0.0,0.0,0.0,580 FLATBUSH AVE NY 11225,"(40.6594959, -73.9611929)",40.6594959,-73.9611929
1381,1381,1199945-DCA,Business,03/31/2009,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,166,E 61ST ST,0,NEW YORK,NY,10065,2125025490,Manhattan,1.0,166 E 61ST ST,0.0,0.0,0.0,0.0,166 E 61ST ST NY 10065,"(40.7629274, -73.9662669)",40.7629274,-73.9662669
1382,1382,1065952-DCA,Business,03/31/2003,"CONCOURSE PARKING, INC.",0,747,CONCOURSE VLG W,0,BRONX,NY,10451,9147796800,Bronx,2.0,747 CONCOURSE VLG W,0.0,0.0,0.0,0.0,747 CONCOURSE VLG W NY 10451,"(40.8230377, -73.9236305)",40.8230377,-73.9236305
1383,1383,1099324-DCA,Business,03/31/2005,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,2020,BOSTON RD,0,BRONX,NY,10460,7186176098,Bronx,2.0,2020 BOSTON RD,0.0,0.0,0.0,0.0,2020 BOSTON RD NY 10460,"(40.8405734, -73.8787519)",40.8405734,-73.8787519
1384,1384,1196211-DCA,Business,03/31/2007,218 PARKING CORP.,0,4055,10TH AVE,0,NEW YORK,NY,10034,2125692070,Manhattan,1.0,4055 10TH AVE,0.0,0.0,0.0,0.0,4055 10TH AVE NY 10034,"(40.8702299, -73.9140597)",40.8702299,-73.9140597
1385,1385,1213978-DCA,Business,10/22/2006,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,625,ATLANTIC AVE,0,BROOKLYN,NY,11217,7186363857,Brooklyn,3.0,625 ATLANTIC AVE,0.0,0.0,0.0,0.0,625 ATLANTIC AVE NY 11217,"(40.6851868, -73.97599050000001)",40.6851868,-73.97599050000001
1386,1386,1137030-DCA,Business,03/31/2007,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,4,PARK AVE,0,NEW YORK,NY,10016,2126296602,Manhattan,1.0,4 PARK AVE,0.0,0.0,0.0,0.0,4 PARK AVE NY 10016,"(40.7469069, -73.9819751)",40.7469069,-73.9819751
1387,1387,1157460-DCA,Business,03/31/2007,QB CORPORATION,0,6536,99TH ST,0,REGO PARK,NY,11374,7184596110,Queens,4.0,6536 99TH ST,0.0,0.0,0.0,0.0,6536 99TH ST NY 11374,"(40.7286321, -73.855552)",40.7286321,-73.855552
1388,1388,0992399-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,15001,89TH AVE,0,JAMAICA,NY,11432,2124636000,Queens,4.0,15001 89TH AVE,0.0,0.0,0.0,0.0,15001 89TH AVE NY 11432,"(40.7037515, -73.8095034)",40.7037515,-73.8095034
1389,1389,0988808-DCA,Business,03/31/2005,401 EAST 86TH STREET PARKING LLC,0,401,E 86TH ST,0,NEW YORK,NY,10028,2128767669,Manhattan,1.0,401 E 86TH ST,0.0,0.0,0.0,0.0,401 E 86TH ST NY 10028,"(40.7768972, -73.9487946)",40.7768972,-73.9487946
1390,1390,1274554-DCA,Business,03/31/2009,ELLWOOD PARKING CORP.,0,2,SHERMAN AVE,0,NEW YORK,NY,10040,2125675660,Manhattan,1.0,2 SHERMAN AVE,0.0,0.0,0.0,0.0,2 SHERMAN AVE NY 10040,"(40.8627586, -73.92946069999999)",40.8627586,-73.92946069999999
1391,1391,1034139-DCA,Business,03/31/2005,TWO-SEVEN PARKING CORP.,0,3896,10TH AVE,0,NEW YORK,NY,10034,2125679818,Manhattan,1.0,3896 10TH AVE,0.0,0.0,0.0,0.0,3896 10TH AVE NY 10034,"(40.8655266, -73.91862189999999)",40.8655266,-73.91862189999999
1392,1392,0922682-DCA,Business,03/31/2005,ENTERPRISE PARKING 45TH CORP.,0,333,E 45TH ST,0,NEW YORK,NY,10017,2127462277,Manhattan,1.0,333 E 45TH ST,0.0,0.0,0.0,0.0,333 E 45TH ST NY 10017,"(40.75142659999999, -73.96920600000001)",40.75142659999999,-73.96920600000001
1393,1393,1230029-DCA,Business,03/14/2007,HESTER PARKING CORP.,0,106,MOTT ST,0,NEW YORK,NY,10013,9736228888,Manhattan,1.0,106 MOTT ST,0.0,0.0,0.0,0.0,106 MOTT ST NY 10013,"(40.7176742, -73.9970106)",40.7176742,-73.9970106
1394,1394,0429176-DCA,Business,03/31/2007,RICANT PARKING CORP.,CARLTON GARAGE,443,E 49TH ST,0,NEW YORK,NY,10017,2128887400,Manhattan,1.0,443 E 49TH ST,0.0,0.0,0.0,0.0,443 E 49TH ST NY 10017,"(40.7526471, -73.96484219999999)",40.7526471,-73.96484219999999
1395,1395,1259654-DCA,Business,10/23/2007,"LENOX PARKING, LLC",0,380,MALCOLM X BLVD,0,NEW YORK,NY,10027,2129870429,Manhattan,1.0,380 MALCOLM X BLVD,0.0,0.0,0.0,0.0,380 MALCOLM X BLVD NY 10027,"(40.8103855, -73.9430773)",40.8103855,-73.9430773
1396,1396,1101243-DCA,Business,03/31/2007,"WEBSTER PARKING, INC.",0,2355,WEBSTER AVE,0,BRONX,NY,10458,2125691800,Bronx,2.0,2355 WEBSTER AVE,0.0,0.0,0.0,0.0,2355 WEBSTER AVE NY 10458,"(40.8577445, -73.8949573)",40.8577445,-73.8949573
1397,1397,1113132-DCA,Business,08/15/2006,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,485,10TH AVE,0,NEW YORK,NY,10018,2126296602,Manhattan,1.0,485 10TH AVE,0.0,0.0,0.0,0.0,485 10TH AVE NY 10018,"(40.7567889, -73.9979592)",40.7567889,-73.9979592
1398,1398,1131241-DCA,Business,03/31/2007,2346 RYER AVENUE PARKING LOT INC.,0,2346,RYER AVE,0,BRONX,NY,10458,7185845727,Bronx,2.0,2346 RYER AVE,0.0,0.0,0.0,0.0,2346 RYER AVE NY 10458,"(40.8583226, -73.8982815)",40.8583226,-73.8982815
1399,1399,0979149-DCA,Business,03/31/2005,CENTER GARAGE CORP.,0,436,BROOME ST,0,NEW YORK,NY,10013,2128322066,Manhattan,1.0,436 BROOME ST,0.0,0.0,0.0,0.0,436 BROOME ST NY 10013,"(40.7216752, -73.9991823)",40.7216752,-73.9991823
1400,1400,0962029-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,169,CADMAN PLZ W,0,BROOKLYN,NY,11201,2126296602,Brooklyn,3.0,169 CADMAN PLZ W,0.0,0.0,0.0,0.0,169 CADMAN PLZ W NY 11201,"(40.7002081, -73.9908051)",40.7002081,-73.9908051
1401,1401,1004075-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,115,E 87TH ST,0,NEW YORK,NY,10128,2122895040,Manhattan,1.0,115 E 87TH ST,0.0,0.0,0.0,0.0,115 E 87TH ST NY 10128,"(40.7807091, -73.9556597)",40.7807091,-73.9556597
1402,1402,0899470-DCA,Business,03/31/2019,POO PARKING CORP.,0,1650,SELWYN AVE,0,BRONX,NY,10457,2124903460,Bronx,2.0,1650 SELWYN AVE,0.0,0.0,0.0,0.0,1650 SELWYN AVE NY 10457,"(40.8433855, -73.91003309999999)",40.8433855,-73.91003309999999
1403,1403,0817003-DCA,Business,03/31/2021,DILIGENT PARKING LLC,0,150,W 68TH ST,0,NEW YORK,NY,10023,2126869800,Manhattan,1.0,150 W 68TH ST,0.0,0.0,0.0,0.0,150 W 68TH ST NY 10023,"(40.77557729999999, -73.98293939999999)",40.77557729999999,-73.98293939999999
1404,1404,1377356-DCA,Business,03/31/2013,F&T MANAGEMENT & PARKING CORP.,0,13331,39TH AVE,0,FLUSHING,NY,11354,7188881980,Queens,4.0,13331 39TH AVE,0.0,0.0,0.0,0.0,13331 39TH AVE NY 11354,"(40.7601186, -73.8337289)",40.7601186,-73.8337289
1405,1405,1319917-DCA,Business,03/31/2017,21 EAST 12TH STREET PARKING LLC,0,21,E 12TH ST,0,NEW YORK,NY,10003,2129293041,Manhattan,1.0,21 E 12TH ST,0.0,0.0,0.0,0.0,21 E 12TH ST NY 10003,"(40.73433490000001, -73.9928281)",40.73433490000001,-73.9928281
1406,1406,2094326-DCA,Business,04/30/2020,"ONE PARKING GOTHAM, INC.",0,2807,JACKSON AVE,0,LONG ISLAND CITY,NY,11101,4802722100,Queens,4.0,2807 JACKSON AVE,0.0,0.0,0.0,0.0,2807 JACKSON AVE NY 11101,"(40.7487066, -73.9387542)",40.7487066,-73.9387542
1407,1407,2083029-DCA,Business,03/31/2025,35 PARK AVENUE GARAGE LLC,0,35,PARK AVE,0,NEW YORK,NY,10016,6465840409,Manhattan,1.0,35 PARK AVE,0.0,0.0,0.0,0.0,35 PARK AVE NY 10016,"(40.748006, -73.980291)",40.748006,-73.980291
1408,1408,1459851-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, INC.",0,211,E 57TH ST,0,NEW YORK,NY,10022,212-502-5490,Manhattan,1.0,211 E 57TH ST,0.0,0.0,0.0,0.0,211 E 57TH ST NY 10022,"(40.760097, -73.966613)",40.760097,-73.966613
1409,1409,1192968-DCA,Business,03/31/2023,QUIK PARK YORK AVENUE LLC,0,400,E 71ST ST,0,NEW YORK,NY,10021,2126869800,Manhattan,1.0,400 E 71ST ST,0.0,0.0,0.0,0.0,400 E 71ST ST NY 10021,"(40.7667923, -73.9561871)",40.7667923,-73.9561871
1410,1410,2065046-DCA,Business,03/31/2025,DELTA PARKING INC,0,240,E 82ND ST,0,NEW YORK,NY,10028,929-340-4785,Manhattan,1.0,240 E 82ND ST,0.0,0.0,0.0,0.0,240 E 82ND ST NY 10028,"(40.7753074, -73.95400149999999)",40.7753074,-73.95400149999999
1411,1411,2111073-DCA,Business,07/11/2023,LAIGHT STREET PARKING LLC,0,416,WASHINGTON ST,0,NEW YORK,NY,10013,2126869800,Manhattan,1.0,416 WASHINGTON ST,0.0,0.0,0.0,0.0,416 WASHINGTON ST NY 10013,"(40.7226764, -74.0108243)",40.7226764,-74.0108243
1412,1412,1291835-DCA,Business,03/31/2019,NATIONS 47 PARKING LLC,0,885,2ND AVE,0,NEW YORK,NY,10017,2126869800,Manhattan,1.0,885 2ND AVE,0.0,0.0,0.0,0.0,885 2ND AVE NY 10017,"(40.7534902, -73.970055)",40.7534902,-73.970055
1413,1413,2112371-DCA,Business,03/31/2025,GREENWICH STREET PARKING LLC,0,75,PARK PL,AKA 255 GREENWICH STREET,NEW YORK,NY,10007,0,Manhattan,1.0,75 PARK PL,0.0,0.0,0.0,0.0,75 PARK PL NY 10007,"(40.7143669, -74.0113215)",40.7143669,-74.0113215
1414,1414,2108308-DCA,Business,04/10/2023,37-05 30ST PARKING LLC,NAGLE PARKING,3705,30TH ST,0,LONG ISLAND CITY,NY,11101,2125630811,Queens,4.0,3705 30TH ST,0.0,0.0,0.0,0.0,3705 30TH ST NY 11101,"(40.7549346, -73.9320201)",40.7549346,-73.9320201
1415,1415,2018539-DCA,Business,03/31/2023,PEAK TIME PARKING INC.,0,4469,BROADWAY,0,NEW YORK,NY,10040,9174705093,Manhattan,1.0,4469 BROADWAY,2.0,0.0,4.0,0.0,4469 BROADWAY NY 10040,"(40.8576768, -73.9324465)",40.8576768,-73.9324465
1416,1416,2102147-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S.), LLC",0,142,W 21ST ST,0,NEW YORK,NY,10011,2129378660,Manhattan,1.0,142 W 21ST ST,0.0,0.0,0.0,0.0,142 W 21ST ST NY 10011,"(40.7422796, -73.9957276)",40.7422796,-73.9957276
1417,1417,2002574-DCA,Business,03/31/2025,"CHOY & C GROUP, INC.",Easy Parking,4235,MAIN ST,0,FLUSHING,NY,11355,0,Queens,4.0,4235 MAIN ST,0.0,0.0,0.0,0.0,4235 MAIN ST NY 11355,"(40.7546496, -73.8276652)",40.7546496,-73.8276652
1418,1418,2059451-DCA,Business,07/04/2023,PARK KWIK LLC,0,325,KENT AVE,0,BROOKLYN,NY,11249,7182222500,Brooklyn,3.0,325 KENT AVE,0.0,0.0,0.0,0.0,325 KENT AVE NY 11249,"(40.7132894, -73.9666592)",40.7132894,-73.9666592
1419,1419,2105515-DCA,Business,03/31/2025,MP 59 PARKING LLC,0,124,W 60TH ST,0,NEW YORK,NY,10023,2124903460,Manhattan,1.0,124 W 60TH ST,0.0,0.0,0.0,0.0,124 W 60TH ST NY 10023,"(40.7702842, -73.98568159999999)",40.7702842,-73.98568159999999
1420,1420,2096250-DCA,Business,03/31/2025,MP 2909 LLC,0,2740,HOYT AVE S,0,ASTORIA,NY,11102,2124903460,Queens,4.0,2740 HOYT AVE S,0.0,0.0,0.0,0.0,2740 HOYT AVE S NY 11102,"(40.7711476, -73.91922559999999)",40.7711476,-73.91922559999999
1421,1421,2106166-DCA,Business,03/31/2025,REALPRO PARKING LLC,0,330,E 39TH ST,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,330 E 39TH ST,0.0,0.0,0.0,0.0,330 E 39TH ST NY 10016,"(40.7471875, -73.9722819)",40.7471875,-73.9722819
1422,1422,2102781-DCA,Business,03/31/2025,LAZ PARKING NEW YORK/NEW JERSEY LLC,0,120,LENOX AVE,0,NEW YORK,NY,10026,7184042575,Manhattan,1.0,120 LENOX AVE,0.0,0.0,0.0,0.0,120 LENOX AVE NY 10026,"(40.80209019999999, -73.9492848)",40.80209019999999,-73.9492848
1423,1423,0999985-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,115,FORT WASHINGTON AVE,0,NEW YORK,NY,10032,2123052718,Manhattan,1.0,115 FORT WASHINGTON AVE,0.0,0.0,0.0,0.0,115 FORT WASHINGTON AVE NY 10032,"(40.8398249, -73.9442483)",40.8398249,-73.9442483
1424,1424,1234693-DCA,Business,03/31/2019,MANHATTAN PARKING WEST 20 LLC,0,516,W 20TH ST,0,NEW YORK,NY,10011,212-490-3460,Manhattan,1.0,516 W 20TH ST,0.0,0.0,0.0,0.0,516 W 20TH ST NY 10011,"(40.7461562, -74.0065667)",40.7461562,-74.0065667
1425,1425,0429528-DCA,Business,03/31/2015,52 WEST 36TH ST. PARKING LLC,0,59,W 36TH ST,0,NEW YORK,NY,10018,2126869800,Manhattan,1.0,59 W 36TH ST,0.0,0.0,0.0,0.0,59 W 36TH ST NY 10018,"(40.7509509, -73.9860102)",40.7509509,-73.9860102
1426,1426,1305583-DCA,Business,03/31/2013,"FIFTH AVENUE CAR PARK, LLC",0,1330,5TH AVE,0,NEW YORK,NY,10026,2129966363,Manhattan,1.0,1330 5TH AVE,0.0,0.0,0.0,0.0,1330 5TH AVE NY 10026,"(40.797814, -73.94888639999999)",40.797814,-73.94888639999999
1427,1427,1010916-DCA,Business,03/31/2015,375 HUD PARKING LLC,0,375,HUDSON ST,0,NEW YORK,NY,10014,2126869800,Manhattan,1.0,375 HUDSON ST,0.0,0.0,0.0,0.0,375 HUDSON ST NY 10014,"(40.7285393, -74.0073653)",40.7285393,-74.0073653
1428,1428,2059806-DCA,Business,03/31/2021,JO DASH PARKING LLC,0,488,3RD AVE,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,488 3RD AVE,0.0,0.0,0.0,0.0,488 3RD AVE NY 10016,"(40.7453465, -73.9786974)",40.7453465,-73.9786974
1429,1429,1261502-DCA,Business,03/31/2019,"SALVATOR, JOSEPH",J & S PARKING FACILITY,284,NASSAU AVE,0,BROOKLYN,NY,11222,3475895454,Brooklyn,3.0,284 NASSAU AVE,0.0,0.0,0.0,0.0,284 NASSAU AVE NY 11222,"(40.7259096, -73.9392427)",40.7259096,-73.9392427
1430,1430,1192284-DCA,Business,03/31/2011,1065 GARAGE LLC,0,1065,PARK AVE,0,NEW YORK,NY,10128,2128887400,Manhattan,1.0,1065 PARK AVE,0.0,0.0,0.0,0.0,1065 PARK AVE NY 10128,"(40.7808776, -73.9563026)",40.7808776,-73.9563026
1431,1431,0427552-DCA,Business,03/31/2011,SLATE PARKING CORP.,0,329,E 21ST ST,0,NEW YORK,NY,10010,2126296602,Manhattan,1.0,329 E 21ST ST,0.0,0.0,0.0,0.0,329 E 21ST ST NY 10010,"(40.7361409, -73.9802085)",40.7361409,-73.9802085
1432,1432,1303088-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,215,S END AVE,0,NEW YORK,NY,10280,2125025490,Manhattan,1.0,215 S END AVE,0.0,0.0,0.0,0.0,215 S END AVE NY 10280,"(40.70955650000001, -74.0168977)",40.70955650000001,-74.0168977
1433,1433,0961990-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,332,W 44TH ST,0,NEW YORK,NY,10036,2126296602,Manhattan,1.0,332 W 44TH ST,0.0,0.0,0.0,0.0,332 W 44TH ST NY 10036,"(40.7590291, -73.9906204)",40.7590291,-73.9906204
1434,1434,0953645-DCA,Business,0,"J & B PARKING GARAGE, INC.",0,477,W 165TH ST,0,NEW YORK,NY,10032,2125433328,Manhattan,1.0,477 W 165TH ST,0.0,0.0,0.0,0.0,477 W 165TH ST NY 10032,"(40.83784929999999, -73.9376813)",40.83784929999999,-73.9376813
1435,1435,1347707-DCA,Business,03/31/2019,"FORBES, DUDLEY",GOOD LUCK PARKING,447,EUCLID AVE,0,BROOKLYN,NY,11208,718-277-3866,Brooklyn,3.0,447 EUCLID AVE,0.0,0.0,0.0,0.0,447 EUCLID AVE NY 11208,"(40.676326, -73.8719443)",40.676326,-73.8719443
1436,1436,1127531-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,330,E 61ST ST,0,NEW YORK,NY,10065,2126296602,Manhattan,1.0,330 E 61ST ST,0.0,0.0,0.0,0.0,330 E 61ST ST NY 10065,"(40.761031, -73.9620195)",40.761031,-73.9620195
1437,1437,1471216-DCA,Business,03/31/2015,115 WEST 25TH STREET PARKING CORP.,0,112,W 25TH ST,0,NEW YORK,NY,10001,2122439808,Manhattan,1.0,112 W 25TH ST,0.0,0.0,0.0,0.0,112 W 25TH ST NY 10001,"(40.7443203, -73.9926957)",40.7443203,-73.9926957
1438,1438,1262404-DCA,Business,03/31/2017,RIBAR PARKING LLC,0,160,W 10TH ST,0,NEW YORK,NY,10014,2129293041,Manhattan,1.0,160 W 10TH ST,0.0,0.0,0.0,0.0,160 W 10TH ST NY 10014,"(40.734221, -74.0018264)",40.734221,-74.0018264
1439,1439,1463452-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",0,215,W 87TH ST,0,NEW YORK,NY,10024,2125025490,Manhattan,1.0,215 W 87TH ST,0.0,0.0,0.0,0.0,215 W 87TH ST NY 10024,"(40.7889028, -73.97518199999999)",40.7889028,-73.97518199999999
1440,1440,2008327-DCA,Business,07/06/2018,LOWER EAST SIDE DISTRICT MANAGEMENT ASSOCIATION INC,0,135,DELANCEY ST,0,NEW YORK,NY,10002,212-276-9010,Manhattan,1.0,135 DELANCEY ST,0.0,0.0,0.0,0.0,135 DELANCEY ST NY 10002,"(40.7175541, -73.9872269)",40.7175541,-73.9872269
