,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address_full,total_violations,active_violations,ecb_violations,acrive_ecb_violations
1513,1401121-DCA,Business,03/20/2017,CHAMPION PARKING 61 LLC,0,1113,YORK AVE,0,NEW YORK,NY,10065,2123085959,Manhattan,1.0,1113 YORK AVE,0.0,0.0,0.0,0.0
1514,1128837-DCA,Business,03/31/2013,"THE GGG PARKING, INC.",0,1565,JEROME AVE,0,BRONX,NY,10452,7189015222,Bronx,2.0,1565 JEROME AVE,0.0,0.0,0.0,0.0
1515,2016405-DCA,Business,03/31/2019,BELLTEL CAR PARK LLC,0,101,WILLOUGHBY ST,0,BROOKLYN,NY,11201,212-996-6363 EXT14,Brooklyn,3.0,101 WILLOUGHBY ST,0.0,0.0,0.0,0.0
1516,1186204-DCA,Business,03/31/2015,"I. R. PARKING, INC",0,112,W 25TH ST,0,NEW YORK,NY,10001,5169381310,Manhattan,1.0,112 W 25TH ST,0.0,0.0,0.0,0.0
1517,2014360-DCA,Business,03/31/2017,EHTE PARKING CORP,0,357,E 57TH ST,0,NEW YORK,NY,10022,2128381629,Manhattan,1.0,357 E 57TH ST,0.0,0.0,0.0,0.0
1518,1304957-DCA,Business,03/31/2019,"QUIK PARK BROOKLYN BRIDGE, LLC",0,360,FURMAN ST,0,BROOKLYN,NY,11201,212-832-2066,Brooklyn,3.0,360 FURMAN ST,0.0,0.0,0.0,0.0
1519,1263650-DCA,Business,03/31/2013,V.M.C. PARKING INC.,SOLO PARKING,316,W 118TH ST,0,NEW YORK,NY,10026,2125312924,Manhattan,1.0,316 W 118TH ST,0.0,0.0,0.0,0.0
1520,1291722-DCA,Business,03/31/2015,"COVE CAR PARK, LLC",0,3085,VERNON BLVD,0,ASTORIA,NY,11102,2122216111,Queens,4.0,3085 VERNON BLVD,0.0,0.0,0.0,0.0
1521,1263624-DCA,Business,03/31/2013,200 SCHERMERHORN GARAGE CORP.,0,200,SCHERMERHORN ST,0,BROOKLYN,NY,11201,2127367171,Brooklyn,3.0,200 SCHERMERHORN ST,0.0,0.0,0.0,0.0
1522,1190381-DCA,Business,03/31/2011,"IMPERIAL PARKING (U.S.), INC",IMPARK,121,W 125TH ST,0,NEW YORK,NY,10027,2129378660,Manhattan,1.0,121 W 125TH ST,0.0,0.0,0.0,0.0
1523,1271802-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,530,E 73RD ST,0,NEW YORK,NY,10021,2125025490,Manhattan,1.0,530 E 73RD ST,0.0,0.0,0.0,0.0
1524,0896827-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,75,PARK PL,0,NEW YORK,NY,10007,2125649199,Manhattan,1.0,75 PARK PL,0.0,0.0,0.0,0.0
1525,0469348-DCA,Business,03/31/2015,GEMAT PARKING CORP.,0,233,E 69TH ST,0,NEW YORK,NY,10021,2125359302,Manhattan,1.0,233 E 69TH ST,0.0,0.0,0.0,0.0
1526,0954109-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,147,W 83RD ST,0,NEW YORK,NY,10024,2125025490,Manhattan,1.0,147 W 83RD ST,0.0,0.0,0.0,0.0
1527,1181103-DCA,Business,03/31/2011,"LPARK 2, LLC",LAZ PARKING,457,W 150TH ST,0,NEW YORK,NY,10031,2127517033,Manhattan,1.0,457 W 150TH ST,0.0,0.0,0.0,0.0
1528,1463921-DCA,Business,03/31/2019,QUIK PARK NASSAU LLC,0,150,NASSAU ST,0,NEW YORK,NY,10038,2128322066,Manhattan,1.0,150 NASSAU ST,0.0,0.0,0.0,0.0
1529,1216345-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,351,JAY ST,0,BROOKLYN,NY,11201,7186254215,Brooklyn,3.0,351 JAY ST,0.0,0.0,0.0,0.0
1530,1130359-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,403,E 60TH ST,0,NEW YORK,NY,10022,2126296602,Manhattan,1.0,403 E 60TH ST,0.0,0.0,0.0,0.0
1531,1145568-DCA,Business,03/31/2011,L.E. PARKING INC.,0,65,NEW YORK AVE,0,BROOKLYN,NY,11216,7187780796,Brooklyn,3.0,65 NEW YORK AVE,0.0,0.0,0.0,0.0
1532,1350459-DCA,Business,03/14/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,800,AVENUE OF THE AMERICAS,0,NEW YORK,NY,10001,2125025490,Manhattan,1.0,800 AVENUE OF THE AMERICAS,13.0,0.0,0.0,0.0
1533,1138103-DCA,Business,03/31/2011,INDOOR PARKING CORP.,0,164,DYCKMAN ST,0,NEW YORK,NY,10040,2129429804,Manhattan,1.0,164 DYCKMAN ST,0.0,0.0,0.0,0.0
1534,1233094-DCA,Business,03/31/2013,W. 28TH GARAGE PARKING LLC,0,241,W 28TH ST,0,NEW YORK,NY,10001,2126869800,Manhattan,1.0,241 W 28TH ST,0.0,0.0,0.0,0.0
1535,2045159-DCA,Business,03/29/2018,282 SOUTH 5TH PARKING LLC,0,282,S 5TH ST,0,BROOKLYN,NY,11211,212-837-4590,Brooklyn,3.0,282 S 5TH ST,0.0,0.0,0.0,0.0
1536,1275681-DCA,Business,03/31/2015,QUIK PARK WEST 58TH LLC,QUIK PARK INC.,116,CENTRAL PARK S,0,NEW YORK,NY,10019,2128322066,Manhattan,1.0,116 CENTRAL PARK S,0.0,0.0,0.0,0.0
1537,2024665-DCA,Business,03/31/2017,"252 PARKING, LLC",EXCEL PARKING,252,SCHERMERHORN ST,0,BROOKLYN,NY,11217,212-837-4509,Brooklyn,3.0,252 SCHERMERHORN ST,0.0,0.0,0.0,0.0
1538,1382589-DCA,Business,12/16/2015,"STRAND PARKING MGMT, LLC",0,500,W 43RD ST,0,NEW YORK,NY,10036,2127957275,Manhattan,1.0,500 W 43RD ST,0.0,0.0,0.0,0.0
1539,2001361-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",0,115,E 87TH ST,0,NEW YORK,NY,10128,2125025490,Manhattan,1.0,115 E 87TH ST,0.0,0.0,0.0,0.0
1540,2006475-DCA,Business,03/31/2019,EZY PARKING GO INC,0,1981,CEDAR AVE,0,BRONX,NY,10452,7182944264,Bronx,2.0,1981 CEDAR AVE,0.0,0.0,0.0,0.0
1541,1387235-DCA,Business,03/31/2015,222 WEST 14TH STREET PARKING CORP.,0,222,W 14TH ST,0,NEW YORK,NY,10011,2122485900,Manhattan,1.0,222 W 14TH ST,0.0,0.0,0.0,0.0
1542,1387697-DCA,Business,01/01/2015,QUIK PARK 801 GARAGE LLC,0,801,AMSTERDAM AVE,0,NEW YORK,NY,10025,2128322066,Manhattan,1.0,801 AMSTERDAM AVE,0.0,0.0,0.0,0.0
1543,2000589-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",0,115,FORT WASHINGTON AVE,0,NEW YORK,NY,10032,2125025490,Manhattan,1.0,115 FORT WASHINGTON AVE,0.0,0.0,0.0,0.0
1544,0945260-DCA,Business,03/31/2011,FEDERAL REALTY LIMITED PARTNERSHIP,0,9777,QUEENS BLVD,0,REGO PARK,NY,11374,7185754692,Queens,4.0,9777 QUEENS BLVD,0.0,0.0,0.0,0.0
1545,1215113-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,500,5TH AVE,0,BROOKLYN,NY,11215,7183698185,Brooklyn,3.0,500 5TH AVE,0.0,0.0,0.0,0.0
1546,1245815-DCA,Business,05/17/2017,"OCEAN CAR PARK, LLC",0,17,BATTERY PL,0,NEW YORK,NY,10004,2129966363,Manhattan,1.0,17 BATTERY PL,71.0,1.0,1.0,0.0
1547,0367518-DCA,Business,03/31/2019,MANHATTAN PARKING SYSTEM - WEST 58TH. ST. CORP.,0,200,E 67TH ST,0,NEW YORK,NY,10065,212-308-5959,Manhattan,1.0,200 E 67TH ST,0.0,0.0,0.0,0.0
1548,1398262-DCA,Business,03/31/2017,"PARK IN AUTO SERVICES, INC.",0,71,KENMARE ST,0,NEW YORK,NY,10012,2129661186,Manhattan,1.0,71 KENMARE ST,0.0,0.0,0.0,0.0
1549,1177630-DCA,Business,03/31/2017,METROPOLITAN PARKING GROUP LLC,0,4172,BROADWAY,0,NEW YORK,NY,10033,2124903460,Manhattan,1.0,4172 BROADWAY,34.0,0.0,5.0,0.0
1550,2027514-DCA,Business,08/02/2016,SHERWOOD 21 GARAGE LLC,SHERWOOD 21 GARAGE LLC,500,W 21ST ST,0,NEW YORK,NY,10011,2129808000,Manhattan,1.0,500 W 21ST ST,0.0,0.0,0.0,0.0
1551,1389555-DCA,Business,03/31/2013,STANDARD PARKING CORPORATION,0,951,RIVER AVE,0,BRONX,NY,10452,7185887802,Bronx,2.0,951 RIVER AVE,0.0,0.0,0.0,0.0
1552,1226138-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,5,E 102ND ST,0,NEW YORK,NY,10029,2125025490,Manhattan,1.0,5 E 102ND ST,0.0,0.0,0.0,0.0
1553,1373390-DCA,Business,03/31/2013,VINCENT 15 PARKING LLC,0,553,AVENUE OF THE AMERICAS,0,NEW YORK,NY,10011,2126869800,Manhattan,1.0,553 AVENUE OF THE AMERICAS,3.0,0.0,0.0,0.0
1554,1331277-DCA,Business,03/31/2015,CHAMPION PARKING 77 LLC,0,219,W 77TH ST,0,NEW YORK,NY,10024,2123085959,Manhattan,1.0,219 W 77TH ST,0.0,0.0,0.0,0.0
1555,1117317-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,4017,MAIN ST,0,FLUSHING,NY,11354,2126296602,Queens,4.0,4017 MAIN ST,0.0,0.0,0.0,0.0
1556,1107288-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,27,W 52ND ST,0,NEW YORK,NY,10019,2126296602,Manhattan,1.0,27 W 52ND ST,0.0,0.0,0.0,0.0
1557,1351758-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,0,10460,QUEENS BLVD,0,FOREST HILLS,NY,11375,7188971220,Queens,4.0,10460 QUEENS BLVD,0.0,0.0,0.0,0.0
1558,1384333-DCA,Business,03/31/2017,"C21 PARKING MGMT, LLC",0,416,87TH ST,0,BROOKLYN,NY,11209,212-795-7275,Brooklyn,3.0,416 87TH ST,0.0,0.0,0.0,0.0
1559,2011162-DCA,Business,03/31/2015,k one parking inc,0,2160,WEBSTER AVE,0,BRONX,NY,10457,3478545507,Bronx,2.0,2160 WEBSTER AVE,0.0,0.0,0.0,0.0
1560,1463594-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, LLC",0,58,W 58TH ST,0,NEW YORK,NY,10019,2125025490,Manhattan,1.0,58 W 58TH ST,0.0,0.0,0.0,0.0
1561,0955190-DCA,Business,03/31/2011,BETH PARKING CORP.,0,225,RECTOR PL,0,NEW YORK,NY,10280,2127533100,Manhattan,1.0,225 RECTOR PL,0.0,0.0,0.0,0.0
1562,2024463-DCA,Business,10/21/2015,MP WEST 57TH LLC,0,9,W 57TH ST,0,NEW YORK,NY,10019,2124903460,Manhattan,1.0,9 W 57TH ST,0.0,0.0,0.0,0.0
1563,1404566-DCA,Business,03/31/2013,ENTERPRISE WASHINGTON PARKING LLC,0,545,WASHINGTON AVE,0,BROOKLYN,NY,11238,2126270012,Brooklyn,3.0,545 WASHINGTON AVE,0.0,0.0,0.0,0.0
1564,1070451-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,350,E 30TH ST,0,NEW YORK,NY,10016,2127798311,Manhattan,1.0,350 E 30TH ST,0.0,0.0,0.0,0.0
1565,2031030-DCA,Business,03/31/2017,"IMPERIAL PARKING (U.S.), LLC",IMPARK,500,4TH AVE,0,BROOKLYN,NY,11215,212-934-8660,Brooklyn,3.0,500 4TH AVE,0.0,0.0,0.0,0.0
1566,1331441-DCA,Business,03/31/2011,"CARPARK 39TH STREET, LLC",0,80,PARK AVE,0,NEW YORK,NY,10016,2128661000,Manhattan,1.0,80 PARK AVE,0.0,0.0,0.0,0.0
1567,2009474-DCA,Business,03/31/2017,100 Varick Realty LLC,403 East 60th Street Parking LLC,403,E 60TH ST,0,NEW YORK,NY,10022,2125343939,Manhattan,1.0,403 E 60TH ST,0.0,0.0,0.0,0.0
1568,0971313-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,135,E 47TH ST,0,NEW YORK,NY,10017,2126296602,Manhattan,1.0,135 E 47TH ST,0.0,0.0,0.0,0.0
1569,1369473-DCA,Business,03/31/2015,PARK RIGHT CORPORATION,0,307,SAINT MARKS AVE,0,BROOKLYN,NY,11238,2122624771,Brooklyn,3.0,307 SAINT MARKS AVE,0.0,0.0,0.0,0.0
1570,2026962-DCA,Business,03/31/2017,GMH PARK INC,0,5229,BROADWAY,0,BRONX,NY,10463,9172140583,Bronx,2.0,5229 BROADWAY,0.0,0.0,0.0,0.0
1571,2051013-DCA,Business,03/31/2021,LENOX 65 PARKING LLC,0,1189,1ST AVE,0,NEW YORK,NY,10065,2126869800,Manhattan,1.0,1189 1ST AVE,0.0,0.0,0.0,0.0
1572,1117862-DCA,Business,01/11/2017,DYNAMIC PARKING LLC,0,222,E 41ST ST,0,NEW YORK,NY,10017,2126869800,Manhattan,1.0,222 E 41ST ST,0.0,0.0,0.0,0.0
1573,1383522-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",IMPARK,212,S OXFORD ST,0,BROOKLYN,NY,11217,2129378660,Brooklyn,3.0,212 S OXFORD ST,0.0,0.0,0.0,0.0
1574,1397270-DCA,Business,03/31/2013,CH RENTAL PARKING LLC,0,414,HICKS ST,0,BROOKLYN,NY,11201,2123483268,Brooklyn,3.0,414 HICKS ST,0.0,0.0,0.0,0.0
1575,1348880-DCA,Business,03/31/2011,K & R PARKING CORP.,0,1872,E TREMONT AVE,0,BRONX,NY,10460,6467376163,Bronx,2.0,1872 E TREMONT AVE,0.0,0.0,0.0,0.0
1576,2013149-DCA,Business,09/05/2018,PF PARKING CORP.,0,24,LEONARD ST,0,NEW YORK,NY,10013,5163781222,Manhattan,1.0,24 LEONARD ST,0.0,0.0,0.0,0.0
1577,1262200-DCA,Business,03/31/2011,"FLASH 31 MANAGEMENT, LLC",0,124,W 31ST ST,0,NEW YORK,NY,10001,7187880066,Manhattan,1.0,124 W 31ST ST,0.0,0.0,0.0,0.0
1578,1135161-DCA,Business,03/31/2015,WEST SIDE PARKING CORP.,0,432,WASHINGTON ST,0,NEW YORK,NY,10013,2122748513,Manhattan,1.0,432 WASHINGTON ST,0.0,0.0,0.0,0.0
1579,2022495-DCA,Business,03/31/2017,"QSB 267 PROPERTY CO, LLC",0,271,W 87TH ST,0,NEW YORK,NY,10024,0,Manhattan,1.0,271 W 87TH ST,0.0,0.0,0.0,0.0
1580,1320538-DCA,Business,06/25/2013,GRAND CAR PARK LLC,0,110,E 42ND ST,0,NEW YORK,NY,10017,2122216111,Manhattan,1.0,110 E 42ND ST,0.0,0.0,0.0,0.0
1581,1231896-DCA,Business,08/12/2010,IMPARK NORTH END LLC,0,211,N END AVE,0,NEW YORK,NY,10282,2129378660,Manhattan,1.0,211 N END AVE,0.0,0.0,0.0,0.0
1582,1452993-DCA,Business,03/31/2019,SAB PARKING INC.,0,200,E END AVE,0,NEW YORK,NY,10128,6468610883,Manhattan,1.0,200 E END AVE,0.0,0.0,0.0,0.0
1583,1002428-DCA,Business,03/31/2019,REED PARKING CORP.,0,10025,QUEENS BLVD,0,FLUSHING,NY,11375,2124903460,Queens,4.0,10025 QUEENS BLVD,0.0,0.0,0.0,0.0
1584,1338987-DCA,Business,03/31/2019,MANHATTAN PARKING E 71 ST  CORP,0,311,E 71ST ST,0,NEW YORK,NY,10021,2128619652,Manhattan,1.0,311 E 71ST ST,0.0,0.0,0.0,0.0
1585,1177270-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,501,E 87TH ST,0,NEW YORK,NY,10128,2125025490,Manhattan,1.0,501 E 87TH ST,0.0,0.0,0.0,0.0
1586,0881522-DCA,Business,03/31/2013,DEAN STREET PARKING CORP.,0,885,DEAN ST,0,BROOKLYN,NY,11238,7183983409,Brooklyn,3.0,885 DEAN ST,0.0,0.0,0.0,0.0
1587,2034099-DCA,Business,03/31/2017,LM SUSIE PARKING LLC,0,214,W 95TH ST,0,NEW YORK,NY,10025,2127143571,Manhattan,1.0,214 W 95TH ST,0.0,0.0,0.0,0.0
1588,1295462-DCA,Business,04/21/2014,PARAMOUNT CAR PARK LLC,0,353,4TH AVE,0,BROOKLYN,NY,11215,2122216111,Brooklyn,3.0,353 4TH AVE,0.0,0.0,0.0,0.0
1589,1423788-DCA,Business,03/31/2019,ABLE PARKING LLC,0,160,W 124TH ST,0,NEW YORK,NY,10027,2129299404,Manhattan,1.0,160 W 124TH ST,0.0,0.0,0.0,0.0
1590,1286774-DCA,Business,06/09/2013,"ALLIANCE IMPALA PARKING, LLC",0,404,E 76TH ST,0,NEW YORK,NY,10021,2125810535,Manhattan,1.0,404 E 76TH ST,0.0,0.0,0.0,0.0
1591,0898031-DCA,Business,03/31/2013,EDISON 9TH AVENUE PARKING CORPORATION,0,440,W 33RD ST,0,NEW YORK,NY,10001,2016432080,Manhattan,1.0,440 W 33RD ST,0.0,0.0,0.0,0.0
1592,1206738-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,15001,89TH AVE,0,JAMAICA,NY,11432,2125025490,Queens,4.0,15001 89TH AVE,0.0,0.0,0.0,0.0
1593,1379494-DCA,Business,03/31/2017,ONE PARKING 200 PARK INC.,ONE PARKING,200,PARK AVE,0,NEW YORK,NY,10166,5618337222,Manhattan,1.0,200 PARK AVE,0.0,0.0,0.0,0.0
1594,1335774-DCA,Business,03/31/2013,UPTOWN PARKING GARAGE CORPORATION,0,160,W 124TH ST,0,NEW YORK,NY,10027,6462593636,Manhattan,1.0,160 W 124TH ST,0.0,0.0,0.0,0.0
1595,1386662-DCA,Business,03/31/2015,TODAY PARKING CORP.,0,284,DYCKMAN ST,0,NEW YORK,NY,10034,2125696249,Manhattan,1.0,284 DYCKMAN ST,0.0,0.0,0.0,0.0
1596,0427429-DCA,Business,03/31/2013,STOP-PARK GARAGE CORP.,CENTRAL PARKING SYSTEM,18,MORTON ST,0,NEW YORK,NY,10014,2126296602,Manhattan,1.0,18 MORTON ST,0.0,0.0,0.0,0.0
1597,1280337-DCA,Business,03/31/2011,STANDARD PARKING CORPORATION,0,71,E 153RD ST,0,BRONX,NY,10451,7182926515,Bronx,2.0,71 E 153RD ST,0.0,0.0,0.0,0.0
1598,1450868-DCA,Business,03/31/2013,QUIK PARK TRUFFLES LLC,0,12,E 13TH ST,0,NEW YORK,NY,10003,2128322066,Manhattan,1.0,12 E 13TH ST,0.0,0.0,0.0,0.0
1599,0948602-DCA,Business,03/31/2011,82ND ST. PARKING GARAGE CORP.,0,3555,82ND ST,0,JACKSON HEIGHTS,NY,11372,7187794774,Queens,4.0,3555 82ND ST,0.0,0.0,0.0,0.0
1600,1157539-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,200,E 88TH ST,0,NEW YORK,NY,10128,2125025490,Manhattan,1.0,200 E 88TH ST,0.0,0.0,0.0,0.0
1601,2082673-DCA,Business,03/31/2025,SEWARD PARK GARAGE LLC,0,413,GRAND ST,0,NEW YORK,NY,10002,6465840409,Manhattan,1.0,413 GRAND ST,0.0,0.0,0.0,0.0
1602,1364914-DCA,Business,03/31/2017,"RENOIR CAR PARK, LLC",0,225,E 63RD ST,0,NEW YORK,NY,10065,2129966363,Manhattan,1.0,225 E 63RD ST,0.0,0.0,0.0,0.0
1603,1415620-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,568,UNION AVE,0,BROOKLYN,NY,11211,2125025490,Brooklyn,3.0,568 UNION AVE,0.0,0.0,0.0,0.0
1604,1160254-DCA,Business,04/13/2014,207 GARAGE L.L.C.,0,3875,9TH AVE,0,NEW YORK,NY,10034,8004090819,Manhattan,1.0,3875 9TH AVE,0.0,0.0,0.0,0.0
1605,1175732-DCA,Business,03/31/2017,"90 WASHINGTON CAR PARK, LLC",GGMC,90,WASHINGTON ST,0,NEW YORK,NY,10006,2129966363,Manhattan,1.0,90 WASHINGTON ST,0.0,0.0,0.0,0.0
1606,2097363-DCA,Business,03/31/2025,MP PIER PARKING LLC,0,353,WEST ST,0,NEW YORK,NY,10014,2124903460,Manhattan,1.0,353 WEST ST,0.0,0.0,0.0,0.0
1607,1288781-DCA,Business,03/31/2019,AMPCO SYSTEM PARKING,0,13,E 54TH ST,0,NEW YORK,NY,10022,2127542678,Manhattan,1.0,13 E 54TH ST,0.0,0.0,0.0,0.0
1608,1126177-DCA,Business,03/31/2015,FANDA PARKING LLC,0,340,E 74TH ST,0,NEW YORK,NY,10021,2125945050,Manhattan,1.0,340 E 74TH ST,0.0,0.0,0.0,0.0
1609,1275692-DCA,Business,03/31/2019,"ESP GROUP OF NEW YORK, INC.",0,349,LENOX RD,0,BROOKLYN,NY,11226,7184697672,Brooklyn,3.0,349 LENOX RD,0.0,0.0,0.0,0.0
1610,1440018-DCA,Business,10/30/2012,ARTHUR MANAGEMENT CORPORATION,0,4400,3RD AVE,0,BRONX,NY,10457,7186188021,Bronx,2.0,4400 3RD AVE,0.0,0.0,0.0,0.0
1611,1247739-DCA,Business,03/31/2015,LONG ISLAND JEWISH MEDICAL CENTER,0,27117,76TH AVE,0,NEW HYDE PARK,NY,11040,7184707764,Queens,4.0,27117 76TH AVE,0.0,0.0,0.0,0.0
1612,1099887-DCA,Business,03/31/2013,WEST 31ST GARAGE CORP.,0,148,W 31ST ST,0,NEW YORK,NY,10001,2127367171,Manhattan,1.0,148 W 31ST ST,0.0,0.0,0.0,0.0
1613,2045551-DCA,Business,06/26/2019,QUIK PARK TRIBECA II LLC,0,450,WASHINGTON ST,0,NEW YORK,NY,10013,2126869800,Manhattan,1.0,450 WASHINGTON ST,0.0,0.0,0.0,0.0
1614,1440441-DCA,Business,03/31/2019,QUIK PARK PCVST GARAGE LLC,0,527,E 14TH ST,0,NEW YORK,NY,10009,2126145862,Manhattan,1.0,527 E 14TH ST,0.0,0.0,0.0,0.0
1615,1415121-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,506,W 181ST ST,0,NEW YORK,NY,10033,2125025490,Manhattan,1.0,506 W 181ST ST,0.0,0.0,0.0,0.0
1616,1267813-DCA,Business,03/31/2017,3896 PARKING CORP.,0,3896,10TH AVE,0,NEW YORK,NY,10034,2125696508,Manhattan,1.0,3896 10TH AVE,0.0,0.0,0.0,0.0
1617,1204606-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,14,CHARLTON ST,0,NEW YORK,NY,10014,2125025490,Manhattan,1.0,14 CHARLTON ST,0.0,0.0,0.0,0.0
1618,1226477-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,16327,ARCHER AVE,0,JAMAICA,NY,11433,7186589619,Queens,4.0,16327 ARCHER AVE,0.0,0.0,0.0,0.0
1619,1393276-DCA,Business,03/31/2015,QUIK PARK 175 K LLC,0,53,N 3RD ST,0,BROOKLYN,NY,11249,2128322066,Brooklyn,3.0,53 N 3RD ST,0.0,0.0,0.0,0.0
1620,2024409-DCA,Business,09/09/2015,ATLANTIC GARAGE MANAGEMENT LLC,0,238,ATLANTIC AVE,0,BROOKLYN,NY,11201,646-964-4323,Brooklyn,3.0,238 ATLANTIC AVE,0.0,0.0,0.0,0.0
1621,1307745-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,7074,E 162ND ST,0,BRONX,NY,10452,2125025490,0,0.0,7074 E 162ND ST,0.0,0.0,0.0,0.0
1622,0963093-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,798,UNION ST,0,BROOKLYN,NY,11215,2126296602,Brooklyn,3.0,798 UNION ST,0.0,0.0,0.0,0.0
1623,1466384-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, LLC",0,1153,YORK AVE,0,NEW YORK,NY,10065,2125025490,Manhattan,1.0,1153 YORK AVE,0.0,0.0,0.0,0.0
1624,0976184-DCA,Business,03/31/2017,IMPERIAL HOUSE PARKING LLC,0,150,E 69TH ST,0,NEW YORK,NY,10021,2127142442,Manhattan,1.0,150 E 69TH ST,0.0,0.0,0.0,0.0
1625,1129975-DCA,Business,03/31/2011,"LAN TIAN GARAGE, INC.",0,89,HENRY ST,0,NEW YORK,NY,10002,2123859600,Manhattan,1.0,89 HENRY ST,0.0,0.0,0.0,0.0
1626,1458328-DCA,Business,03/31/2019,OMEGA PARKING SYSTEMS LLC,0,200,E 24TH ST,0,NEW YORK,NY,10010,2127251791,Manhattan,1.0,200 E 24TH ST,0.0,0.0,0.0,0.0
1627,1262199-DCA,Business,03/31/2013,21ST GARAGE LLC,0,436,W 36TH ST,0,NEW YORK,NY,10018,2126270012,Manhattan,1.0,436 W 36TH ST,0.0,0.0,0.0,0.0
1628,2042764-DCA,Business,03/31/2019,"ABM PARKING SERVICES, INC",0,1633,BROADWAY,0,NEW YORK,NY,10019,2122131282,Manhattan,1.0,1633 BROADWAY,243.0,3.0,353.0,37.0
1629,1157522-DCA,Business,03/31/2011,CROTONA PARKWAY GARAGE INC.,0,1981,HONEYWELL AVE,0,BRONX,NY,10460,7186206177,Bronx,2.0,1981 HONEYWELL AVE,0.0,0.0,0.0,0.0
1630,2009040-DCA,Business,03/31/2019,AD PARKING INC.,0,331,E 132ND ST,0,BRONX,NY,10454,7189939003,Bronx,2.0,331 E 132ND ST,0.0,0.0,0.0,0.0
1631,2026884-DCA,Business,03/31/2019,QUIK PARK WARREN GARAGE LLC,0,86,WARREN ST,0,NEW YORK,NY,10007,2128322066,Manhattan,1.0,86 WARREN ST,0.0,0.0,0.0,0.0
1632,2005024-DCA,Business,03/31/2017,AUDUBON PARKING MGMT LLC.,0,284,AUDUBON AVE,0,NEW YORK,NY,10033,0,Manhattan,1.0,284 AUDUBON AVE,0.0,0.0,0.0,0.0
1633,2022636-DCA,Business,03/31/2019,425 EAST 79 CAR PARK LLC,0,415,E 79TH ST,0,NEW YORK,NY,10075,2129966363,Manhattan,1.0,415 E 79TH ST,0.0,0.0,0.0,0.0
1634,1338623-DCA,Business,02/26/2019,QUIK PARK HUDSON 180 LLC,0,180,RIVERSIDE BLVD,0,NEW YORK,NY,10069,2128322066,Manhattan,1.0,180 RIVERSIDE BLVD,0.0,0.0,0.0,0.0
1635,1227911-DCA,Business,08/24/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,15902,JAMAICA AVE,0,JAMAICA,NY,11432,7185260156,Queens,4.0,15902 JAMAICA AVE,0.0,0.0,0.0,0.0
1636,2044751-DCA,Business,01/03/2017,BELUGA PARKING CORP,0,1830,E TREMONT AVE,0,BRONX,NY,10460,2125416050,Bronx,2.0,1830 E TREMONT AVE,0.0,0.0,0.0,0.0
1637,2081726-DCA,Business,03/31/2021,"LM CHASE PARKING, LLC.",0,344,E 52ND ST,0,NEW YORK,NY,10022,2127143571,Manhattan,1.0,344 E 52ND ST,0.0,0.0,0.0,0.0
