Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M230238,1100 Block Of Green  Street,San Francisco,CA,94109,3/1/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Russian Hill,"(37.7984335039579, -122.41752353486648)",POINT (-122.41753 37.798435),107,6,3,32,32,1,10,5,28858,,,1,,,107
M230239,1100 Block Of Market  Street,San Francisco,CA,94103,3/2/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77956997369328, -122.41359142040496)",POINT (-122.41359 37.77957),32,5,10,34,34,2,9,8,28853,7,1,2,1,3,32
M230240,400 Block Of Shrader  Street,San Francisco,CA,94117,3/2/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Haight Ashbury,"(37.770771289544406, -122.45214849797281)",POINT (-122.45215 37.77077),25,7,11,3,9,5,11,15,29492,,,1,,25,25
M230241,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230242,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230243,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230244,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230245,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230246,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230247,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230248,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230249,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230250,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230251,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230252,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230253,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230254,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230255,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230256,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230257,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230258,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230259,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230260,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230261,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230262,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230263,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230264,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230265,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230266,200 Block Of Fremont  Street,San Francisco,CA,94105,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230267,500 Block Of Geary  Street,San Francisco,CA,94102,3/3/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78688710995548, -122.41192803581181)",POINT (-122.41193 37.78689),20,6,10,36,36,1,9,5,28852,5,,2,,,50
M230268,500 Block Of Mission  Rock,San Francisco,CA,94158,3/3/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission Bay,"(37.772880897476746, -122.39054513833798)",POINT (-122.39055 37.77288),34,1,10,4,20,3,9,14,310,,,1,,,34
M230269,900 Block Of Presidio  Avenue,San Francisco,CA,94115,3/3/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Presidio Heights,"(37.782998615117435, -122.44592676719118)",POINT (-122.44593 37.782997),11,8,6,31,31,6,1,15,29490,,,1,,,11
M230270,400 Block Of Valencia  Street,San Francisco,CA,94103,3/6/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76613016683555, -122.42200406305673)",POINT (-122.422005 37.76613),53,3,5,20,19,4,5,8,28853,,,2,,,53
M230271,2700 Block Of 16th  Street,San Francisco,CA,94103,3/6/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76538112996269, -122.41420681804973)",POINT (-122.41421 37.76538),53,3,2,20,19,4,7,8,28859,,,2,,,53
M230272,1900 Block Of Powell  Street,San Francisco,CA,94133,3/6/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.80256731230393, -122.4112955608204)",POINT (-122.41129 37.802567),106,6,3,23,23,1,10,3,308,,,1,,23,106
M230273,1800 Block Of Page  Street,San Francisco,CA,94117,3/6/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Haight Ashbury,"(37.77041603760715, -122.45123136326967)",POINT (-122.45123 37.770416),25,7,11,3,9,5,11,15,29492,,,1,,25,25
M230274,1800 Block Of Alemany  Boulevard,San Francisco,CA,94112,3/6/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,"(37.72268304223643, -122.43806808810048)",POINT (-122.438065 37.722683),80,9,1,28,25,7,6,9,28861,,,2,,,80
M230275,400 Block Of Shrader  Street,San Francisco,CA,94117,3/7/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Haight Ashbury,"(37.770771289544406, -122.45214849797281)",POINT (-122.45215 37.77077),25,7,11,3,9,5,11,15,29492,,,1,,25,25
M230277,900 Block Of Post  Street,San Francisco,CA,94109,3/7/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Tenderloin,"(37.7872229181439, -122.41681426564567)",POINT (-122.41682 37.787224),50,6,10,36,36,1,9,13,28858,,,2,,,50
M230278,1200 Block Of Clay  Street,San Francisco,CA,94108,3/9/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.79332777268391, -122.41364964804895)",POINT (-122.41365 37.793327),16,6,3,21,21,1,10,5,28857,,,1,,,16
M230279,600 Block Of Corbett  Avenue,San Francisco,CA,94114,3/9/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Twin Peaks,"(37.75613629057126, -122.4432320754721)",POINT (-122.44323 37.756138),47,7,5,38,38,5,5,2,28862,,,1,,,47
M230280,1800 Block Of Divisadero  Street,San Francisco,CA,94115,3/6/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Pacific Heights,"(37.78663954436127, -122.44020030218066)",POINT (-122.4402 37.78664),103,4,6,30,27,6,1,13,29490,,,1,,,103
M230281,500 Block Of South Van Ness  Avenue,San Francisco,CA,94110,3/13/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76437736958609, -122.41740950130017)",POINT (-122.41741 37.764378),53,3,2,20,19,4,7,8,28859,,,2,,14,53
M230282,100 Block Of Brannan  Street,San Francisco,CA,94107,3/14/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78428224781033, -122.38899182438585)",POINT (-122.38899 37.784283),31,1,10,8,6,2,9,6,28856,,,1,,,31
M230283,0 Block Of Turk  Street,San Francisco,CA,94102,3/15/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230284,1000 Block Of Bush  Street,San Francisco,CA,94109,3/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230285,400 Block Of Valencia  Street,San Francisco,CA,94103,3/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76613016683555, -122.42200406305673)",POINT (-122.422005 37.76613),53,3,5,20,19,4,5,8,28853,,,2,,,53
M230286,500 Block Of South Van Ness  Avenue,San Francisco,CA,94110,3/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76437736958609, -122.41740950130017)",POINT (-122.41741 37.764378),53,3,2,20,19,4,7,8,28859,,,2,,14,53
M230287,700 Block Of Geary  Street,San Francisco,CA,94109,3/15/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Tenderloin,"(37.786415021181135, -122.41562788792845)",POINT (-122.41563 37.786415),20,6,10,36,36,1,9,13,28858,,,2,,,20
M230288,2400 Block Of 44th  Avenue,San Francisco,CA,94116,3/21/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.74093155810682, -122.50241133315491)",POINT (-122.50241 37.740932),39,10,7,35,35,8,3,1,29491,,,1,,,39
M230289,1300 Block Of Hayes  Street,San Francisco,CA,94117,4/3/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Hayes Valley,"(37.77488509457888, -122.4386324825375)",POINT (-122.43863 37.774883),24,7,11,9,10,5,11,15,29492,,,1,,,24
M230290,0 Block Of Lee  Avenue,San Francisco,CA,94112,3/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/30/2028,11,Oceanview/Merced/Ingleside,"(37.719105975576895, -122.45408894083654)",POINT (-122.45409 37.719105),64,10,1,24,24,8,6,9,28861,,,2,,,64
M230291,1300 Block Of 40th  Avenue,San Francisco,CA,94122,3/6/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/26/2028,4,Sunset/Parkside,"(37.7616390030313, -122.49956204317111)",POINT (-122.499565 37.76164),39,10,7,35,35,8,3,1,56,,,1,,,39
M230315,0 Block Of Jones  Street,San Francisco,CA,94102,3/16/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78160461376042, -122.41212240559267)",POINT (-122.412125 37.781605),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230316,0 Block Of Jones  Street,San Francisco,CA,94102,3/16/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78160461376042, -122.41212240559267)",POINT (-122.412125 37.781605),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230317,500 Block Of Ofarrell  Street,San Francisco,CA,94102,3/16/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.785686031545204, -122.41379344025961)",POINT (-122.413795 37.785686),20,5,10,36,36,10,9,7,28852,6,1,2,1,,20
M230318,300 Block Of Turk  Street,San Francisco,CA,94102,3/16/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78268974159542, -122.4148738201106)",POINT (-122.41487 37.78269),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230319,0 Block Of Alta  Street,San Francisco,CA,94133,3/17/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.80157027375821, -122.4040037617044)",POINT (-122.40401 37.80157),18,6,3,23,23,1,10,3,308,,,1,,,18
M230320,0 Block Of Alta  Street,San Francisco,CA,94133,3/17/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.80157027375821, -122.4040037617044)",POINT (-122.40401 37.80157),18,6,3,23,23,1,10,3,308,,,1,,,18
M230321,1300 Block Of Market  Street,San Francisco,CA,94102,3/17/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Tenderloin,"(37.777044489388786, -122.41693056537846)",POINT (-122.41693 37.777046),21,5,10,36,36,2,9,7,28852,8,1,2,1,,21
M230322,400 Block Of Turk  Street,San Francisco,CA,94102,3/22/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78250272711093, -122.41633843508814)",POINT (-122.416336 37.7825),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230323,2800 Block Of 18th  Street,San Francisco,CA,94110,3/22/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76173015053218, -122.41060419719852)",POINT (-122.41061 37.76173),53,3,2,20,19,4,7,8,28859,,,2,,,53
M230324,0 Block Of Dore  Street,San Francisco,CA,94103,3/23/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.7739005210505, -122.41299692151738)",POINT (-122.412994 37.7739),32,1,10,34,34,2,9,8,28853,,,2,,,32
M230325,5800 Block Of 03rd  Street,San Francisco,CA,94124,3/23/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.7247446445345, -122.39465451422056)",POINT (-122.39465 37.724743),86,2,9,1,1,3,8,10,58,,,2,,,86
M230326,0 Block Of Reardon  Road,San Francisco,CA,94124,3/24/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.72946888046084, -122.3769672378333)",POINT (-122.37697 37.72947),78,2,9,1,1,3,8,10,58,,,2,,,78
