,ID,ADDRESS,STNDADDR,UNIT,PROCNUM,FOLIO,GEOFOLIO,ISCONDO,TYPE,CAT1,DESC1,CAT2,DESC2,CAT3,DESC3,CAT4,DESC4,CAT5,DESC5,CAT6,DESC6,CAT7,DESC7,CAT8,DESC8,CAT9,DESC9,CAT10,DESC10,ISSUDATE,LSTINSDT,RENDATE,CCDATE,BLDCMPDT,RESCOMM,BPSTATUS,PROPUSE,APPTYPE,CLUC,FFRMLINE,LGLDESC1,LGLDESC2,ESTVALUE,PTSOURCE,MPRMTNUM,LSTAPPRDT,CONTRNUM,CONTRNAME,GlobalID,geometry,index_right,Name,Description
141257,2020058760.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2020132207,0141370230020,0141370230020,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-07-15 00:00:00+00:00,20200730,00000000,00000000,00000000,C,F,1822,08,0047,CHANGE OUT OF FANS ,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000000,P,2020037634.0,20200730,EC0003059       ,TIRONE ELECTRIC INC                                         ,{C1320749-F372-4B31-ACE8-7A9DFF7D3CBD},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
141760,2020034614.0,700 NW 1 AVE                 ,700 NW 1ST AVE,10  ,C2020077716,0141370720120,0141370720120,N,ELEC,0006,MASTER TV ANTENNA                                           ,0007,SOUND & INTERCOM                                            ,0032,DATA COMMUNICATION CABLES                                   ,0035,TELEPHONE AND COMMUNICATION                                 ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-03-04 00:00:00+00:00,20200429,00000000,00000000,00000000,C,F,1421,26,0013,ALTERATION INTERIOR,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2020008093.0,20200429,ES12000646      ,AVI-SPL LLC                                                 ,{C19B4F00-A335-4355-B62C-14BF046D94BB},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
142766,2022002810.0,600 NW 1 AVE                 ,600 NW 1ST AVE,    ,C2022005757,0141370720090,0141370720090,N,FIRE,0032,FIRE SPRINKLERS                                             ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-10-13 00:00:00+00:00,20211019,00000000,00000000,00000000,C,F,1822,03,0062,LOUNGE BRIGHTLINE  ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041      T  23364        ,00000000000,P,2022001984.0,00000000,13000091        ,CITY FIRE PROTECTION INC                                    ,{F2BEE23B-0409-4B91-A7C9-9CA2F585B6DB},POINT (-80.19583815899995 25.780236158000037),0,Greater Downtown Miami,
142935,2020050374.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2020109181,0141370230020,0141370230020,N,ELEC,0001,ELECTRICAL                                                  ,0032,DATA COMMUNICATION CABLES                                   ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-06-09 00:00:00+00:00,20210108,00000000,00000000,00000000,C,F,1822,03,0047,INTERNAL SERV DEPT ,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000000,P,2020016268.0,20210108,08E000144       ,MIAMI DADE COUNTY GENERAL SERVICES ADMINISTRATION           ,{3B3EB443-48EE-4463-8A5B-48684B3EC9E3},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
144061,2021080889.0,600 NE 2 AVE                 ,88 SE 4TH ST,    ,C2021156632,0101000000292,0101000000292,N,BLDG,0083,WINDOW INSTALLATN                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-09-20 00:00:00+00:00,20220715,00000000,00000000,00000000,C,F,1822,04,0017,CURTAIN WALL       ,DOWNTOWN COMPONENT OF METRORAIL  ,PEOPLE MOVER RIGHT OF WAY &      ,00000000000,P,2020041183.0,20220715,SCC131151806    ,ALL AMERICAN WINDOWS AND DOORS  BTP LLC                     ,{F1CBC2C8-C205-4A3E-B6E7-710BE56B0CF1},POINT (-80.19261232299993 25.77097851700006),0,Greater Downtown Miami,
146155,2020029961.0,20 NW 1 AVE                  ,101 W FLAGLER ST,    ,C2020065110,0141370270010,0141370270010,N,BLDG,0015,DEMOLITION                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-02-13 00:00:00+00:00,20200731,00000000,20200805,20200805,C,F,1822,05,0047,TOTAL DEMO         ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000001,P,0.0,20200731,CGC060330       ,"HARBOUR CONSTRUCTION, INC                                   ",{6020B036-201A-412A-A5AC-57F1E876C029},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
148166,2021015039.0,700 NW 1 AVE                 ,700 NW 1ST AVE,1600,C2021030234,0141370720120,0141370720120,N,ELEC,0006,MASTER TV ANTENNA                                           ,0032,DATA COMMUNICATION CABLES                                   ,0035,TELEPHONE AND COMMUNICATION                                 ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-12-09 00:00:00+00:00,20210125,00000000,00000000,00000000,C,F,1421,22,0081,PERMIT BY AFFIDAVIT,FLAGLER GRAN CENTRAL STATION     ,PB 170-041                       ,00000000000,P,2017057048.0,20210125,ES0000428       ,BLUE WAVE COMMUNICATIONS LLC                                ,{7F1EA046-4840-496D-B930-EE8B1ACF8072},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
150948,2021042543.0,111 NW 1 ST                  ,101 W FLAGLER ST,    ,C2021088185,0141370270010,0141370270010,N,BLDG,0008,CANVAS AWNING                                               ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-04-14 00:00:00+00:00,20220228,00000000,00000000,00000000,C,F,1822,04,0047,RELOCATE CANOPIES  ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000072520,P,2021025694.0,20220228,06BS01281       ,AWNINGS BY DESIGN CORP                                      ,{412B5039-7D50-411E-9193-7AD382A975CF},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
154578,2022048984.0,1 HERALD PLZ                 ,1 HERALD PLZ,    ,C2022103451,0132310750010,0132310750010,N,BLDG,0008,CANVAS AWNING                                               ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-05-06 00:00:00+00:00,20220520,00000000,00000000,00000000,C,F,4001,24,0066,SHORT TERM EVENT   ,RESORTS WORLD MIAMI ONE          ,PB 170-055          T-23288      ,00000000000,P,0.0,20220520,CBC1263660      ,"FIRM DEVELOPMENT GROUP, LLC                                 ",{8BCA56DE-7440-4FC7-9F35-BCC528FCA406},POINT (-80.18594177099999 25.788504126000078),0,Greater Downtown Miami,
155518,2022049001.0,101 NW 1 ST                  ,88 SE 4TH ST,    ,C2022108584,0101000000292,0101000000292,N,ELEC,0007,SOUND & INTERCOM                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-05-06 00:00:00+00:00,20220511,00000000,00000000,00000000,C,F,1822,04,0017,ELEC SIGN          ,DOWNTOWN COMPONENT OF METRORAIL  ,PEOPLE MOVER RIGHT OF WAY &      ,00000000000,P,2018073948.0,20220511,EC13010676      ,HORTON/JONES ELECTRICAL CONTRACTORS INC                     ,{F9DE5299-1CFC-4D50-995C-899696A6DEFF},POINT (-80.19261232299993 25.77097851700006),0,Greater Downtown Miami,
157201,2020059732.0,1001 SW 1 AVE                ,1001 SW 1ST AVE,    ,W2020134238,,3047170007000,,ELEC,0026,TEMP SERVICE TEST & REPAIR                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-07-20 00:00:00+00:00,20200728,00000000,00000000,00000000,C,F,1822,07,0047,4 SVCS - TEMP 4 TES,17 54 37                         ,FOR PERMITS ON R/W               ,00000000000,A,2019011755.0,20200728,EC13001534      ,R & D ELECTRIC INC                                          ,{04C08E61-A29D-4CEB-939A-C513E00F9DAF},POINT (-80.19545774599999 25.76401397500007),0,Greater Downtown Miami,
157360,2020039284.0,20 NW 1 AVE                  ,101 W FLAGLER ST,    ,C2020088671,0141370270010,0141370270010,N,PLUM,0001,PLUMBING                                                    ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-03-25 00:00:00+00:00,20200729,00000000,00000000,00000000,C,F,1822,05,0047,TOTAL DEMO         ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000000,P,2020029961.0,20200729,CFC1429562      ,PREMIERE PLUMBING INC                                       ,{8E884156-BAAB-4947-B299-D47D823A5CCB},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
157818,2022069295.0,600 NE 2 AVE                 ,88 SE 4TH ST,    ,C2022154295,0101000000292,0101000000292,N,BLDG,0018,FENCE                                                       ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-07-29 00:00:00+00:00,20220831,00000000,00000000,00000000,C,F,1822,29,0047,FENCE              ,DOWNTOWN COMPONENT OF METRORAIL  ,PEOPLE MOVER RIGHT OF WAY &      ,00000009450,P,0.0,20220831,CGC1512534      ,ALL TERRAIN EARTHMOVING LIMITED COMPANY                     ,{65ACF5C6-1075-41E5-83AE-0A33A7C666B1},POINT (-80.19261232299993 25.77097851700006),0,Greater Downtown Miami,
158652,2021038435.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2021082865,0141370230020,0141370230020,N,MECH,0011,INSULATION                                                  ,0016,PRES/PROCESS/PIPE                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-03-29 00:00:00+00:00,20210504,00000000,00000000,00000000,C,F,1822,08,0047,HEAT EXCHANGERS    ,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000000,P,0.0,20210504,CMC1250643      ,HILL YORK SERVICE COMPANY LLC                               ,{D5C30D91-1430-4095-9C66-E25EDE8E0C2B},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
159005,1995038614.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C1995045360,0141370230020,0141370230020,N,BLDG,0002,BUILDING (COUNTY)                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,1995-01-23 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1822,08,0047,                   ,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00079880478,P,0.0,00000000,OWNER           ,                                                            ,{C4506081-D6E8-4F3A-A2CE-A7B9D138A7EC},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
159137,2021001706.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2021003497,0141370230020,0141370230020,N,MECH,0041,MECHANICAL VENTILATION                                      ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-10-08 00:00:00+00:00,20210210,00000000,00000000,00000000,C,F,1822,03,0047,RENOVATE PUB BATHRO,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000000,P,2020038228.0,20210210,CMC1250837      ,SOLO AIR CONDITIONING & HEATING CO INC                      ,{B9388A6E-8C22-4F77-840B-74535B3D6654},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
161156,2020040698.0,101 W FLAGER ST              ,101 W FLAGLER ST,    ,C2020063359,0141370270010,0141370270010,N,BLDG,0001,GENERAL (COUNTY)                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-04-13 00:00:00+00:00,20220420,20210409,20220420,20220420,C,F,1822,12,0047,SHELL BUILDING     ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000100000,P,0.0,20220420,CGC1525384      ,WM7 GROUP LLC                                               ,{A73E3666-82EC-4449-B368-1051883FD3D6},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
161276,2021051939.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2021106403,0141370720120,0141370720120,N,FIRE,0032,FIRE SPRINKLERS                                             ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-05-19 00:00:00+00:00,20210721,00000000,00000000,00000000,C,F,1421,22,0013,SPRINKLERS         ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2021043235.0,20210721,56072300012005  ,SPRINKLERMATIC FIRE PROTECTION SYSTEMS INC                  ,{92B13A85-801F-45E1-8EAA-C75391DA183B},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
161383,2022027535.0,20 NW 1 AVE                  ,101 W FLAGLER ST,    ,C2022061717,0141370270010,0141370270010,N,PLUM,0001,PLUMBING                                                    ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-02-07 00:00:00+00:00,20230113,00000000,00000000,00000000,C,A,1822,26,0047,25 STORY COURTHOUSE,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000000,P,2021055864.0,20230113,CFC1428894      ,"NAGELBUSH MECHANICAL, INC                                   ",{CDAC9A14-783D-4847-9810-7AEE7BDB263E},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
162977,2020053276.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2020114857,0141370230020,0141370230020,N,MECH,0003,A/C - UNLTD                                                 ,0010,HEATING                                                     ,0011,INSULATION                                                  ,0016,PRES/PROCESS/PIPE                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-06-22 00:00:00+00:00,20210205,00000000,00000000,00000000,C,F,1822,03,0047,RENVT/EXPAND SPACE ,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000000,P,2020034318.0,20210205,CAC057971       ,PREMIER AIR CONDITIONING & REFRIGERATION INC                ,{264C2CBD-223C-4D6D-9AEA-331790164EDB},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
163278,2020062150.0,550 NW 1 AVE                 , ,100 ,C2020139160,0141370720040,0141370720040,N,MECH,0011,INSULATION                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-07-30 00:00:00+00:00,20201118,00000000,00000000,00000000,C,F,1732,22,0081, INT BUILD OUT     ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041                       ,00000000000,P,2019024258.0,20201118,CMC057200       ,MASTER MECHANICAL SERVICES INC                              ,{F3070C71-76F0-4D79-8DAB-191086FB3201},POINT (-80.19600239499994 25.779280560000075),0,Greater Downtown Miami,
163430,2021065556.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2020117382,0141370230020,0141370230020,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-07-15 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1822,03,0047,LOADS WITH UPS POWR,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000700,P,0.0,00000000,08E000144       ,MIAMI DADE COUNTY GENERAL SERVICES ADMINISTRATION           ,{9D96087C-EA95-49A7-9076-9BED14D5BC1A},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
164216,2021082229.0,600 NW 1 AVE                 ,600 NW 1ST AVE,    ,C2021163531,0141370720090,0141370720090,N,ZIPS,0021,RAILROAD EXEMPTION                                          ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-09-24 00:00:00+00:00,20220602,00000000,00000000,00000000,C,F,1521,03,0062,OFFICE RENO.       ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041      T  23364        ,00000000000,P,0.0,20220602,CGC1525274      ,CAVOSSA BRUCE L                                             ,{77A5FA02-2505-4FE2-9DF9-12B842113A6E},POINT (-80.19583815899995 25.780236158000037),0,Greater Downtown Miami,
165385,2020028660.0,701 NW 1 CT                  ,601 NW 1ST CT,    ,C2020007349,0131370340010,0131370340010,N,BLDG,0001,GENERAL (COUNTY)                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-02-10 00:00:00+00:00,20210728,00000000,20210728,20210728,C,F,1822,03,0047,INT ALT (8TH FLR)  ,OVERTOWN STATION                 ,PB 160-93   T13914               ,00000100000,P,0.0,20210728,19AE00212       ,MIAMI DADE COUNTY INTERNAL SERVICES DEPARTMENT              ,{254A2AF6-504A-43AF-BE5E-BB10C917123B},POINT (-80.19656938699995 25.780247517000078),0,Greater Downtown Miami,
165491,2022046719.0,201 SW 10 ST                 ,285 SW 10TH ST,    ,C2022103504,0102060901120,0102060901120,N,ELEC,0014,TEMP SERV FOR CONSTR                                        ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-04-27 00:00:00+00:00,20221027,00000000,00000000,00000000,C,F,0520,26,0065,TOWER              ,CITY OF MIAMI SOUTH   PB B-41    ,LOTS 13 THRU 20 INC   BLK 69     ,00000000000,P,2022045202.0,20221027,EC0003051       ,STATEWIDE ELECTRICAL CONTRACTORS INC                        ,{78F62234-AB93-48D6-BE1F-99A972FF64D2},POINT (-80.19848623299998 25.764708377000034),0,Greater Downtown Miami,
165754,2022009685.0,450 NW 1 AVE                 ,550 NW 1ST AVE,200 ,C2022012367,0141370720100,0141370720100,N,MECH,0003,A/C - UNLTD                                                 ,0011,INSULATION                                                  ,0016,PRES/PROCESS/PIPE                                           ,0023,SHEET METAL                                                 ,0041,MECHANICAL VENTILATION                                      ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-11-10 00:00:00+00:00,20220630,00000000,00000000,00000000,C,E,0805,22,0011,HVACSPACE FOR GYM  ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041     T  23364         ,00000000000,P,2022003788.0,20220630,CMC1250904      ,PANTHER AIR CONDITIONING LLC                                ,{45526D05-EEEF-4D4E-BDE2-775F3C8E0E3D},POINT (-80.19568075599994 25.779395916000055),0,Greater Downtown Miami,
166278,2022074773.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2022170400,0141370720120,0141370720120,N,MECH,0003,A/C - UNLTD                                                 ,0010,HEATING                                                     ,0011,INSULATION                                                  ,0023,SHEET METAL                                                 ,0041,MECHANICAL VENTILATION                                      ,0048,SMOKE CONTROL                                               ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-08-22 00:00:00+00:00,20221109,00000000,00000000,00000000,C,F,1421,22,0013,A/C WORK FOR ALTINT,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2022063182.0,20221109,CAC1819138      ,VIKING AIR MECHANICAL INC                                   ,{5D3B462B-0D88-47DF-B476-D557B1A2D313},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
166976,2020055058.0,220 NW 3 ST                  ,226 NW 3RD ST,    ,C2020116577,0101090501010,0101090501010,N,FIRE,0032,FIRE SPRINKLERS                                             ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-06-29 00:00:00+00:00,20200709,00000000,00000000,00000000,C,F,1822,03,0047,NEW OFFICE SPACE   ,MIAMI NORTH                      ,PB B-41                          ,00000000000,P,2020043257.0,20200709,FPC18000109     ,NATIONAL FIRE PROTECTION LLC                                ,{8D8EEC93-B0CF-4B7F-8519-CA9F55D742C7},POINT (-80.19850907399996 25.776645212000062),0,Greater Downtown Miami,
167944,2023018388.0,140 W FLAGLER ST             ,140 W FLAGLER ST,    ,C2022072356,0101140401080,0101140401080,N,BLDG,0015,DEMOLITION                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-12-29 00:00:00+00:00,00000000,00000000,00000000,00000000,C,A,1822,05,0047,TOTAL DEMO         ,LE BLOND & ORR SUB PB 9-1        ,LOTS 7 & 8 BLK 1 LESS S12.50FT   ,00000000001,P,0.0,00000000,CGC1532540      ,B2 GROUP LLC                                                ,{197B925E-9E2D-4D0D-ACF9-C8786491E237},POINT (-80.19669436499998 25.773636122000028),0,Greater Downtown Miami,
168474,2023020530.0,201 SW 10 ST                 ,285 SW 10TH ST,    ,C2023043988,0102060901120,0102060901120,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2023-01-12 00:00:00+00:00,00000000,00000000,00000000,00000000,C,A,1120,26,0065,ELEC INST          ,CITY OF MIAMI SOUTH   PB B-41    ,LOTS 13 THRU 20 INC   BLK 69     ,00000000000,P,2022045203.0,00000000,EC0003051       ,STATEWIDE ELECTRICAL CONTRACTORS INC                        ,{0552C67B-8FD7-4004-B845-2EAAF604B8C2},POINT (-80.19848623299998 25.764708377000034),0,Greater Downtown Miami,
169955,1988076956.0,201 NE 2 AVE                 ,201 NE 2ND AVE,    ,C1988075740,0101100001120,3022310250010,,PLUM,0005,PORT CHEMICAL TOILETS                                       ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,1988-07-27 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1302,07,0043,NURSING HOME       ,31 52 42                         ,AMD PL OF SUMMERLAND PB 32-75    ,00000000000,A,1988062798.0,00000000,000014780       ,PORT-O-LET INTERNATIONAL INC.                               ,{17E336B4-E7BE-4E44-A712-763ECD9762D9},POINT (-80.19008528499995 25.776501409000048),0,Greater Downtown Miami,
170132,2022001984.0,600 NW 1 AVE                 ,600 NW 1ST AVE,    ,C2021163338,0141370720090,0141370720090,N,ZIPS,0021,RAILROAD EXEMPTION                                          ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-10-08 00:00:00+00:00,20211207,00000000,00000000,00000000,C,F,1822,03,0062,LOUNGE BRIGHTLINE  ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041      T  23364        ,00000000000,P,0.0,20211207,CGC1525274      ,CAVOSSA BRUCE L                                             ,{F4219F9D-9382-4A65-BDEB-4B80C03CA3E9},POINT (-80.19583815899995 25.780236158000037),0,Greater Downtown Miami,
170184,2000103297.0,1108 BRICKELL AVE            ,1108 BRICKELL AVE,    ,C2000161798,,3047170008000,,MECH,0022,RM A/C INSTALL                                              ,0023,SHEET METAL                                                 ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2000-08-22 00:00:00+00:00,20001011,00000000,00000000,00000000,C,E,1822,07,0047,NEW AC             ,17 54 37                         ,FOR M-DWASD PERMITS ON R/W       ,00000000300,S,0.0,00000000,CAC032393       ,I & M CORPORATION                                           ,{C8E0DB96-068F-42F4-BFEA-B2B4892AB81B},POINT (-80.19160418299998 25.763168258000064),0,Greater Downtown Miami,
170939,2022064732.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2022147648,0141370720120,0141370720120,N,FIRE,0032,FIRE SPRINKLERS                                             ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-07-11 00:00:00+00:00,20221017,00000000,00000000,00000000,C,F,1421,22,0013,ALTERATION INTERIOR,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2022063182.0,20221017,77585400011996  ,PILLIPS FIRE SPRINKLERS INC                                 ,{8A6D40C1-CC9B-47F4-9847-0000F25F9DC7},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
171128,2020038228.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2019186059,0141370230020,0141370230020,N,BLDG,0001,GENERAL (COUNTY)                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-03-18 00:00:00+00:00,20210211,00000000,20210211,20210211,C,F,1822,03,0047,RENOVATE PUB BATHRO,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000300000,P,0.0,20210211,CGC1514807      ,A-B REMODELING INC                                          ,{5DC78E73-6CAD-46A5-A383-D4B232CBA56C},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
172572,1993152360.0,244 BISCAYNE BLVD            ,244 BISCAYNE BLVD,    ,K1993187313,0101100001020,0101100001020,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,1993-03-04 00:00:00+00:00,19930318,00000000,00000000,00000000,C,E,0621,16,0021,                   ,MIAMI NORTH PB B-41              ,LOTS 1 THRU 4 & E1/2 OF LOT 5    ,00000001625,P,0.0,00000000,000002230       ,HEARNE ELECTRIC INC                                         ,{9E1BCE67-9431-43CF-A787-513AA54F9CB3},POINT (-80.18910754699994 25.776758372000074),0,Greater Downtown Miami,
