,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price,ppsqft
1911,Grymes Hill,Staten Island,25/Q4,Single-Family Home,Residential,"$4,520,000",,,2,,"$4,520,000",,,
1912,Hamilton Beach,Queens,25/Q1,Multi-Family Dwelling,Residential,"$1,568,792",,,2,,"$1,568,792",,,
1913,Hamilton Beach,Queens,25/Q1,Single-Family Home,Residential,"$1,181,531",,,2,,"$1,181,531",,,
1914,Hamilton Beach,Queens,26/Q1,Multi-Family Dwelling,Residential,"$960,000",,,1,,"$960,000",,,
1915,Hamilton Beach,Queens,26/Q1,Single-Family Home,Residential,"$701,620",,,2,,"$701,620",,,
1916,Hamilton Beach,Queens,25/Q2,Single-Family Home,Residential,"$824,550",,,2,,"$824,550",,,
1917,Hamilton Beach,Queens,25/Q3,Multi-Family Dwelling,Residential,"$1,145,531",,,1,,"$1,145,531",,,
1918,Hamilton Beach,Queens,25/Q3,Single-Family Home,Residential,"$435,000",,,1,,"$435,000",,,
1919,Hamilton Beach,Queens,24/Q4,Single-Family Home,Residential,"$874,000",,,2,,"$874,000",,,
1920,Hamilton Beach,Queens,25/Q4,Multi-Family Dwelling,Residential,"$1,449,000",,,2,,"$1,449,000",,,
1921,Hamilton Beach,Queens,25/Q4,Single-Family Home,Residential,"$820,000",,,2,,"$820,000",,,
1922,Hamilton Heights,Manhattan,25/Q1,Co-op,Residential,"$5,226,500","$449,000","$475,136",11,2803.8333333333335,"$5,226,500","$475,136","$449,000",
1923,Hamilton Heights,Manhattan,25/Q1,Condo,Residential,"$8,982,078","$745,000","$816,553",11,2803.8333333333335,"$8,982,078","$816,553","$745,000",
1924,Hamilton Heights,Manhattan,25/Q1,Multi-Family Dwelling,Residential,"$10,874,995","$2,499,995","$2,174,999",5,2803.8333333333335,"$10,874,995","$2,174,999","$2,499,995",
1925,Hamilton Heights,Manhattan,26/Q1,Co-op,Residential,"$4,131,586","$334,424","$413,159",10,2965.0,"$4,131,586","$413,159","$334,424",
1926,Hamilton Heights,Manhattan,26/Q1,Condo,Residential,"$5,722,978","$1,025,979","$953,830",6,2965.0,"$5,722,978","$953,830","$1,025,979",
1927,Hamilton Heights,Manhattan,26/Q1,Multi-Family Dwelling,Residential,"$4,399,999",,,2,,"$4,399,999",,,
1928,Hamilton Heights,Manhattan,26/Q1,Single-Family Home,Residential,"$975,000",,,1,,"$975,000",,,
1929,Hamilton Heights,Manhattan,25/Q2,Co-op,Residential,"$2,530,800","$342,900","$361,543",7,2982.5,"$2,530,800","$361,543","$342,900",
1930,Hamilton Heights,Manhattan,25/Q2,Condo,Residential,"$2,330,000",,,4,,"$2,330,000",,,
1931,Hamilton Heights,Manhattan,25/Q2,Multi-Family Dwelling,Residential,"$7,690,000",,,4,,"$7,690,000",,,
1932,Hamilton Heights,Manhattan,25/Q2,Single-Family Home,Residential,"$2,825,000",,,1,,"$2,825,000",,,
1933,Hamilton Heights,Manhattan,24/Q3,Co-op,Residential,"$655,000",,,1,,"$655,000",,,
1934,Hamilton Heights,Manhattan,25/Q3,Co-op,Residential,"$2,440,000","$475,000","$488,000",5,3216.6666666666665,"$2,440,000","$488,000","$475,000",
1935,Hamilton Heights,Manhattan,25/Q3,Condo,Residential,"$4,519,000","$567,500","$645,571",7,3216.6666666666665,"$4,519,000","$645,571","$567,500",
1936,Hamilton Heights,Manhattan,25/Q3,Multi-Family Dwelling,Residential,"$4,450,000",,,2,,"$4,450,000",,,
1937,Hamilton Heights,Manhattan,25/Q3,Single-Family Home,Residential,"$3,900,000",,,2,,"$3,900,000",,,
1938,Hamilton Heights,Manhattan,24/Q4,Co-op,Residential,"$720,000",,,2,,"$720,000",,,
1939,Hamilton Heights,Manhattan,24/Q4,Condo,Residential,"$1,839,000",,,1,,"$1,839,000",,,
1940,Hamilton Heights,Manhattan,24/Q4,Single-Family Home,Residential,"$2,500,000",,,1,,"$2,500,000",,,
1941,Hamilton Heights,Manhattan,25/Q4,Co-op,Residential,"$3,725,000","$365,000","$413,889",9,3023.3333333333335,"$3,725,000","$413,889","$365,000",
1942,Hamilton Heights,Manhattan,25/Q4,Condo,Residential,"$5,299,166","$962,500","$883,194",6,3023.3333333333335,"$5,299,166","$883,194","$962,500",
1943,Hamilton Heights,Manhattan,25/Q4,Multi-Family Dwelling,Residential,"$10,688,650","$2,138,750","$2,137,730",5,3023.3333333333335,"$10,688,650","$2,137,730","$2,138,750",
1944,Hamilton Heights,Manhattan,25/Q4,Single-Family Home,Residential,"$2,500,000",,,1,,"$2,500,000",,,
1945,Hammels,Queens,25/Q1,Condo,Residential,"$2,162,000","$335,000","$360,333",6,,"$2,162,000","$360,333","$335,000",
1946,Hammels,Queens,25/Q1,Multi-Family Dwelling,Residential,"$1,716,052",,,3,,"$1,716,052",,,
1947,Hammels,Queens,25/Q1,Single-Family Home,Residential,"$2,039,000",,,4,,"$2,039,000",,,
1948,Hammels,Queens,26/Q1,Condo,Residential,"$2,225,000",,,4,,"$2,225,000",,,
1949,Hammels,Queens,26/Q1,Multi-Family Dwelling,Residential,"$5,942,882","$860,000","$848,983",7,,"$5,942,882","$848,983","$860,000",
1950,Hammels,Queens,26/Q1,Single-Family Home,Residential,"$815,000",,,1,,"$815,000",,,
1951,Hammels,Queens,25/Q2,Condo,Residential,"$370,000",,,1,,"$370,000",,,
1952,Hammels,Queens,25/Q2,Multi-Family Dwelling,Residential,"$2,290,000",,,3,,"$2,290,000",,,
1953,Hammels,Queens,25/Q2,Single-Family Home,Residential,"$512,500",,,1,,"$512,500",,,
1954,Hammels,Queens,25/Q3,Condo,Residential,"$2,756,500","$405,000","$459,417",6,,"$2,756,500","$459,417","$405,000",
1955,Hammels,Queens,25/Q3,Multi-Family Dwelling,Residential,"$936,500",,,1,,"$936,500",,,
1956,Hammels,Queens,25/Q3,Single-Family Home,Residential,"$1,284,000",,,2,,"$1,284,000",,,
1957,Hammels,Queens,24/Q4,Condo,Residential,"$705,000",,,2,,"$705,000",,,
1958,Hammels,Queens,24/Q4,Multi-Family Dwelling,Residential,"$885,000",,,1,,"$885,000",,,
1959,Hammels,Queens,25/Q4,Condo,Residential,"$1,025,500",,,3,,"$1,025,500",,,
1960,Hammels,Queens,25/Q4,Multi-Family Dwelling,Residential,"$2,746,333",,,4,,"$2,746,333",,,
1961,Hammels,Queens,25/Q4,Single-Family Home,Residential,"$2,285,000",,,3,,"$2,285,000",,,
1962,Hell's Kitchen,Manhattan,25/Q1,Co-op,Residential,"$7,115,600","$585,000","$646,873",11,,"$7,115,600","$646,873","$585,000",
1963,Hell's Kitchen,Manhattan,25/Q1,Condo,Residential,"$25,040,116","$1,262,500","$1,391,118",18,,"$25,040,116","$1,391,118","$1,262,500",
1964,Hell's Kitchen,Manhattan,26/Q1,Co-op,Residential,"$6,388,072","$550,000","$580,734",11,,"$6,388,072","$580,734","$550,000",
1965,Hell's Kitchen,Manhattan,26/Q1,Condo,Residential,"$37,060,303","$1,245,000","$1,372,604",27,,"$37,060,303","$1,372,604","$1,245,000",
1966,Hell's Kitchen,Manhattan,25/Q2,Co-op,Residential,"$8,206,282","$549,366","$586,163",14,,"$8,206,282","$586,163","$549,366",
1967,Hell's Kitchen,Manhattan,25/Q2,Condo,Residential,"$60,682,645","$1,182,500","$1,319,188",46,,"$60,682,645","$1,319,188","$1,182,500",
1968,Hell's Kitchen,Manhattan,24/Q3,Co-op,Residential,"$600,000",,,1,,"$600,000",,,
1969,Hell's Kitchen,Manhattan,24/Q3,Condo,Residential,"$870,000",,,1,,"$870,000",,,
1970,Hell's Kitchen,Manhattan,25/Q3,Co-op,Residential,"$8,992,000","$425,000","$528,941",17,,"$8,992,000","$528,941","$425,000",
1971,Hell's Kitchen,Manhattan,25/Q3,Condo,Residential,"$46,970,483","$950,000","$1,118,345",42,,"$46,970,483","$1,118,345","$950,000",
1972,Hell's Kitchen,Manhattan,24/Q4,Co-op,Residential,"$1,470,000",,,2,,"$1,470,000",,,
1973,Hell's Kitchen,Manhattan,24/Q4,Condo,Residential,"$4,058,000",,,4,,"$4,058,000",,,
1974,Hell's Kitchen,Manhattan,25/Q4,Co-op,Residential,"$6,965,000","$480,000","$535,769",13,,"$6,965,000","$535,769","$480,000",
1975,Hell's Kitchen,Manhattan,25/Q4,Condo,Residential,"$49,628,703","$980,000","$1,503,900",33,,"$49,628,703","$1,503,900","$980,000",
1976,Highbridge,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$4,449,000","$879,000","$889,800",5,,"$4,449,000","$889,800","$879,000",
1977,Highbridge,Bronx,25/Q1,Single-Family Home,Residential,"$625,000",,,1,,"$625,000",,,
1978,Highbridge,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$3,872,000",,,4,,"$3,872,000",,,
1979,Highbridge,Bronx,26/Q1,Single-Family Home,Residential,"$600,000",,,1,,"$600,000",,,
1980,Highbridge,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$3,100,000",,,3,,"$3,100,000",,,
1981,Highbridge,Bronx,25/Q3,Co-op,Residential,"$310,000",,,1,,"$310,000",,,
1982,Highbridge,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$4,701,713","$733,625","$783,619",6,,"$4,701,713","$783,619","$733,625",
1983,Highbridge,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$815,000",,,1,,"$815,000",,,
1984,Highbridge,Bronx,25/Q4,Single-Family Home,Residential,"$405,600",,,1,,"$405,600",,,
1985,Hillcrest,Queens,25/Q1,Multi-Family Dwelling,Residential,"$10,419,500","$1,047,500","$1,041,950",10,,"$10,419,500","$1,041,950","$1,047,500",
1986,Hillcrest,Queens,25/Q1,Single-Family Home,Residential,"$21,192,186","$1,020,000","$963,281",22,,"$21,192,186","$963,281","$1,020,000",
1987,Hillcrest,Queens,26/Q1,Multi-Family Dwelling,Residential,"$4,798,757","$964,000","$959,751",5,,"$4,798,757","$959,751","$964,000",
1988,Hillcrest,Queens,26/Q1,Single-Family Home,Residential,"$15,307,623","$1,211,500","$1,275,635",12,,"$15,307,623","$1,275,635","$1,211,500",
1989,Hillcrest,Queens,25/Q2,Multi-Family Dwelling,Residential,"$2,600,000",,,3,,"$2,600,000",,,
1990,Hillcrest,Queens,25/Q2,Single-Family Home,Residential,"$12,115,000","$1,280,000","$1,211,500",10,,"$12,115,000","$1,211,500","$1,280,000",
1991,Hillcrest,Queens,25/Q3,Condo,Residential,"$803,000",,,2,,"$803,000",,,
1992,Hillcrest,Queens,25/Q3,Multi-Family Dwelling,Residential,"$13,792,800","$1,300,000","$1,379,280",10,,"$13,792,800","$1,379,280","$1,300,000",
1993,Hillcrest,Queens,25/Q3,Single-Family Home,Residential,"$14,371,516","$982,000","$1,197,626",12,,"$14,371,516","$1,197,626","$982,000",
1994,Hillcrest,Queens,24/Q4,Multi-Family Dwelling,Residential,"$1,150,000",,,1,,"$1,150,000",,,
1995,Hillcrest,Queens,24/Q4,Single-Family Home,Residential,"$880,000",,,1,,"$880,000",,,
1996,Hillcrest,Queens,25/Q4,Condo,Residential,"$675,000",,,1,,"$675,000",,,
1997,Hillcrest,Queens,25/Q4,Multi-Family Dwelling,Residential,"$6,819,999","$1,050,000","$1,136,667",6,,"$6,819,999","$1,136,667","$1,050,000",
1998,Hillcrest,Queens,25/Q4,Single-Family Home,Residential,"$13,682,000","$1,094,000","$1,140,167",12,,"$13,682,000","$1,140,167","$1,094,000",
1999,Hollis,Queens,25/Q1,Multi-Family Dwelling,Residential,"$6,172,999","$900,000","$881,857",7,,"$6,172,999","$881,857","$900,000",
2000,Hollis,Queens,25/Q1,Single-Family Home,Residential,"$13,974,515","$660,000","$665,453",21,,"$13,974,515","$665,453","$660,000",
2001,Hollis,Queens,26/Q1,Multi-Family Dwelling,Residential,"$4,550,000","$920,000","$910,000",5,,"$4,550,000","$910,000","$920,000",
2002,Hollis,Queens,26/Q1,Single-Family Home,Residential,"$11,450,774","$707,500","$715,673",16,,"$11,450,774","$715,673","$707,500",
2003,Hollis,Queens,25/Q2,Multi-Family Dwelling,Residential,"$7,174,958","$994,500","$896,870",8,,"$7,174,958","$896,870","$994,500",
2004,Hollis,Queens,25/Q2,Single-Family Home,Residential,"$15,535,705","$762,500","$776,785",20,,"$15,535,705","$776,785","$762,500",
2005,Hollis,Queens,25/Q3,Co-op,Residential,"$275,000",,,1,,"$275,000",,,
2006,Hollis,Queens,25/Q3,Multi-Family Dwelling,Residential,"$14,778,793","$1,040,000","$985,253",15,,"$14,778,793","$985,253","$1,040,000",
2007,Hollis,Queens,25/Q3,Single-Family Home,Residential,"$11,015,000","$770,000","$786,786",14,,"$11,015,000","$786,786","$770,000",
2008,Hollis,Queens,24/Q4,Multi-Family Dwelling,Residential,"$4,435,000","$730,000","$739,167",6,,"$4,435,000","$739,167","$730,000",
2009,Hollis,Queens,24/Q4,Single-Family Home,Residential,"$950,000",,,1,,"$950,000",,,
2010,Hollis,Queens,25/Q4,Multi-Family Dwelling,Residential,"$10,632,583","$1,031,500","$1,063,258",10,,"$10,632,583","$1,063,258","$1,031,500",
2011,Hollis,Queens,25/Q4,Single-Family Home,Residential,"$12,157,995","$715,000","$759,875",16,,"$12,157,995","$759,875","$715,000",
2012,Homecrest,Brooklyn,24/Q1,Co-op,Residential,"$380,000",,,1,,"$380,000",,,
2013,Homecrest,Brooklyn,24/Q1,Single-Family Home,Residential,"$2,791,000",,,1,,"$2,791,000",,,
2014,Homecrest,Brooklyn,25/Q1,Co-op,Residential,"$2,550,992","$287,500","$318,874",8,,"$2,550,992","$318,874","$287,500",
2015,Homecrest,Brooklyn,25/Q1,Condo,Residential,"$6,795,700","$470,000","$522,746",13,,"$6,795,700","$522,746","$470,000",
2016,Homecrest,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$25,508,723","$1,178,000","$1,109,075",23,,"$25,508,723","$1,109,075","$1,178,000",
2017,Homecrest,Brooklyn,25/Q1,Single-Family Home,Residential,"$19,303,500","$990,000","$1,286,900",15,,"$19,303,500","$1,286,900","$990,000",
2018,Homecrest,Brooklyn,26/Q1,Co-op,Residential,"$2,569,846","$333,821","$367,121",7,,"$2,569,846","$367,121","$333,821",
2019,Homecrest,Brooklyn,26/Q1,Condo,Residential,"$4,528,000","$577,500","$566,000",8,,"$4,528,000","$566,000","$577,500",
2020,Homecrest,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$16,341,000","$930,000","$1,089,400",15,,"$16,341,000","$1,089,400","$930,000",
2021,Homecrest,Brooklyn,26/Q1,Single-Family Home,Residential,"$18,466,000","$805,000","$971,895",19,,"$18,466,000","$971,895","$805,000",
2022,Homecrest,Brooklyn,23/Q2,Co-op,Residential,"$385,320",,,1,,"$385,320",,,
2023,Homecrest,Brooklyn,25/Q2,Co-op,Residential,"$1,820,000","$360,000","$364,000",5,,"$1,820,000","$364,000","$360,000",
2024,Homecrest,Brooklyn,25/Q2,Condo,Residential,"$3,529,500","$607,500","$588,250",6,,"$3,529,500","$588,250","$607,500",
2025,Homecrest,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$32,372,409","$1,170,000","$1,294,896",25,,"$32,372,409","$1,294,896","$1,170,000",
2026,Homecrest,Brooklyn,25/Q2,Single-Family Home,Residential,"$19,057,500","$887,500","$952,875",20,,"$19,057,500","$952,875","$887,500",
2027,Homecrest,Brooklyn,25/Q3,Co-op,Residential,"$3,302,000","$327,500","$330,200",10,,"$3,302,000","$330,200","$327,500",
2028,Homecrest,Brooklyn,25/Q3,Condo,Residential,"$4,866,885","$515,000","$540,765",9,,"$4,866,885","$540,765","$515,000",
2029,Homecrest,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$22,926,031","$999,999","$1,091,716",21,,"$22,926,031","$1,091,716","$999,999",
2030,Homecrest,Brooklyn,25/Q3,Single-Family Home,Residential,"$14,663,500","$942,500","$977,567",15,,"$14,663,500","$977,567","$942,500",
2031,Homecrest,Brooklyn,24/Q4,Co-op,Residential,"$604,000",,,2,,"$604,000",,,
2032,Homecrest,Brooklyn,24/Q4,Multi-Family Dwelling,Residential,"$4,168,750","$782,250","$833,750",5,,"$4,168,750","$833,750","$782,250",
2033,Homecrest,Brooklyn,24/Q4,Single-Family Home,Residential,"$3,619,463",,,4,,"$3,619,463",,,
2034,Homecrest,Brooklyn,25/Q4,Co-op,Residential,"$4,345,000","$325,000","$334,231",13,,"$4,345,000","$334,231","$325,000",
2035,Homecrest,Brooklyn,25/Q4,Condo,Residential,"$6,430,640","$465,100","$535,887",12,,"$6,430,640","$535,887","$465,100",
2036,Homecrest,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$29,129,317","$980,000","$1,213,722",24,,"$29,129,317","$1,213,722","$980,000",
2037,Homecrest,Brooklyn,25/Q4,Single-Family Home,Residential,"$19,622,999","$947,500","$981,150",20,,"$19,622,999","$981,150","$947,500",
2038,Hudson Heights,Manhattan,25/Q1,Co-op,Residential,"$14,825,000","$572,500","$617,708",24,,"$14,825,000","$617,708","$572,500",
2039,Hudson Heights,Manhattan,25/Q1,Condo,Residential,"$705,000",,,1,,"$705,000",,,
2040,Hudson Heights,Manhattan,26/Q1,Co-op,Residential,"$17,777,000","$510,000","$613,000",29,,"$17,777,000","$613,000","$510,000",
2041,Hudson Heights,Manhattan,26/Q1,Condo,Residential,"$5,259,500","$768,000","$751,357",7,,"$5,259,500","$751,357","$768,000",
2042,Hudson Heights,Manhattan,25/Q2,Co-op,Residential,"$18,146,560","$522,500","$567,080",32,,"$18,146,560","$567,080","$522,500",
2043,Hudson Heights,Manhattan,25/Q2,Condo,Residential,"$2,624,375",,,4,,"$2,624,375",,,
2044,Hudson Heights,Manhattan,25/Q3,Co-op,Residential,"$19,408,282","$542,500","$606,509",32,,"$19,408,282","$606,509","$542,500",
2045,Hudson Heights,Manhattan,24/Q4,Co-op,Residential,"$1,915,000",,,3,,"$1,915,000",,,
2046,Hudson Heights,Manhattan,25/Q4,Co-op,Residential,"$20,485,702","$497,500","$512,143",40,,"$20,485,702","$512,143","$497,500",
2047,Hudson Heights,Manhattan,25/Q4,Condo,Residential,"$2,941,500","$437,000","$490,250",6,,"$2,941,500","$490,250","$437,000",
2048,Hudson Square,Manhattan,25/Q1,Co-op,Residential,"$1,270,000",,,1,,"$1,270,000",,,
2049,Hudson Square,Manhattan,25/Q1,Condo,Residential,"$36,450,990","$2,599,990","$3,313,726",11,,"$36,450,990","$3,313,726","$2,599,990",
2050,Hudson Square,Manhattan,25/Q1,Multi-Family Dwelling,Residential,"$3,165,000",,,1,,"$3,165,000",,,
2051,Hudson Square,Manhattan,26/Q1,Co-op,Residential,"$18,130,000","$2,150,000","$2,590,000",7,,"$18,130,000","$2,590,000","$2,150,000",
2052,Hudson Square,Manhattan,26/Q1,Condo,Residential,"$26,490,000","$2,995,000","$3,784,286",7,,"$26,490,000","$3,784,286","$2,995,000",
2053,Hudson Square,Manhattan,25/Q2,Co-op,Residential,"$9,785,220","$1,450,000","$1,630,870",6,,"$9,785,220","$1,630,870","$1,450,000",
2054,Hudson Square,Manhattan,25/Q2,Condo,Residential,"$38,807,000","$3,372,500","$3,233,917",12,,"$38,807,000","$3,233,917","$3,372,500",
2055,Hudson Square,Manhattan,25/Q3,Co-op,Residential,"$10,460,500","$1,685,000","$2,092,100",5,,"$10,460,500","$2,092,100","$1,685,000",
2056,Hudson Square,Manhattan,25/Q3,Condo,Residential,"$65,082,999","$2,800,000","$3,615,722",18,,"$65,082,999","$3,615,722","$2,800,000",
2057,Hudson Square,Manhattan,25/Q3,Multi-Family Dwelling,Residential,"$5,700,000",,,1,,"$5,700,000",,,
2058,Hudson Square,Manhattan,24/Q4,Co-op,Residential,"$5,600,000",,,3,,"$5,600,000",,,
2059,Hudson Square,Manhattan,24/Q4,Condo,Residential,"$933,374",,,2,,"$933,374",,,
2060,Hudson Square,Manhattan,25/Q4,Co-op,Residential,"$13,255,000","$1,895,000","$1,893,571",7,,"$13,255,000","$1,893,571","$1,895,000",
2061,Hudson Square,Manhattan,25/Q4,Condo,Residential,"$59,339,999","$3,350,000","$3,490,588",17,,"$59,339,999","$3,490,588","$3,350,000",
2062,Hudson Yards,Manhattan,25/Q1,Co-op,Residential,"$1,005,000",,,2,,"$1,005,000",,,
2063,Hudson Yards,Manhattan,25/Q1,Condo,Residential,"$93,908,360","$5,354,750","$7,223,720",13,,"$93,908,360","$7,223,720","$5,354,750",
2064,Hudson Yards,Manhattan,26/Q1,Co-op,Residential,"$8,770,000",,,4,,"$8,770,000",,,
2065,Hudson Yards,Manhattan,26/Q1,Condo,Residential,"$43,036,142","$2,250,456","$2,689,759",16,,"$43,036,142","$2,689,759","$2,250,456",
2066,Hudson Yards,Manhattan,25/Q2,Co-op,Residential,"$3,790,000","$725,000","$758,000",5,,"$3,790,000","$758,000","$725,000",
2067,Hudson Yards,Manhattan,25/Q2,Condo,Residential,"$69,665,250","$4,627,625","$6,966,525",10,,"$69,665,250","$6,966,525","$4,627,625",
2068,Hudson Yards,Manhattan,25/Q3,Co-op,Residential,"$7,555,000","$1,025,000","$1,511,000",5,,"$7,555,000","$1,511,000","$1,025,000",
2069,Hudson Yards,Manhattan,25/Q3,Condo,Residential,"$64,367,404","$4,998,750","$4,951,339",13,,"$64,367,404","$4,951,339","$4,998,750",
2070,Hudson Yards,Manhattan,24/Q4,Condo,Residential,"$29,247,000","$5,496,875","$4,874,500",6,,"$29,247,000","$4,874,500","$5,496,875",
2071,Hudson Yards,Manhattan,25/Q4,Co-op,Residential,"$2,577,750","$445,000","$515,550",5,,"$2,577,750","$515,550","$445,000",
2072,Hudson Yards,Manhattan,25/Q4,Condo,Residential,"$95,173,000","$5,954,250","$6,344,867",15,,"$95,173,000","$6,344,867","$5,954,250",
2073,Huguenot,Staten Island,25/Q1,Condo,Residential,"$2,099,900",,,4,,"$2,099,900",,,
2074,Huguenot,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$19,634,246","$829,500","$981,712",20,,"$19,634,246","$981,712","$829,500",
2075,Huguenot,Staten Island,25/Q1,Single-Family Home,Residential,"$3,255,500","$690,000","$651,100",5,,"$3,255,500","$651,100","$690,000",
2076,Huguenot,Staten Island,26/Q1,Condo,Residential,"$2,430,000",,,4,,"$2,430,000",,,
2077,Huguenot,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$13,181,232","$873,500","$941,517",14,,"$13,181,232","$941,517","$873,500",
2078,Huguenot,Staten Island,26/Q1,Single-Family Home,Residential,"$4,667,000","$630,000","$666,714",7,,"$4,667,000","$666,714","$630,000",
2079,Huguenot,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$17,739,645","$800,000","$844,745",21,,"$17,739,645","$844,745","$800,000",
2080,Huguenot,Staten Island,25/Q2,Single-Family Home,Residential,"$6,200,400","$592,500","$620,040",10,,"$6,200,400","$620,040","$592,500",
2081,Huguenot,Staten Island,23/Q3,Multi-Family Dwelling,Residential,"$555,000",,,1,,"$555,000",,,
2082,Huguenot,Staten Island,24/Q3,Single-Family Home,Residential,"$1,300,000",,,1,,"$1,300,000",,,
2083,Huguenot,Staten Island,25/Q3,Condo,Residential,"$2,480,000",,,4,,"$2,480,000",,,
2084,Huguenot,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$17,481,579","$725,000","$794,617",22,,"$17,481,579","$794,617","$725,000",
2085,Huguenot,Staten Island,25/Q3,Single-Family Home,Residential,"$8,813,000","$635,000","$677,923",13,,"$8,813,000","$677,923","$635,000",
2086,Huguenot,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$6,784,000","$735,000","$969,143",7,,"$6,784,000","$969,143","$735,000",
2087,Huguenot,Staten Island,25/Q4,Condo,Residential,"$1,335,000",,,2,,"$1,335,000",,,
2088,Huguenot,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$36,389,259","$813,000","$933,058",39,,"$36,389,259","$933,058","$813,000",
2089,Huguenot,Staten Island,25/Q4,Single-Family Home,Residential,"$5,681,180","$672,500","$710,147",8,,"$5,681,180","$710,147","$672,500",
2090,Hunters Point,Queens,25/Q1,Co-op,Residential,"$3,374,000","$670,000","$674,800",5,,"$3,374,000","$674,800","$670,000",
2091,Hunters Point,Queens,25/Q1,Condo,Residential,"$58,781,247","$1,014,152","$1,224,609",48,,"$58,781,247","$1,224,609","$1,014,152",
2092,Hunters Point,Queens,25/Q1,Multi-Family Dwelling,Residential,"$4,765,000",,,2,,"$4,765,000",,,
2093,Hunters Point,Queens,25/Q1,Single-Family Home,Residential,"$279,056",,,1,,"$279,056",,,
2094,Hunters Point,Queens,26/Q1,Co-op,Residential,"$2,559,000",,,3,,"$2,559,000",,,
2095,Hunters Point,Queens,26/Q1,Condo,Residential,"$68,555,363","$1,365,000","$1,344,223",51,,"$68,555,363","$1,344,223","$1,365,000",
2096,Hunters Point,Queens,25/Q2,Co-op,Residential,"$2,350,000",,,3,,"$2,350,000",,,
2097,Hunters Point,Queens,25/Q2,Condo,Residential,"$72,306,162","$929,286","$1,112,402",65,,"$72,306,162","$1,112,402","$929,286",
2098,Hunters Point,Queens,25/Q2,Multi-Family Dwelling,Residential,"$4,148,000",,,2,,"$4,148,000",,,
2099,Hunters Point,Queens,25/Q3,Co-op,Residential,"$3,695,000","$730,000","$739,000",5,,"$3,695,000","$739,000","$730,000",
2100,Hunters Point,Queens,25/Q3,Condo,Residential,"$68,910,326","$1,245,000","$1,325,199",52,,"$68,910,326","$1,325,199","$1,245,000",
2101,Hunters Point,Queens,25/Q3,Multi-Family Dwelling,Residential,"$3,000,000",,,2,,"$3,000,000",,,
2102,Hunters Point,Queens,25/Q3,Single-Family Home,Residential,"$6,005,000","$630,000","$1,000,833",6,,"$6,005,000","$1,000,833","$630,000",
2103,Hunters Point,Queens,23/Q4,Co-op,Residential,"$690,000",,,1,,"$690,000",,,
2104,Hunters Point,Queens,24/Q4,Co-op,Residential,"$465,000",,,1,,"$465,000",,,
2105,Hunters Point,Queens,24/Q4,Condo,Residential,"$17,715,401","$1,050,000","$1,610,491",11,,"$17,715,401","$1,610,491","$1,050,000",
2106,Hunters Point,Queens,24/Q4,Multi-Family Dwelling,Residential,"$3,500,000",,,1,,"$3,500,000",,,
2107,Hunters Point,Queens,25/Q4,Co-op,Residential,"$3,430,000","$670,000","$686,000",5,,"$3,430,000","$686,000","$670,000",
2108,Hunters Point,Queens,25/Q4,Condo,Residential,"$76,795,398","$1,147,500","$1,279,923",60,,"$76,795,398","$1,279,923","$1,147,500",
2109,Hunters Point,Queens,25/Q4,Multi-Family Dwelling,Residential,"$8,240,070",,,4,,"$8,240,070",,,
2110,Hunts Point,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$2,472,000",,,3,,"$2,472,000",,,
2111,Hunts Point,Bronx,25/Q1,Single-Family Home,Residential,"$425,000",,,1,,"$425,000",,,
2112,Hunts Point,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$1,768,285",,,3,,"$1,768,285",,,
2113,Hunts Point,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$5,951,855","$831,855","$850,265",7,,"$5,951,855","$850,265","$831,855",
2114,Hunts Point,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$2,600,000",,,3,,"$2,600,000",,,
2115,Hunts Point,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$1,612,500",,,2,,"$1,612,500",,,
2116,Inwood,Manhattan,25/Q1,Co-op,Residential,"$6,049,500","$535,000","$549,955",11,2430.0,"$6,049,500","$549,955","$535,000",
2117,Inwood,Manhattan,25/Q1,Condo,Residential,"$390,000",,,1,,"$390,000",,,
