CompanyName,TotalCost
EASY COOLING USA LLC,81095.0
Biscayne Awning & Shade Co. Inc.,81000.0
INSPIRAMAR CONSTRUCTION,81000.0
Around the Clock Gas Service Corp,81000.0
JOHNSON & JOHNSON CONSTRUCTION COMPANY CORP ,81000.0
GILVAN DEVELOPMENT & INVESTMENT CORP. ,80800.0
HALLMARK CONSTRUCTION ENTERPRISES LLC,80588.0
Outlook International Electric,80420.2
PALMETTO BAY ELECTRICAL SERVICES INC. ,80000.0
OCEAN BUILDERS 18 LLC,80000.0
REFRIAIR SERVICE CORPORATION,80000.0
DR CONSTRUCTION AND ROOFING INC,80000.0
PaulsonCheek Mechanical ,80000.0
DZP Group Inc.,80000.0
J&R Contracting Services LLC,80000.0
Feeley Remodeling and Construction,80000.0
AIR EXTRAORDINAIRE INC,80000.0
CASA Q Inc.,80000.0
PARADISE PLUMBING & AIR CONDITIONING,80000.0
RRCM LLC,80000.0
SKYHANGER II CORPORATION,80000.0
HG CONSTRUCTION DEVELOPMENT AND INVESTMENT INC,80000.0
Square One Construction and Development LLC,79925.0
APRIL CONSTRUCTION  CORP,79840.0
JB CONTRACTING SERVICES LLC,79650.0
A D R DEVELOPMENT CORP,79500.0
FRANTECH  INC.,79410.0
FORTUNE DESIGN & CONSTRUCTION CORP,79100.0
AMOR POOLS LLC,79000.0
Groplus Construction Inc.,79000.0
dba REBATH OF SOUTH FLORIDA,78768.0
AAB ELECTRIC AND CONSTRUCTION LLC,78700.0
PRIDE FLOORING LLC,78684.0
ADVANCE WINDOWS & SHUTTERS  INC,78465.0
Jax Restoration Inc,78251.0
SOUTH BRANCH CONSTRUCTION SERVICES  INC.,78108.0
D & R CONTRACTING CORP,78000.0
A Green Contractors Corp,78000.0
Premier Electric LLC,77900.0
ANTOLA SERVICES CORP,77877.0
DELCON SOLUTIONS ELECTRICAL CONTRACTORS INC ,77700.0
NEL & SONS INC,77700.0
CLN GROUP  LLC ,77500.0
LIFESTYLE CONSTRUCTION GROUP LLC,77500.0
SERGES HOME INSPECTION INC.,77485.0
UCMIAMI  INC ,77473.0
AR AMERICAN ROOFING,77400.0
SECURE TECHNOLOGIES INTEGRATORS INC.,77400.0
SPEED CONSTRUCTION SERVICES INC,77400.0
BERNABE ELECTRICAL CORP,77390.4
ECL Builders Inc,77335.0
Arce Construction LLC,77300.0
BRICK PAVER GROUP INC.,77298.0
Coastal Unique,77289.0
S.M.Y  ELECTRICAL CONTRACTOR LLC,77140.0
50 State Technology  Inc,77100.0
WAREHAM CONSTRUCTION INC,77063.0
SET UP PROJECT MANAGEMENT  LLC,77000.0
DATO ELECTRIC INC,77000.0
AAA CONCRETE RESTORATION & WATERPROOFING  LLC,76754.0
SYMMETRIK INC,76700.0
Frontier Fire Protecton Co,76600.0
Sterling Security Technologies Corp,76600.0
CONNECTIVE ELECTRIC INC.,76457.0
NON STOP AIR CONDITIONING INC ,76435.0
MARDECK ELECTRIC INC,76411.0
CARIBBEAN CONSTRUCTION AND DEVELOPMENT CORPORATION,76166.5
BARAKAH ENTERPRISES & SERVICES LLC,76150.0
ALPHA FENCING CONTRACTORS INC,76130.0
EUROPE DESIGN INC. ,76100.0
Master Cooling Contractor LLC,76000.0
AAA Waterproofing & Caulking INC,76000.0
ARROYO POOLS LLC,75900.0
PANAMERICAN ENGINEERING CONTRACTORS  CORP,75850.0
DAVID VIGILANTE ASSOCIATES INC.,75748.0
BONDED LIGHTNING PROTECTION SYSTEMS  INC.,75700.0
Persons Services Corp ,75686.0
BERGER WINDOWS AND DOORS INC,75651.0
A Young Plumbing Corp,75500.0
HERNANDEZ CONSTRUCTION & REMODELING INC,75500.0
QWP DOORS PROTECTION INC,75392.0
FERROM5 General Contractors  INC.,75300.0
GNM HOUGH INC. ,75270.0
United Site Services of Florida  LLC,75249.0
US BUILDERS  LP,75000.0
FMC PERFORMANCE GLASS  LLC ,75000.0
Thomas Roger Incorporated,75000.0
Rumbo Draining & Paving Inc.,75000.0
NORTHERN CONSTRUCTION CORPORATION,75000.0
NOYAR & KENNETH CONSTRUCTION  CORP.,75000.0
NOW DRY OUT GROUP LLC,75000.0
JJ CAULKING & WATERPROOFING CORP ,75000.0
AIM CONTRACTING LLC,75000.0
CHELLY INC,75000.0
GENESIS DEVELOPMENT GROUP LLC,74850.0
HK Contractor Consulting Inc,74801.0
Delphi One Sytems Corp,74600.0
PALLADIUM CONSTRUCTION LLC,74500.0
ACTL GROUP  LLC,74450.0
STORM IMPACT MASTERS INC,74385.0
PEREZ ORR CONSTRUCTION AND ASSOCIATES INC,74025.0
DUBAR ELECTRIC  INC,73910.0
American Construction Services,73872.0
 BICON  INC/ DBA  IN AND OUT PORTABLES LLC,73800.0
J & G Carpentry Inc.,73761.0
AAV GContractors Inc,73750.0
A1 BUILDERS CONTRACTOR INC.,73700.0
MIRAN CONSTRUCTION  LLC,73636.0
TG CONSTRUCTION GROUP INC,73600.0
MARBLE MASTER FLOOR,73575.0
AMPLUS AIR CONDITIONING CONTRACTOR  INC. ,73500.0
SOLO AIR COND & HTG CO INC,73500.0
BRM CONSTRUCTION INC,73400.0
MGA FLORIDA CONSTRUCTION INC,73300.0
EXCELL TILE CORPORATION,73100.0
ZONE ELETRICAL CORP,73075.0
HOME ENTERTAINMENT DESIGN SOUTH   INC,73000.0
CASA TUA CONSTRUCTION GROUP LLC,73000.0
KINGWIRE ELECTRIC INC,73000.0
STAR POOL BUILDERS INC. ,73000.0
TOSCA SURFACES LLC,72875.0
JAVIER SPRINKLERS INC,72865.0
NATIONWIDE COMMUNICATION SERVICES LLC,72735.0
LYON CONSULTING LLC,72510.0
ENGINEERED COMFORT SOLUTIONS INC.,72500.0
L.G. FLORIDA GENERAL CONTRACTORS INC.,72450.0
General Impact Glass & Windows Corp,72359.0
Llizan Inc,72225.0
FRANK DELCARLO CONSTRUCTION CO INC,72188.0
APOLLO CONSTRUCTION INCORPORATED,72133.0
BALLAGAS CONSTRUCTION LLC,72100.0
BUILDERS OF AMERICA GROUP L.L.C. ,71750.0
UCCS LLC DBA  Florida Design & Construction Services,71716.0
EXAKT US LLC,71576.0
CABRERA AIR CONDITIONING INC,71500.0
Quality Service Contractors Inc,71500.0
SMART INNOVATIONS LLC ,71411.0
4DSIGN  LLC,71377.0
MILESTONE FIRE PROTECTION  LLC,71235.0
ZOOM PLUMBING INC,71200.0
JF MARTINEZ LLC,71140.0
GO HARD PLUMBING,71000.0
BELLTECH ELECTRIC  INC. ,71000.0
Downrite Pool & Spa Inc,70999.0
RICK DEVELOPER INC,70974.0
DUNNWRIGHT SERVICES  INC,70900.0
MA METAL FABRICATORS INC ,70800.0
SERVICONST CORP,70785.0
CLEMVAL ENTERPRISES INC,70750.0
Brighton Air Conditioning Inc.,70750.0
H18 Construction LLC,70506.0
Structura LLC,70500.0
Sunshine Electric professional Inc,70500.0
COMRES  INC. ,70346.0
DG BUILDING CO,70314.0
DK CONSTRUCTION SERVICE LLC,70301.0
ALBERTS AIRCONDITIONING CORP.,70300.0
COASTAL PLUMBING OF SOUTH BEACH  INC,70173.0
DELCON ELECTRIC INC,70100.0
Paul Electrical Contractor Corp.,70000.0
TEM SYSTEMS INC,70000.0
E R CONSTRUCTION INC,70000.0
INTERNATIONAL PLUMBING INC,70000.0
GPE Engineering & General Contractor Corp.,70000.0
SPAZZIO DESIGN CORP,70000.0
ZANKEY DEVELOPMENT CORP,70000.0
CES BUILDER,70000.0
THE ROADS 23 CORP,70000.0
Alvarez Building Group LLC,70000.0
Lugo Prime Services  Inc,70000.0
JAR Construction,70000.0
HITECH PLUMBING GROUP  CORP,70000.0
D & L CABLING  INC,70000.0
AA FIRE EQUIPMENT CO. INC,70000.0
SUNSHINE CONTRACTORS INC,70000.0
NAST ROOFING COMPANY,70000.0
Adonai Roofing Inc.,69970.0
TECTUM DEVELOP  LLC,69650.0
G & M General Service of USA INC.,69650.0
BLUE PROPERTIES SERVICES  LLC,69648.0
WEBB PROPERTIES & IMPROVEMENTS  INC,69500.0
AD Electrical Services Inc.,69480.0
D.A.W. Electric Inc,69470.0
CYBAL INC DBA THE COMPANY REAL ESTATE,69300.0
Raven Electric,69020.0
A & W BUILDERS & MANAGEMENT  CORP. ,69000.0
Harpers Air Inc,69000.0
Leon Duct Work INC,69000.0
ARMANDO GONZALEZ REMODELING INC,69000.0
BOSCH CONSTRUCTION LLC,69000.0
ANTHONY BOBCAT SERVICE INC DBA MY FENCE,69000.0
Florida E  Z Remodeling   Inc.,68863.0
Continental Group Inc,68842.0
LATERAL CONSTRUCTION INC,68800.0
New Pipe Plumbing Inc,68500.0
ONE DOT SYSTEMS  INC. ,68500.0
TERREF CONSTRUCTION CORP ,68350.0
TOP CHOICE RENOVATION CORP,68310.0
White Lion Builders Inc,68185.0
NAVCO/ NORTH AMERICAN VIDEO CORP.,68088.0
SOZA ROOFING  CORP,68000.0
A&F American Construction LLC,68000.0
SIGNALITE INC,68000.0
AIG Construction Services  Inc,67811.0
SHUTTERS DEPOT LLC.,67616.0
DEDCO CONSTRUCTION INC,67517.0
A & O PLUMBING,67516.0
SAME DAY CONSTRUCTION INC.,67500.0
UNIVERSAL HVAC CORP ,67500.0
Jo Jochy Air Conditioning Contractors Inc.,67500.0
Deco Concrete Inc,67425.0
Florida Fire & Electrical Protection Inc.,67315.0
DMR BUILDERS INC,67314.0
AIR AT YOUR DOOR  INC. ,67200.0
ZENTIX DESIGN AND BUILD LLC,67200.0
Smart Energy Inc.,67070.0
LRV One Design  Inc,67000.0
MOON AIR CONDITIONING & APPLIANCES CORP ,67000.0
OMMEC LLC,66811.0
Auvidatel Inc,66500.0
R. J. Martin Electrical,66500.0
CJ POWER INC,66485.0
MODERN CONSTRUCTION CORP. ,66441.0
MICHAEL ELECTRIC  INC. ,66400.0
STAMP CRETE INC,66300.0
CUBY CONSTRUCTION INC,66057.0
TOSCANO ENGINEERING INC/dba JOHN R TOSCANO INC,65900.0
TELESCO CONSTRUCTION COMPANY INC,65625.0
KMC Contractors LLC,65625.0
BELLA FLOORING LLC,65572.0
SOUTH POINTE CONSTRUCTION & DEVELOPMENT CO,65500.0
US Brick & Block Systems  LLC,65475.0
D B K INDUSTRIES INC,65289.0
GARY CONSTRUCTION LLC,65250.0
Duard Ornamental Iron Inc.,65186.0
THINK & BUILD CONSTRUCTION INC,65100.0
OUTDOOR MIAMI INC,65000.0
BACALLAO CONSTRUCTION & ENGINEERING DEVELOPMENT LLC,65000.0
P & H ADDITIONS  INC. ,65000.0
Engineered Environments Inc.,65000.0
AMERICAN BUILDINGS CONSTRUCTION INC,65000.0
Bowhead Roofing,65000.0
ICON GROUP ENGINEERS LLC ,65000.0
DANTES CONSTRUCTION SERVICES INC.,65000.0
PERFECT DAY POOLS INC.,65000.0
HURRICANE PLUMBING CONTRACTORS LLC ,65000.0
IMPACT WINDOWS USA LLC,64957.0
AGM TECHNICIANS CORP,64825.0
MORENO & GORRIN POWER CORP,64800.0
STEVENSONS ELECTRIC SERVICE,64600.0
PMYY LEON CORPORATION INC ,64581.0
G & R ELECTRIC CORP,64538.0
FCF Construction Company,64500.0
ARK DEVELOPMENT GROUP INC,64500.0
COOLING ENGINEERING GROUP,64500.0
RAM QUALITY GROUP CORP,64350.0
ADVANCED ROOFING INC,64000.0
CAMO CONSULTING LLC,64000.0
A3C SMART SOLUTIONS  LLC,63812.0
CAL & SON CARPET CORP,63638.0
Airmet Inc,63550.0
EXO CONSTRUCTION GROUP INC.,63501.0
GEORGES INTERIOR DESIGN INC,63500.0
COASTAL SCREEN & RAIL  LLC,63500.0
ALLISON GAS PLUMBING CORP.,63500.0
H2 CONSTRUCTION LLC,63500.0
TriCounty Windows and Doors  LLC,63306.0
H2O Pro Plumbing Corp,63100.0
FOREVER ENTERPRISE CONSTRUCTION LLC,63000.0
OM Construction Services LLC,63000.0
SWIFT ROOFING CONTRACTOR  INC.,62900.0
ATO GOLDEN CONSTRUCTION CORP,62900.0
Southern Fire Control Inc.,62888.0
IMAGES & CONCEPTS DEVELOPMENT INC,62880.0
JADA CONSTRUCTION INC,62870.0
GVC Construction Goup CORP,62775.0
SYSTEM CONSTRUCTION MANAGMENT LLC ,62545.0
SMART AIR SYSTEMS INC,62500.0
Electrical Pole Contractor Corp,62500.0
New Jupiter Construction Corp,62500.0
SUPREME PLUMBING CONTRACTORS INC,62400.0
Alpat Construction Corporation,62350.0
AAB FIRE AND ELECTRICAL CORP,62100.0
PBM WINDOOR  INC.,62025.0
OAKLAND PARK PLUMBING INC,62000.0
SOUTH AMERICAN TILE LLC,62000.0
Leroy Wilkerson Plumbing LLC,62000.0
F & A ELECTRIC CONTRACTORS LLC ,61837.0
All Construction & Develpers North Florida Inc,61803.0
TK Marble & Tile of South Florida Inc.,61655.0
ALECTRIC CORP.,61500.0
E & A CONSTRUCTION AND REMODELING  INC,61500.0
ALFA GLASS & MIRROR CORP. ,61360.0
ABACO Construction INC.,61300.0
DOC DESIGN ORIENTED CONSTRUCTION PA,61251.0
OBARR CONSTRUCTION LLC,61125.0
BY ELITE CONSTRUCTION,61000.0
AG Plumbing H20 & Gas CH4 LLC,61000.0
CITADEL CGC LLC,61000.0
COLMAR CONSTRUCTION CORP,61000.0
R H DESIGN & ASSOCIATES  INC. ,61000.0
AC ELECTRICAL  INC.,60900.0
JD ELECTRIC CONTRACTORS LLC,60800.0
EZ FLUSH PLUMBING CORP,60700.0
DIVERSIFIED ALUMINUM SHUTTERS INC ,60697.0
Original Plumbing INC,60675.0
SOLAR CONSTRUCTION LLC,60401.0
MR.HERNANDEZ ELECTRIC LLC,60400.0
KHAN BUILDERS INC,60400.0
JONATHAN ANDREW CONSTRUCTION INC.,60375.0
Alphatech Roof Corp,60100.0
MENDHEIM CONSTRUCTION LLC,60001.0
Ariel Falcon  LLC ,60000.0
QUICK SAND & FILL CORPORATION ,60000.0
Interior Production Masters  Inc,60000.0
ONAIR INC,60000.0
JEHVEH PLUMBING CORP,60000.0
Danto builders LLC,60000.0
BIG PLUMBING CORP,60000.0
Docktek Marine LLC,60000.0
REFRISTAR LLC,60000.0
CAPTAIN HARRYS HI TECH POOLS INC,60000.0
Micheline Dionne D/B/A A1 Dependable Plumbing Service Inc,60000.0
SHARK PLUMBING CONTRACTOR INC,60000.0
REBUILD MIAMI  LLC ,60000.0
READYPERMITS  INC.,60000.0
Hebert Plumbing Contractors,60000.0
Casa Linda Contractors and Master Plumbing Inc ,60000.0
Esquivel Plumbing Services Corp.,60000.0
ACEXTRA INC,59795.0
ATEM CONSTRUCTION INC,59700.0
One Stop Paving Inc.,59700.0
G S MECHANICAL  INC,59700.0
NORTHSTAR BUILDING SYSTEMS,59600.0
24ADD.COM.CORP,59500.0
Power Enterprise Corp,59500.0
NATALIE WINDOWS INC.,59500.0
Window Plus,59500.0
Aguirres Roofing Inc,59500.0
P & I CARPENTRY  INC.,59100.0
NOBLE PLUMBING CONTRACTOR INC,59000.0
Mega Power LLC,59000.0
DCOOLER COOLING AND HEATING CORP,59000.0
Kairos Roofing,59000.0
Montesa Solutions Enterprises Inc State,59000.0
ELITE BUILDERS US LLC,59000.0
COOL BREEZE AIR CONDITIONING CORP,58885.0
MTD COMMUNICATIONS  INC,58800.0
HURRICANE SHUTTER PROS LLC,58722.0
HEXAGONAL FIRE DETECTION LLC,58656.0
ALL ABOUT DOORS & FLOORS INC.,58647.0
Eagle Concrete Corp.,58600.0
Liberty Mission Critical Services LLC,58600.0
A & A ORNAMENTAL  INC.,58582.0
Artek Construction Management Corp  ,58526.0
Megatrend Inc.,58501.0
MIAMI FLOOR AND DECOR  INC,58500.0
AIRPORT CONSULTING GROUP LLC ,58450.2
LUCID  BUILDERS  LLC,58211.0
FISHBOX PLUMBING LLC,58000.0
M & V ROOFING SERVICES CORP,58000.0
JJAG ELECTRICAL LLC,58000.0
MIAMI CUSTOM SWIMMING POOL CORP.,58000.0
CIELO ROOFING INC,58000.0
LIBERTY ROOFING CONTRACTING  LLC,58000.0
City Plumbing Group LLC,58000.0
JS CONSTRUCTION 2 LLC,58000.0
A CLASS HEATING & COOLING LLC,58000.0
Quality Design & Construction  Inc,57915.0
M O T CONTRACTORS,57803.0
JIREH ROOFING CONTRACTOR USA  INC,57600.0
GDT GROUP CORP ,57500.0
NOMA CONSTRUCTION (NO EIN ON SUNBIZ),57415.0
Modern Coating System LLC,57400.0
SOLTEC COMMUNICATIONS LLC,57250.0
BROWN LEGACY BUILDERS,57189.0
PERKINS ROOFING CORPORATION,57111.0
ALASUR INTERIOR CORP,57000.0
Zoom Contracting Services LLC,57000.0
STRUCTURAL GREEN INC,57000.0
TVI CONSTRUCTION  CORP,57000.0
Alarm Brokers of Florida LLC,57000.0
COMDESIGN INFRASTRUCTURE SOLUTIONS INC,57000.0
ESCALA CONSTRUCTION INC,57000.0
FOODSERVICE REFRIGERATION INC,56985.0
GEF CONSTRUCTION CORP,56901.0
ANX Builders Inc,56850.0
ESTRUTURA LLC,56768.0
Rylex Inc.,56700.0
FLORIDA R GROUP  CORP,56500.0
GOLD STAR ROOFING & CONSTRUCTION CORP,56500.0
Madrid Exclusive Contractors Corp,56500.0
The Bertot Group LLC,56500.0
Miami Engineering Services Inc.,56438.0
JV PALMA ELECTRIC CORP,56340.0
Major League Builders Inc,56188.0
ACV 2 Air Conditioning Corp.,56100.0
KINGDOM VISION CONSTRUCTION CORP,56025.0
A PLUS ROOFING CORP ,56000.0
All Pro Plumbing of South Florida Inc.,56000.0
SANTCCO SERVICES LLC,56000.0
MASTER MECHANICAL H.V.A.C. CORP,55800.0
Miami Design Builders Inc.,55760.0
INTERCOASTAL AIR LLC,55750.0
ATRIOS CONSTRUCTION GROUP LLC,55750.0
NATIONAL FIRE SECURITY INC,55520.0
DEEN CONSTRUCTION COMPANY ,55500.0
24/7 Air Conditioning Service Corp.,55500.0
AWC CORP d/b/a A W C Windows,55500.0
Turin Construction Corp,55499.0
XL ELECTRIC CORP ,55450.0
FLORIDA QUALITY ELECTRIC LLC,55447.6
All County Construction Inc.,55300.0
TITAN TECHNOLOGIES INTEGRATION  INC,55100.0
TERRA HYLE CONTRACTORS INC,55000.0
GOMEZ ROOFING COMPANY,55000.0
PREMIER HEATING & COOLING INC,55000.0
AERIS COOLING GROUP INC,55000.0
Somar Pools LLC,55000.0
RONS AIR CONDITIONING INC,55000.0
Luis Quality Construction INC,55000.0
ASTAR CONTRACTORS  INC,55000.0
Florida Commercial Roofing & Construction LLC,55000.0
NEW AGE CONTRACTING CORP,55000.0
CARLOS SUAREZBURGOS INC.,54900.0
MAST GENERAL CONSTRUCTION LLC,54720.0
AR CONSTRUCTION GROUP LLC,54625.0
Extreme Voice and Data Communications Inc.,54416.0
MARGO GC INC,54200.0
BUILDING SERVICE TEKS LLC,54200.0
AVIV CONSTRUCTION CORP,54188.0
NEED A GENERAL CONTRACTOR INC,54125.0
KI CONSTRUCTION LLC,54125.0
WIND READY INC,54084.0
Optical Broadband Integrated Service Corp,54000.0
AG UNLIMITED ELECTRICAL CONTRACTOR LLC,54000.0
LAMAR CONTRACTORS  LLC,54000.0
Fla All Phase Construction Corp.,53900.0
EMPIRE WINDOWS SYSTEM  INC,53800.0
Mannys Electric Contractor Inc.,53787.6
YABAS ELECTRICAL INC,53731.0
ENERGY & LIGHT SERVICES LLC,53660.0
RAMI JEDA,53500.0
ZARABYSON CONSTRUCTION  INC. ,53250.0
PERFECTION AIR  INC.,53200.0
ARTEPATIO LLC,53064.0
EMPIRE WORKS,53000.0
SAINC CORP.,53000.0
A.P. EXPRESS AIR CONDITIONING AND REFRIGERATION INC ,53000.0
MEGA BUILDERS LLC,52926.0
RAPID ROOFING INC,52500.0
TITAN PLUMBING REPAIR LLC,52500.0
D&M Electrical and System LLC,52500.0
FROZEZONE  CORP,52500.0
MEDOFF ELECTRIC COMPANY,52406.0
ALMUKHTAR DEVELOPERS INC,52400.0
EMP ELECTRICAL CONTRACTORS LLC,52357.6
Vantage Integration Inc DBA A T & I Systems Inc,52353.0
CJ ELECTRICAL SERVICES INC,52330.0
A 1 INTERIOR WORKS INC,52325.0
ELITE INTEGRATION SOLUTIONS,52300.0
LEE ELECTRICAL ENTERPRISE LLC ,52291.0
Bryant Electric LLC,52200.0
PERSAL PROPERTY IMPROVEMENTS  INC.,52150.0
NATION 1 REAL ESTATE  INC. dba NATION 1 Handyman Services Inc,52050.0
Forever Propane,52003.43
Grand Plumbing Corp,52000.0
AIR SYSTEMS A/C LLC,52000.0
National Fire Protection LLC,51972.0
OSUNA ORNAMENTAL  LLC,51950.0
SEACOAST IMPACT GLASS SYSTEMS LLC,51857.0
ROBAINA WELL DRILLING INC,51850.0
A & A ESPADA SERVICES  CORP.,51800.0
SOUTHERN COAST FOUNDATION SYSTEMS,51800.0
WM PLUMBING  INC,51800.0
PERMACAST LLC,51739.0
CAZO CONSTRUCTION CORP.,51646.0
RUBEN ELECTRIC TECHNOLOGY INC,51600.0
Blancos Tile Creations Inc,51350.0
SOUTH ROOFING & WATERPROOFING CORP.,51300.0
ALLSTATE DIVERSIFIED ENGINEERING INC.,51039.0
HERNANDEZ FIRE PROTECTION  INC. ,51001.0
ACP CONSTRUCTION JESUS,51000.0
PRAXIS CONTRACTORS INC,51000.0
CASA BATISTA LLC.,51000.0
B & R ENGINEERING CORP,51000.0
DIAMOND SUNRISE LLC ,51000.0
TEMPTATION POOLS INC,51000.0
COMBINED GROUP CORP. THE,51000.0
AVA ELECTRICAL CONTRACTORS INC,50950.0
FERGUSON CABLING CORPORATION,50880.0
SAMCON SERVICES LLC,50851.0
POOLS BY DESIGN BUILD & CONSTRUCT  INC,50810.0
NATALIE WEST CONTRACTORS  INC. ,50701.0
Fikon Corp,50700.0
RENLISKRIS CORP,50624.0
INTELLITECH SYSTEMS INC,50501.0
AA ADVANCE AIR INC,50500.0
Greenland Construction & Engineering LLC,50450.0
ECOENERGY CONSTRUCTION LLC,50400.0
UNLIMITED POOLS AND WATER FEATURES INC,50300.0
E & B Glass Services INC,50250.0
TCS Group Inc.,50190.0
BP CONSTRUCTION OF FLORIDA  INC,50070.0
DANTO ELECTRIC INC,50000.0
Miami Realty Team Construction LLC,50000.0
STG CONSTRUCTION CORP,50000.0
ACCUSONIC INC,50000.0
PANORAMA TECHNOLOGIES LLC,50000.0
PRESTIGE GROUP,50000.0
Miami HVAC LLC,50000.0
KATERRA CONSTRUCTION LLC,50000.0
EDWARD M WELLER CONSTRUCTION COMPANY,50000.0
TERRA ENGINEERING CONSULTING LLC,50000.0
Ramco Electrical Contractor Inc. ,50000.0
MARKAY RENOVATIONS INC,50000.0
WIBY CORP ,50000.0
LRG CONSTRUCTION GROUP INC,50000.0
Modern Stones LLC,50000.0
TRULINE CONSTRUCTION LLC,50000.0
IES COMMUNICATIONS  LLC,50000.0
James Philip Drago Certified Contractor Inc,50000.0
DELANTERO DESIGN CONSTRUCTION LLC,50000.0
JP DEVELOPMENT SERVICES INC,50000.0
TAI GROUP IMPACT WINDOWS LLC,50000.0
Caldwell Development Inc.,50000.0
Tamiami Plumbing of South Florida Inc,50000.0
FUENTES AC SERVICES INC,50000.0
LIMA ELECTRIC LLC,50000.0
Design Floor & Home LLC,50000.0
Horton Jones Electrical Contractor  Inc,50000.0
KIMBERLY AIR INC,50000.0
VIP POOL SERVICES CORP,50000.0
BPR Contracting Corp.,49901.0
DIGITAL HOME PROFESSIONALS INC,49500.0
SR TECH & SERVICES CORP,49500.0
KAT ELECTRONICS CORP,49377.0
SOUTHEAST SURFACING & RECREATION LLC,49212.0
TRIPLE A ELECTRICAL SERVICES,49200.0
VISTAR CONSTRUCTION &  DEVELOPMENT  LLC,49199.0
Fire Controls Inc.,49161.0
MG ELECTRICAL CONTRACTOR CORP,49150.0
TURN 2 GROUP LLC.,49051.0
South Best Electric LLC ,49013.0
CUSTOM WATERSHAPES INC,49000.0
ATLANTIC COAST DRILLING INC,49000.0
L&A Consulting Professional Services  LLC,49000.0
BLUE DIAMOND AIR CONDITION INC,49000.0
FLORIDA FIRE ALARM INC,49000.0
Boundless Builders LLC,49000.0
JACOBS TELECOMMUNICATION INC,49000.0
MILUSKA PROPERTIES LLC,48978.0
BEST ROOFING SERVICES LLC,48954.0
Distinctive Homes,48954.0
NASI QUALITY WORK CORP,48925.0
UNIQUE BATH DESIGN LLC,48900.0
MONIERS ELECTRIC CORP.,48900.0
MGP CARPENTRY SERVICES INC,48900.0
James E Reynolds Inc,48800.0
PRECISION PORTABLES LLC/dba COASTAL WASTE  & RECYCLING  INC,48750.0
G & G EQUIPMENT RENTAL INC./DBA PAVE THE WAY ENGINEERING,48567.0
MOORE CONSTRUCTION,48500.0
D CONSTRUCTION GROUP INC,48500.0
HEMAG INC ,48444.0
Edge Electric Inc.,48400.0
EUROPEAN FLOORING & KITCHENS DBA EFK of Miami  INC.,48390.0
Zero Nine Construction Management LLC,48200.0
 Mira Design Build Inc,48126.0
DUAL TEMP AIR CONDITIONING  CORP,48000.0
SHABOONS AIR & REFRIGERATION INC,48000.0
Ducto Limpio LLC/ ABH Air Conditioning,48000.0
JVM PAINTING INC,48000.0
ACN Roofing LLC,48000.0
PSC BUILDING GROUP INC DBA PRECISION STONE,48000.0
BLUE BAR PLUMBING INC,48000.0
ARKO CONSTRUCTION LLC,48000.0
ALL ELECTRIC FLORIDA dba P & R PROPERTY MAINTENANCE AND SERVICES INC ,48000.0
4D Construction LLC,47900.0
JULIO ELECTRIC CORP,47895.0
CAPITAL SYSTEM LLC ,47850.0
PRECISE FLOORING  LLC,47828.0
TIMBERWIND CONSTRUCTION LLC,47813.0
M5 IMPACT WINDOWS AND DOORS  CORP.,47800.0
powertech fire and security inc,47775.0
WIRETECH LLC,47700.0
HYT CONSTRUCTION CORPORATION ,47625.0
MR BAEZ METAL CORP,47400.0
INTEGRITY TECHNOLOGY SOLUTIONS,47400.0
MIAMI ELECTRIC COMPANY LLC,47380.0
AIRTIGHT HURRICANE SHUTTERS & WINDOWS  INC,47324.0
PRECISION ART CORP. ,47251.0
ESQUEMA INC,47200.0
MIAMI POOL AND PATIO INC. ,47070.0
Comfort Tech Air Conditioning Inc.,47000.0
Bayview Windows & Doors Inc,47000.0
STRONG SERVICES USA LLC,46985.0
UNIVERSAL SERVICES GROUP LIMITED CORP,46925.0
INFINITE CONSULTING CO,46919.0
AHS Construction LLC,46851.0
AWNINGS BY VALROSE ,46824.0
CITY FIRE ALARM SYSTEMS LLC,46700.0
GRJ FLORIDA LLC,46600.0
Y&G PLUMBING CONTRACTORS CORP.,46600.0
SIERRA ELECTRIC INC,46520.0
MICRO SECURITY SOLUTIONS  INC. ,46456.0
32DEGREES SERVICES,46300.0
Detail Construction 4 You Corp,46250.0
VERZURA CONSTRUCTION  INC.,46224.0
TWC SERVICES  INC.,46085.0
ALL HOUSE IN ONE INC. ,46060.0
SOBE CONTRUCTION CORP,46000.0
FAST FLOW PLUMBING  LLC,46000.0
Jireh Air Conditioning & Refrigeration Inc.,46000.0
THUNDERDAVE ELECTRIC INC,46000.0
Veracastell Services Corp,46000.0
AT YOUR SERVICE GARAGE DOORS LLC,45986.0
A & J General Contractors Corp,45900.0
STYLE HOMES FLOORING & DRYWALL CORP,45900.0
SEMPRE CONSTRUCTION  LLC,45800.0
REINIER ACEVEDO PA DBA Design Builders Roofing,45763.0
Sentry Security Inc,45655.0
Windows & More Solutions,45637.0
JOSEPH A. MARCELIN  CONSTRUCTION   INC.,45575.0
ALL AMERICAN CONSTRUCTION SERVICES,45564.0
YSL GRAPHICS LLC,45550.0
FORMULA DEVELOPMENT & CONST MANAGEMENT INC,45500.0
Chanin Mechanical LC,45500.0
Optimus Development Contractors LLC,45500.0
PREMIER FIRE ALARMS AND INTEGRATION SYSTEM  INSTALLATION DIV INC,45350.0
