,X,Y,ID,AdditionSQFT,ApplicationNumber,BuildingFinalLastInspDate,BuildingFinalLastInspResult,BuildingPermitStatusDescription,BuildingPermitStatusReasonDescr,Certificatecode,Certificatedate,CompanyAddress,CompanyCity,CompanyName,CompanyZip,DaysInCity,DaysInCityNumeric,DeliveryAddress,FirstSubmissionDate,FolioNumber,IsPermitFinal,IsPrivateProvider,IssuedDate,Latitude,Longitude,Miami21Zone,NewAdditionCost,PermitNumber,PlanAcceptedDate,PlanCreatedDate,ProcessNumber,PropertyType,RemodelingCost,RemSQFT,RequiredCertificate,ScopeofWork,Statusdate,TotalCost,TotalDaysInPlanReview,TotalDaysInPlanReviewNumeric,TotalSQFT,WorkItems,ObjectId
2674,-80.2381064389406,25.7282723933589,2561,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 3 Hour(s) 22 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/11/07 12:26:00+00,141214540001,YES,True,2019/11/11 09:25:00+00,25.7282723933589,-80.2381064389406,T6-12-O,0.0,BD14013442115E001,2019-11-07 12:26:00+00:00,2019/11/07 12:17:00+00,BD14013442115,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/12/20 08:56:00+00,7500.0,3 Day(s) 20 Hour(s) 59 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,2675
2677,-80.2381064389406,25.7282723933589,2562,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 2 Hour(s) 8 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/11/07 13:37:00+00,141214540001,YES,True,2019/11/11 09:27:00+00,25.7282723933589,-80.2381064389406,T6-12-O,0.0,BD14013442116E001,2019-11-07 13:35:00+00:00,2019/11/07 12:20:00+00,BD14013442116,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/12/20 08:57:00+00,7500.0,3 Day(s) 19 Hour(s) 52 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,2678
2710,-80.2381064389406,25.7282723933589,2566,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,4 Day(s) 6 Hour(s) 17 Minute(s) ,4.0,2811 S BAYSHORE DR,2020/03/27 09:23:00+00,141214540001,YES,True,2020/05/01 10:03:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442120E001,2020-03-27 09:23:00+00:00,2020/01/31 13:46:00+00,BD14013442120,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/06/16 14:00:00+00,98000.0,35 Day(s) 0 Hour(s) 40 Minute(s) ,35.0,0.0,LOW VOLTAGE COMPUTER / TV CABLE / PHONE TERMINAL,2711
2719,-80.2381064389406,25.7282723933589,2567,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,14 Day(s) 13 Hour(s) 53 Minute(s) ,14.0,2811 S BAYSHORE DR,2020/02/04 16:07:00+00,141214540001,YES,True,2020/05/15 10:48:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442121E001,2020-02-04 16:07:00+00:00,2020/02/03 10:44:00+00,BD14013442121,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/03/05 13:57:00+00,111000.0,100 Day(s) 18 Hour(s) 41 Minute(s) ,100.0,0.0,ACCESS CONTROL|LOW VOLTAGE SECURITY CAMERAS,2720
3015,-80.1920762055636,25.7823671540011,3802,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,51 Day(s) 4 Hour(s) 14 Minute(s) ,51.0,851 NE 1 AV,2019/04/01 10:49:00+00,131370390001,YES,True,2019/09/17 14:12:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674087E001,2019-04-01 10:49:00+00:00,2019/03/29 10:13:00+00,BD15007674087,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/01/22 07:50:00+00,14200.0,169 Day(s) 3 Hour(s) 23 Minute(s) ,169.0,0.0,POOL OR SPA (SINGLE UNIT),3016
3186,-80.1920762055636,25.7823671540011,3830,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,45 Day(s) 19 Hour(s) 3 Minute(s) ,45.0,851 NE 1 AV,2020/09/03 16:27:00+00,131370390001,YES,True,2020/11/04 11:17:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674123E001,2020-09-03 16:27:00+00:00,2020/08/28 13:05:00+00,BD15007674123,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/01/25 08:02:00+00,100000.0,61 Day(s) 18 Hour(s) 50 Minute(s) ,61.0,0.0,LIGHT POLES,3187
3191,-80.1920762055636,25.7823671540011,3835,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 7 Minute(s) ,0.0,851 NE 1 AV,2020/10/19 17:30:00+00,131370390001,YES,True,2020/11/04 11:18:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674133E001,2020-10-19 17:29:00+00:00,2020/10/16 14:31:00+00,BD15007674133,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/11/30 14:35:00+00,100.0,15 Day(s) 17 Hour(s) 49 Minute(s) ,15.0,0.0,TEMPORARY FOR TESTING,3192
3449,-80.1920762055636,25.7823671540011,3726,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,16 Day(s) 1 Hour(s) 2 Minute(s) ,16.0,851 NE 1 AV,2018/09/14 11:16:00+00,131370390001,YES,True,2019/03/01 10:59:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674026E001,2018-09-14 11:16:00+00:00,2018/09/13 16:28:00+00,BD15007674026,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/06/03 10:10:00+00,2000.0,167 Day(s) 23 Hour(s) 43 Minute(s) ,167.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM|MOTOR,3450
3461,-80.1920762055636,25.7823671540011,3728,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,53 Day(s) 5 Hour(s) 52 Minute(s) ,53.0,851 NE 1 AV,2018/09/24 10:31:00+00,131370390001,YES,True,2018/12/19 12:38:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674027E001,2018-09-24 10:31:00+00:00,2018/09/20 08:02:00+00,BD15007674027,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/07/08 09:12:00+00,60000.0,86 Day(s) 2 Hour(s) 7 Minute(s) ,86.0,0.0,INTERNAL COMBUSTION ENGINE (ELECT),3462
3480,-80.1920762055636,25.7823671540011,3730,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,32 Day(s) 18 Hour(s) 20 Minute(s) ,32.0,851 NE 1 AV,2018/09/24 10:31:00+00,131370390001,YES,True,2018/12/19 12:26:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674029E001,2018-09-24 10:31:00+00:00,2018/09/24 09:42:00+00,BD15007674029,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/06/26 10:41:00+00,4200.0,86 Day(s) 1 Hour(s) 55 Minute(s) ,86.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM|WATER HEATER / BOILER,3481
3536,-80.1920762055636,25.7823671540011,3735,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,40 Day(s) 3 Hour(s) 41 Minute(s) ,40.0,851 NE 1 AV,2018/10/04 10:45:00+00,131370390001,YES,True,2018/12/19 12:34:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674033E001,2018-10-04 10:45:00+00:00,2018/10/03 15:06:00+00,BD15007674033,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/05/29 10:36:00+00,8000.0,76 Day(s) 1 Hour(s) 49 Minute(s) ,76.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM|ROUGH WIRING OUTLETS,3537
3678,-80.1920762055636,25.7823671540011,3751,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,3 Day(s) 14 Hour(s) 22 Minute(s) ,3.0,851 NE 1 AV,2018/12/10 17:24:00+00,131370390001,YES,True,2018/12/18 14:18:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674046E001,2018-12-10 17:24:00+00:00,2018/12/07 08:52:00+00,BD15007674046,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/01/08 10:18:00+00,1000.0,7 Day(s) 20 Hour(s) 54 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,3679
3684,-80.1885732069948,25.7708238709217,3951,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,116 Day(s) 3 Hour(s) 52 Minute(s) ,116.0,300 BISCAYNE BLWY,2019/05/31 08:47:00+00,101140301010,NO,False,2019/12/09 08:53:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401003E001,2019-05-31 08:45:00+00:00,2019/05/29 14:21:00+00,BD15008401003,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/04/24 11:19:00+00,577200.0,192 Day(s) 0 Hour(s) 8 Minute(s) ,192.0,0.0,ELECTRICAL FOR FIRE ALARM,3685
3687,-80.1920762055636,25.7823671540011,3752,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,3 Day(s) 14 Hour(s) 22 Minute(s) ,3.0,851 NE 1 AV,2018/12/10 17:25:00+00,131370390001,YES,True,2018/12/18 14:21:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674047E001,2018-12-10 17:25:00+00:00,2018/12/07 08:57:00+00,BD15007674047,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/01/08 10:20:00+00,100.0,7 Day(s) 20 Hour(s) 56 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,3688
3695,-80.1885732069948,25.7708238709217,3952,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,116 Day(s) 3 Hour(s) 52 Minute(s) ,116.0,300 BISCAYNE BLWY,2019/05/31 08:47:00+00,101140301010,NO,False,2019/10/22 15:21:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401003F001,2019-05-31 08:45:00+00:00,2019/05/29 14:21:00+00,BD15008401003,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/04/24 11:19:00+00,577200.0,144 Day(s) 6 Hour(s) 36 Minute(s) ,144.0,0.0,NEW FIRE ALARM SYSTEM,3696
3702,-80.1920762055636,25.7823671540011,3754,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,108 Day(s) 23 Hour(s) 27 Minute(s) ,108.0,851 NE 1 AV,2018/12/10 16:35:00+00,131370390001,YES,True,2019/04/10 11:35:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674049E001,2018-12-10 16:34:00+00:00,2018/12/10 14:53:00+00,BD15007674049,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/02/23 15:29:00+00,5000.0,120 Day(s) 19 Hour(s) 1 Minute(s) ,120.0,0.0,POOL OR SPA (SINGLE UNIT),3703
3728,-80.1920762055636,25.7823671540011,3757,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,73 Day(s) 19 Hour(s) 48 Minute(s) ,73.0,851 NE 1 AV,2018/12/10 19:40:00+00,131370390001,YES,True,2019/03/01 10:58:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674050E001,2018-12-10 19:39:00+00:00,2018/12/10 15:05:00+00,BD15007674050,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/01/25 08:02:00+00,15000.0,80 Day(s) 15 Hour(s) 19 Minute(s) ,80.0,0.0,LIGHT SOCKET|ROUGH WIRING OUTLETS|POOL OR SPA (SINGLE UNIT)|SUB-FEEDS,3729
3745,-80.1885732069948,25.7708238709217,3958,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,227 Day(s) 1 Hour(s) 58 Minute(s) ,227.0,300 BISCAYNE BLWY,2019/12/06 09:18:00+00,101140301010,NO,False,2020/07/31 18:02:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401011E001,2019-12-06 09:18:00+00:00,2019/12/04 15:09:00+00,BD15008401011,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/07/31 18:02:00+00,10000.0,238 Day(s) 8 Hour(s) 44 Minute(s) ,238.0,0.0,GENERATOR (COMMERCIAL / MULTIFAMILY),3746
3759,-80.1920762055636,25.7823671540011,3760,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,57 Day(s) 2 Hour(s) 4 Minute(s) ,57.0,851 NE 1 AV,2018/12/10 16:33:00+00,131370390001,YES,True,2019/03/01 10:57:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674051E001,2018-12-10 16:33:00+00:00,2018/12/10 15:10:00+00,BD15007674051,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/10/23 10:33:00+00,2000.0,80 Day(s) 18 Hour(s) 24 Minute(s) ,80.0,0.0,POOL OR SPA (SINGLE UNIT),3760
3775,-80.1920762055636,25.7823671540011,3763,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,42 Day(s) 5 Hour(s) 14 Minute(s) ,42.0,851 NE 1 AV,2018/12/11 11:14:00+00,131370390001,YES,True,2019/02/21 09:04:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674052E001,2018-12-11 11:13:00+00:00,2018/12/11 09:52:00+00,BD15007674052,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/01/29 09:41:00+00,3850.0,71 Day(s) 21 Hour(s) 51 Minute(s) ,71.0,0.0,POOL OR SPA (SINGLE UNIT),3776
3807,-80.1920762055636,25.7823671540011,3766,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,60 Day(s) 11 Hour(s) 46 Minute(s) ,60.0,851 NE 1 AV,2018/12/11 11:13:00+00,131370390001,YES,True,2019/03/01 10:56:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674053E001,2018-12-11 11:12:00+00:00,2018/12/11 09:58:00+00,BD15007674053,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/10/23 10:33:00+00,15200.0,79 Day(s) 23 Hour(s) 44 Minute(s) ,79.0,0.0,POOL OR SPA (SINGLE UNIT),3808
3847,-80.1920762055636,25.7823671540011,3769,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,54 Day(s) 6 Hour(s) 28 Minute(s) ,54.0,851 NE 1 AV,2018/12/13 07:16:00+00,131370390001,YES,True,2019/03/01 10:49:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674054E001,2018-12-13 07:15:00+00:00,2018/12/12 08:37:00+00,BD15007674054,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/12/23 09:08:00+00,52200.0,78 Day(s) 3 Hour(s) 34 Minute(s) ,78.0,0.0,POOL OR SPA (SINGLE UNIT),3848
3857,-80.1920762055636,25.7823671540011,3771,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 16 Hour(s) 1 Minute(s) ,0.0,851 NE 1 AV,2018/12/18 16:01:00+00,131370390001,YES,True,2018/12/24 09:28:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674055E001,2018-12-18 16:01:00+00:00,2018/12/14 15:16:00+00,BD15007674055,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/01/08 10:22:00+00,500.0,5 Day(s) 17 Hour(s) 27 Minute(s) ,5.0,0.0,TEMPORARY FOR TESTING,3858
3862,-80.1920762055636,25.7823671540011,3772,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 15 Hour(s) 57 Minute(s) ,0.0,851 NE 1 AV,2018/12/18 15:59:00+00,131370390001,YES,True,2018/12/24 09:31:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674056E001,2018-12-18 15:58:00+00:00,2018/12/14 15:18:00+00,BD15007674056,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/01/08 10:23:00+00,500.0,5 Day(s) 17 Hour(s) 33 Minute(s) ,5.0,0.0,TEMPORARY FOR TESTING,3863
3870,-80.1920762055636,25.7823671540011,3773,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 17 Hour(s) 45 Minute(s) ,0.0,851 NE 1 AV,2018/12/18 16:00:00+00,131370390001,YES,True,2018/12/24 09:32:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674057E001,2018-12-18 15:59:00+00:00,2018/12/14 15:21:00+00,BD15007674057,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/01/08 10:27:00+00,500.0,5 Day(s) 17 Hour(s) 33 Minute(s) ,5.0,0.0,TEMPORARY FOR TESTING,3871
3872,-80.1885732069948,25.7708238709217,3976,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,4 Day(s) 3 Hour(s) 8 Minute(s) ,4.0,300 BISCAYNE BLWY,2020/11/30 11:09:00+00,101140301010,NO,False,2020/12/07 12:19:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401034E001,2020-11-30 11:07:00+00:00,2020/11/23 11:02:00+00,BD15008401034,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/12/07 12:19:00+00,125000.0,7 Day(s) 1 Hour(s) 12 Minute(s) ,7.0,0.0,LOW VOLTAGE COMPUTER / TV CABLE / PHONE TERMINAL|LOW VOLTAGE DATA-COMM,3873
3880,-80.1920762055636,25.7823671540011,3774,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 15 Hour(s) 58 Minute(s) ,0.0,851 NE 1 AV,2018/12/18 16:00:00+00,131370390001,YES,True,2018/12/24 09:34:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674058E001,2018-12-18 16:00:00+00:00,2018/12/14 15:23:00+00,BD15007674058,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/02/14 13:19:00+00,500.0,5 Day(s) 17 Hour(s) 34 Minute(s) ,5.0,0.0,TEMPORARY FOR TESTING,3881
3900,-80.1920762055636,25.7823671540011,3776,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,55 Day(s) 13 Hour(s) 14 Minute(s) ,55.0,851 NE 1 AV,2018/12/27 17:26:00+00,131370390001,YES,True,2019/03/01 10:55:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,0.0,BD15007674059E001,2018-12-27 17:25:00+00:00,2018/12/26 08:12:00+00,BD15007674059,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/12/23 09:08:00+00,34500.0,63 Day(s) 17 Hour(s) 30 Minute(s) ,63.0,0.0,POOL OR SPA (SINGLE UNIT),3901
3925,-80.1920762055636,25.7823671540011,3779,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,1 Day(s) 15 Hour(s) 9 Minute(s) ,1.0,851 NE 1 AV,2019/01/16 17:05:00+00,131370390001,YES,True,2019/02/01 15:12:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674061E001,2019-01-16 17:04:00+00:00,2019/01/16 13:36:00+00,BD15007674061,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/02/08 15:36:00+00,1000.0,15 Day(s) 22 Hour(s) 8 Minute(s) ,15.0,0.0,TEMPORARY FOR TESTING,3926
3931,-80.1920762055636,25.7823671540011,3780,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,1 Day(s) 15 Hour(s) 12 Minute(s) ,1.0,851 NE 1 AV,2019/01/16 17:03:00+00,131370390001,YES,True,2019/02/01 15:14:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674062E001,2019-01-16 17:02:00+00:00,2019/01/16 13:41:00+00,BD15007674062,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/02/14 13:20:00+00,1000.0,15 Day(s) 22 Hour(s) 12 Minute(s) ,15.0,0.0,TEMPORARY FOR TESTING,3932
3934,-80.1885732069948,25.7708238709217,3986,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,126 Day(s) 23 Hour(s) 31 Minute(s) ,126.0,300 BISCAYNE BLWY,2021/07/06 15:02:00+00,101140301010,NO,False,2022/01/27 05:36:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401046E001,2021-07-06 15:00:00+00:00,2021/07/06 14:49:00+00,BD15008401046,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/01/27 05:36:00+00,60662.7,204 Day(s) 14 Hour(s) 36 Minute(s) ,204.0,0.0,COMBINATION POOL AND SPA,3935
3938,-80.1920762055636,25.7823671540011,3781,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,1 Day(s) 15 Hour(s) 8 Minute(s) ,1.0,851 NE 1 AV,2019/01/16 17:08:00+00,131370390001,YES,True,2019/02/01 15:16:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674063E001,2019-01-16 17:08:00+00:00,2019/01/16 13:45:00+00,BD15007674063,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/02/14 13:21:00+00,1000.0,15 Day(s) 22 Hour(s) 8 Minute(s) ,15.0,0.0,TEMPORARY FOR TESTING,3939
3942,-80.1920762055636,25.7823671540011,3782,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,1 Day(s) 15 Hour(s) 17 Minute(s) ,1.0,851 NE 1 AV,2019/01/16 17:00:00+00,131370390001,YES,True,2019/02/01 15:17:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674064E001,2019-01-16 17:00:00+00:00,2019/01/16 13:52:00+00,BD15007674064,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/02/14 13:22:00+00,1000.0,15 Day(s) 22 Hour(s) 17 Minute(s) ,15.0,0.0,TEMPORARY FOR TESTING,3943
3944,-80.1885732069948,25.7708238709217,3989,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,128 Day(s) 18 Hour(s) 15 Minute(s) ,128.0,300 BISCAYNE BLWY,2021/07/06 15:26:00+00,101140301010,NO,False,2022/01/27 05:36:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401047E001,2021-07-06 15:25:00+00:00,2021/07/06 15:10:00+00,BD15008401047,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/01/27 05:36:00+00,379840.0,204 Day(s) 14 Hour(s) 11 Minute(s) ,204.0,0.0,COMBINATION POOL AND SPA,3945
3951,-80.1920762055636,25.7823671540011,3784,0.0,BD15007674,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,1 Day(s) 15 Hour(s) 5 Minute(s) ,1.0,851 NE 1 AV,2019/01/16 17:12:00+00,131370390001,YES,True,2019/02/01 15:18:00+00,25.7823671540011,-80.1920762055636,T6-60A-O,,BD15007674066E001,2019-01-16 17:12:00+00:00,2019/01/16 14:08:00+00,BD15007674066,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/02/14 13:23:00+00,1000.0,15 Day(s) 22 Hour(s) 6 Minute(s) ,15.0,0.0,TEMPORARY FOR TESTING,3952
3955,-80.1885732069948,25.7708238709217,3991,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,34 Day(s) 2 Hour(s) 22 Minute(s) ,34.0,300 BISCAYNE BLWY,2021/07/20 07:23:00+00,101140301010,YES,False,2021/09/10 10:39:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401048E001,2021-07-20 07:23:00+00:00,2021/07/19 17:31:00+00,BD15008401048,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/09/02 09:05:00+00,500.0,52 Day(s) 3 Hour(s) 16 Minute(s) ,52.0,0.0,TEMPORARY FOR TESTING,3956
3959,-80.1885732069948,25.7708238709217,3992,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,34 Day(s) 2 Hour(s) 21 Minute(s) ,34.0,300 BISCAYNE BLWY,2021/07/20 07:25:00+00,101140301010,YES,False,2021/09/10 10:32:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401049E001,2021-07-20 07:25:00+00:00,2021/07/19 17:38:00+00,BD15008401049,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/10/14 08:26:00+00,500.0,52 Day(s) 3 Hour(s) 7 Minute(s) ,52.0,0.0,TEMPORARY FOR TESTING,3960
