CompanyName,TotalCost
MJL DESIGN BUILD LLC,83500.0
UNIVERSAL HVAC CORP ,83500.0
BH BUILDERS PRO LLC,83393.0
PREMIER FIRE ALARMS AND INTEGRATION SYSTEM  INSTALLATION DIV INC,83350.0
G & H ELECTRIC INC,83350.0
ALAIN TILE & MARBLE CORP,83323.0
ARCON GROUP INC.,83225.0
AoneA Electric Inc,83200.0
OCEAN LEA MAKERS LLC,83126.0
ND FLOORING  CORP. ,83123.0
AL GENERAL PLUMBING CORP,83100.0
THE SHUTTER STORE OF FLORIDA  INC.,83000.0
Eddys Plumbing Services Inc.,83000.0
Pro Plumbing Service and Repair Inc.,83000.0
UCMIAMI  INC ,82973.0
MY ELECTRICAL CONTRACTOR INC,82962.0
Gulfstream Fire Sprinklers  Inc,82900.0
Metzker LLC,82626.0
LIVING WATER CUSTOM POOLS INC,82500.0
Acer Plumbing,82500.0
JP & SONS CONSTRUCTION CO.,82500.0
J & J A/C AND HEATING INC,82500.0
AIR & HEAT DOCTORS INC,82500.0
ACADEMIA DEVELOPMENT CORP ,82338.0
Best Way Plumbing Inc,82290.0
Superior Replacement Window & Door Inc.,82200.0
Avis Builders LLC,82200.0
CG CONSTRUCTION WINDOW COMPANY,82147.0
TN Builders Inc.,82000.0
NODA ELECTRIC INC,82000.0
KO TELECOM INC ,81900.0
PERMACAST LLC,81709.0
Sterling Security Technologies Corp,81600.0
UNITED MANAGEMENT GROUP LLC DBA SKYLINE COAST CONSTRUCTION,81588.0
TURO ROOFING  LLC ,81565.0
ADVANCED ROOFING INC,81550.0
J & J QUALITY AIR CONDITIONING SERVICES INC,81550.0
CLIFFHANGER JANITORIAL INC,81550.0
E & A CONSTRUCTION AND REMODELING  INC,81500.0
COMRES  INC. ,81430.0
RAM QUALITY GROUP CORP,81350.0
ConMech Inc.,81275.0
COMBINED GROUP CORP. THE,81000.0
M B BROWN CONSTRUCTION COMPANY INC,81000.0
FIRST CHOICE ELECTRICAL OF MIAMI  CORP,81000.0
EPIC CONSTRUCTION INC,81000.0
RIBB TECH CONSTRUCTION LLC,80875.0
ALL DADE FENCES INC,80806.0
HALLMARK CONSTRUCTION ENTERPRISES LLC,80588.0
AMVO Corporation,80550.0
ALFA GLASS & MIRROR CORP. ,80540.0
M I Electrical Inc.,80530.0
ROBAINA WELL DRILLING INC,80350.0
Air Florida Heating & Cooling Inc,80225.0
AUSTEN BUILDERS INC,80167.0
GRAHAM BUILDING INSPECTIONS INC,80050.0
AIR SERVICE INC,80000.0
DZP Group Inc.,80000.0
PALMETTO BAY ELECTRICAL SERVICES INC. ,80000.0
SKYHANGER II CORPORATION,80000.0
ARES CONSTRUCTION CORP,80000.0
MG TECH INC. ,80000.0
RRCM LLC,80000.0
OCEAN BUILDERS 18 LLC,80000.0
Z DEVELOPMENT INC,80000.0
MECHANICOOL INC,80000.0
RPC GENERAL CONTRACTORS  INC,80000.0
PaulsonCheek Mechanical ,80000.0
REFRIAIR SERVICE CORPORATION,80000.0
DR CONSTRUCTION AND ROOFING INC,80000.0
J&R Contracting Services LLC,80000.0
Square One Construction and Development LLC,79925.0
APRIL CONSTRUCTION  CORP,79840.0
Almor Electric & Design  INC. ,79777.6
INTEGRITY TECHNOLOGY SOLUTIONS,79700.0
JB CONTRACTING SERVICES LLC,79650.0
Flooring Balcony Service Inc.,79564.0
Tequesta Construction Services Group Inc.,79500.0
O. B. CONTRACTORS INC.,79313.0
BETTER CONTRACTORS  LLC,79300.0
OASIS SHUTTER  INC. ,79240.0
MGM Construction  Corp,79105.0
BEST CONSTRUCTION CORP,79100.0
JACKODA A/C CORP,79000.0
AMOR POOLS LLC,79000.0
Suburban Propane LP,78900.0
dba REBATH OF SOUTH FLORIDA,78768.0
AAB ELECTRIC AND CONSTRUCTION LLC,78700.0
A. ZECHEL CONSTRUCTION COMPANY  INC. ,78550.0
Qualita Construction LLC,78500.0
ADVANCE WINDOWS & SHUTTERS  INC,78465.0
ONE DOT SYSTEMS  INC. ,78300.0
DECKS DOCKS & BEYOND LLC/DBA ARCHADECK OF MIAMI,78250.0
EMILIO ELECTRIC SERVICE ,78243.0
SOUTH BRANCH CONSTRUCTION SERVICES  INC.,78108.0
ALL HOUSE IN ONE INC. ,78102.0
RUBEN ELECTRIC TECHNOLOGY INC,78100.0
SPECTRUM DESIGN SOLUTIONS LLC,78000.0
Leroy Wilkerson Plumbing LLC,78000.0
S&S Paint and Cleaning Inc.,77950.0
Mcauley Electric Inc,77900.0
ANTOLA SERVICES CORP,77877.0
Exigo Management Group LLC,77750.0
DELCON SOLUTIONS ELECTRICAL CONTRACTORS INC ,77700.0
ADT SECURITY SERVICES ,77560.0
JUS PLUMBING LLC,77500.0
SECURE TECHNOLOGIES INTEGRATORS INC.,77400.0
SPEED CONSTRUCTION SERVICES INC,77400.0
BERNABE ELECTRICAL CORP,77390.4
Arce Construction LLC,77300.0
Coastal Unique,77289.0
HOME FIELD SERVICES  LLC.,77200.0
American Star Construction Inc.,77200.0
S.M.Y  ELECTRICAL CONTRACTOR LLC,77140.0
SET UP PROJECT MANAGEMENT  LLC,77000.0
G.I.P. CONSTRUCTION MANAGEMENT  INC,77000.0
JCL Electrical Corp,76970.0
BEST GAS CONTRACTORS LLC,76900.0
Jireh Air Conditioning & Refrigeration Inc.,76750.0
JF MARTINEZ LLC,76590.0
Air One of South Florida Inc.,76500.0
FLORIDA LAKES CONSTRUCTION INC.,76500.0
MIAMI POWER COMPANY,76425.0
E.J.J. International Inc.,76275.0
MASTER BUILDERS DEVELOPMENT GROUP INC,76001.0
JC DESIGN CONSTRUCTION OF FLORIDA CORP,76001.0
RENAISSANCE COMPANIES  INC. ,76000.0
OAKLAND PARK PLUMBING INC,76000.0
Brickstone Builders,76000.0
ASCUNCE ELECTRICAL CONSTRUCTION INC ,76000.0
AAA Waterproofing & Caulking INC,76000.0
Optimal Electric Inc.,76000.0
ARROYO POOLS LLC,75900.0
HALMAG SOLUTIONS INC,75850.0
Air Rescue Inc,75799.0
DAVID VIGILANTE ASSOCIATES INC.,75748.0
Persons Services Corp ,75686.0
BERGER WINDOWS AND DOORS INC,75651.0
REFRIGERATION & ELECTRICAL SYSTEMS  INC.,75556.0
STRATICON LLC dba STRATICON CONSTRUCTION SERVICES,75500.0
FOREVER POOLS LLC,75500.0
SANTCCO SERVICES LLC,75500.0
C.F. Alarm Industry,75476.0
A & H ENVIRONMENTAL CORP,75475.0
QWP DOORS PROTECTION INC,75392.0
BLUE PROPERTIES SERVICES  LLC,75288.0
GVC Construction Goup CORP,75275.0
LEVISSE MANAGEMENT LLC,75251.0
Zarrella Construction Inc.,75223.0
SERINCA CONSTRUCTION GROUP LLC,75063.0
RBS ENTERPRISES INC,75024.0
MC COURT CONSTRUCTION INC,75000.0
FMC PERFORMANCE GLASS  LLC ,75000.0
Worldwide Pools Corp.,75000.0
INTERIOR SYSTEMS CONTRACTING INC BDA/ ISC CONTRACTING,75000.0
SOUTHERN BLUE POOLS INC,75000.0
Rumbo Draining & Paving Inc.,75000.0
AIM CONTRACTING LLC,75000.0
CHELLY INC,75000.0
LAUMAR ROOFING SYSTEMS LLC,75000.0
US BUILDERS  LP,75000.0
SUNCOAST NURSERY & TIKI HUTS  INC.,75000.0
Cypress Contracting and Development Corp.,75000.0
Thomas Roger Incorporated,75000.0
JJ CAULKING & WATERPROOFING CORP ,75000.0
Marco Contractors INC.,74852.49
JTV SERVICES Corp,74800.0
Delphi One Sytems Corp,74600.0
Queiro Construction Inc.,74575.0
MOON AIR CONDITIONING & APPLIANCES CORP ,74500.0
PALLADIUM CONSTRUCTION LLC,74500.0
KLM OF SOUTH FLORIDA INC,74500.0
Miami Remodeling & Additions Inc.,74500.0
MUST AIR USA  LLC,74485.0
STORM IMPACT MASTERS INC,74385.0
Shore Marine Construction Inc.,74000.0
DUBAR ELECTRIC  INC,73910.0
MICHAEL ELECTRIC  INC. ,73900.0
Presto Roofing Corp.,73800.0
A1 BUILDERS CONTRACTOR INC.,73700.0
TG CONSTRUCTION GROUP INC,73600.0
MARBLE MASTER FLOOR,73575.0
THERMAL DYNAMICS,73500.0
ADIP ELECTRIC INC ,73500.0
FLORIDA CONTRACTING CONSTRUCTION SERVICES INC. ,73500.0
POE ROOFING & CONSULTING INC,73430.0
MGA FLORIDA CONSTRUCTION INC,73300.0
VERZURA CONSTRUCTION  INC.,73224.0
MR BAEZ METAL CORP,73200.0
EXCELL TILE CORPORATION,73100.0
THE ROADS 23 CORP,73000.0
NOBLE PLUMBING CONTRACTOR INC,73000.0
Montesa Solutions Enterprises Inc State,72975.0
TOSCA SURFACES LLC,72875.0
HORIZON WINDOWS CORP,72845.0
NATIONWIDE COMMUNICATION SERVICES LLC,72735.0
Bayview Windows & Doors Inc,72686.0
HCC GROUP LLC,72685.0
LYON CONSULTING LLC,72510.0
ALL TIME CONSTRUCTION POOLS & MORE CORP,72500.0
ENGINEERED COMFORT SOLUTIONS INC.,72500.0
MTC America Inc,72479.0
Bruno Carnesella LLC,72438.0
WINDOW MAN OF SOUTH FLORIDA ,72406.0
FORD DRYWALL & STUCCO INC ,72320.0
OSUNA ORNAMENTAL  LLC,72250.0
APOLLO CONSTRUCTION INCORPORATED,72133.0
SANMAR CONSTRUCTION CORP.,72100.0
BALLAGAS CONSTRUCTION LLC,72100.0
WAVE LINK CORP,72007.2
BELLA FLOORING LLC,71903.0
Villa Pools Corp,71800.0
BUILDERS OF AMERICA GROUP L.L.C. ,71750.0
UCCS LLC DBA  Florida Design & Construction Services,71716.0
G & R ELECTRIC CORP,71538.0
BRIGHT STAR ELECTRIC LLC,71500.0
MTEL ONE INC,71450.0
WESTBROOKE CORP,71417.0
4DSIGN  LLC,71377.0
MILESTONE FIRE PROTECTION  LLC,71235.0
FLORIDA DOOR CONTROL OF ORLANDO INC.,71190.0
BERMUDA LANDSCAPE & DESIGN,71137.0
P 1 Professional  Plumbing Corp,71000.0
GO HARD PLUMBING,71000.0
AU ELECTRICAL SERVICE & REPAIR ,71000.0
Downrite Pool & Spa Inc,70999.0
AC SHUTTERS AND AWNINGS INC ,70935.0
IRONCLAD PROJECTS LLC,70850.0
The Specialist Of Aventura,70800.0
SEACREST SOUTH FLORIDA LLC,70775.0
Johns Garage Door Inc.,70750.0
CLEMVAL ENTERPRISES INC,70750.0
SKYLAND DEVELOPERS CORP,70750.0
ALPHATEC,70641.0
MIRCOM ENGINEERED SYSTEMS INC.,70510.0
PROFESSIONAL ROOFING & SALES INC,70400.0
RREYES ELECTRIC  INC,70063.0
DMonte Air INC,70000.0
ZANKEY DEVELOPMENT CORP,70000.0
NAST ROOFING COMPANY,70000.0
ROLAN ROOFING CORP,70000.0
Paul Electrical Contractor Corp.,70000.0
LAMBERT TECHNOLOGIES LLC,70000.0
CHI CONSTRUCTION INC,70000.0
SUNSHINE CONTRACTORS INC,70000.0
D & E of South Florida Corp.,70000.0
Goodnature Construction LLC,70000.0
Alvarez Building Group LLC,70000.0
CES BUILDER,70000.0
TEM SYSTEMS INC,70000.0
Falgons Construction LLC,70000.0
E R CONSTRUCTION INC,70000.0
SPAZZIO DESIGN CORP,70000.0
Panther Electric LLC,70000.0
Y & C Quality Services Inc,70000.0
STAR AIR CONDITIONING  CORP. ,70000.0
SOLTEC COMMUNICATIONS LLC,69850.0
LEYVA PLUMBING SERVICES  INC,69775.0
Tri Management Group LLC,69500.0
STARQUEST INC,69425.2
Alpat Construction Corporation,69350.0
Bravo Construction,69250.0
CTI GENERAL CONTRACTORS INC,69000.0
FLORIDA FIRE ALARM INC,69000.0
Leon Duct Work INC,69000.0
Clarks Modern Solutions Inc.,68900.0
Continental Group Inc,68842.0
LATERAL CONSTRUCTION INC,68800.0
Abbot Construction Inc.,68525.0
New Pipe Plumbing Inc,68500.0
Property Solutions LLC,68494.0
SUN POWER & LIGHT INC,68375.0
911 CONSTRUCTION LLC,68162.0
NAVCO/ NORTH AMERICAN VIDEO CORP.,68088.0
Freshform Concrete Services  Inc.,68060.0
Cayamas Electric Corp.,68039.8
SOZA ROOFING  CORP,68000.0
ECOZONE MECHANICAL CONTRACTORS CORP,68000.0
SIGNALITE INC,68000.0
A&F American Construction LLC,68000.0
HUBERGRAND ELECTRICAL LLC,67967.0
4D Construction LLC,67900.0
AIG Construction Services  Inc,67811.0
 BELTRAN CONSTRUCTION GROUP INC,67750.0
ESCALA CONSTRUCTION INC,67750.0
STRONG SERVICES USA LLC,67735.0
"COMPLETE POWER SYSTEMS ""LLC""",67683.0
DEDCO CONSTRUCTION INC,67517.0
MAGNOLIA DESIGN CENTER,67500.0
SAME DAY CONSTRUCTION INC.,67500.0
JS CONSTRUCTION 2 LLC,67500.0
QBIQ CORP,67420.0
COMPUTER ELECTRIC INC,67274.0
ESQUEMA INC,67200.0
FD CONSTRUCTION & DESIGN INC,67000.0
L P COOK CONSTRUCTION CO INC,67000.0
COOL HOUSE CORP,67000.0
LRV One Design  Inc,67000.0
Quality Cooling Systems Inc,66950.0
XTREME APPLIANCES AIR CONDITIONING & HEATING  INC,66840.0
LANDSCAPE SERVICE PROFESSIONALS  inc.,66550.0
Auvidatel Inc,66500.0
ALL CONSTRUCTION SYSTEMS INC,66500.0
R. J. Martin Electrical,66500.0
Galena Construction Inc.,66500.0
EL BISEL GLASS CORP.,66500.0
CJ POWER INC,66485.0
MODERN CONSTRUCTION CORP. ,66441.0
DRIVEWAYS BY DESIGNS  INC,66400.0
ARCHITECTURAL DEVELOPERS LLC,66250.0
Aladdin Plumbing & Construction Corp.,66250.0
Associated Painting Contractors,66140.0
CUBY CONSTRUCTION INC,66057.0
ACCURATE GAS SERVICE CORP,66000.0
ADVANCED COMMUNICATIONS TECHNOLOGY  LLC,66000.0
MIKE SCOTT PLUMBING INC,66000.0
APOEM CONSTRUCTION AND STORM SERVICES LLC ,65996.0
COASTAL MECHANICAL SERVICES  LLC.,65985.0
TOSCANO ENGINEERING INC/dba JOHN R TOSCANO INC,65900.0
SKYPE ELECTRIC INC ,65650.0
KMC Contractors LLC,65625.0
ENGINEERED AUTOMATION INC,65600.0
NATION 1 REAL ESTATE  INC. dba NATION 1 Handyman Services Inc,65550.0
DIVERSIFIED ALUMINUM SHUTTERS INC ,65547.0
HEVIA ALUMINUM & IRON WORKS  INC,65500.0
US Brick & Block Systems  LLC,65475.0
 J E S CONSTRUCTION SYSTEMS INC,65450.0
V & V MECHANICAL CONTRACTORS  INC,65445.0
Vantage Integration Inc DBA A T & I Systems Inc,65438.0
GOLD STAR ROOFING & CONSTRUCTION CORP,65300.0
HEMAR CONSTRUCTION  INC. ,65190.0
THINK & BUILD CONSTRUCTION INC,65100.0
LOGAR Construction Inc.,65000.0
YAROK BUILDERS INC,65000.0
PERFECT DAY POOLS INC.,65000.0
RONLO ENTERPRISES INC.,65000.0
DANTES CONSTRUCTION SERVICES INC.,65000.0
Bowhead Roofing,65000.0
FLORIDA STORM PANELS INC,65000.0
Engineered Environments Inc.,65000.0
Mandour Construction Inc.,65000.0
IMPACT WINDOWS USA LLC,64957.0
BPR Contracting Corp.,64901.0
A 1 INTERIOR WORKS INC,64825.0
CASANOVA SERVICES GROUP  CORP. DBA THE CERTIFIED CONTRACTORS GROUP,64800.0
Artemisa Fence & Ornamental Corporation,64763.0
S&R FLORIDA FLOORING LLC,64606.0
FCF Construction Company,64500.0
CONNECTICUT ENGINEERING INC.,64489.0
ELECTRICAL DESIGN & INSTALLATION (KW SERVICES LLC),64450.0
MIAMI STOREFRONT & WINDOWS  CORP,64375.0
Rebel Windows And Doors,64200.0
W&R Construction Group Inc.,64160.0
NEED A GENERAL CONTRACTOR INC,64125.0
SEACOAST IMPACT GLASS SYSTEMS LLC,64092.0
CANNATELLI BUILDERS INC,64000.0
HIGH GRADE ELECTRICAL CONTRACTORS CORP,64000.0
GDT GROUP CORP ,64000.0
Waterhouse Construction LLC,64000.0
WEBB MANAGEMENT INC,64000.0
A3C SMART SOLUTIONS  LLC,63812.0
Madrid Exclusive Contractors Corp,63801.0
Xtreme Fire Protection Inc,63786.0
RAM FAHEL INC.,63750.0
DONERITE PUMPS INC,63600.0
EXO CONSTRUCTION GROUP INC.,63501.0
P.A.P.  Builders INC.,63500.0
BRIGHTSTAR CM LLC,63500.0
Meridian Construction,63400.0
AQUARIUS BUILDING INC,63330.0
TriCounty Windows and Doors  LLC,63306.0
Golden Fence Company Inc,63220.0
Fla All Phase Construction Corp.,63200.0
H2O Pro Plumbing Corp,63200.0
Ultimate Fire Protection System Inc.,63100.0
U S CONTRACTING & PLUMBING SERVICES INC,63100.0
TRANS COASTAL CONSTRUCTION COMPANY,63000.0
TERRA BUILDERS  INC. ,63000.0
FOREVER ENTERPRISE CONSTRUCTION LLC,63000.0
R & B GENERAL CONTRACTORS INC ,63000.0
ATO GOLDEN CONSTRUCTION CORP,62900.0
Perfect Home Solutions Inc.,62776.0
305 WINDOWS LLC,62759.0
BALLAD ELECTRIC INC,62740.0
ZU EXPEDITE SERVICES  LLC,62576.0
MIAMI DADE DEPT OF CORRECTION & REHABILITATION,62555.0
SYSTEM CONSTRUCTION MANAGMENT LLC ,62545.0
SABINA PLUMBING CORP,62500.0
DIVERSIFIED GENERAL CONTRACTOR,62500.0
WIBY CORP ,62500.0
Triple J Plumbing Services LLC,62500.0
SUPREME PLUMBING CONTRACTORS INC,62400.0
EUROPEAN FLOORING & KITCHENS DBA EFK of Miami  INC.,62390.0
DEEN CONSTRUCTION COMPANY ,62300.0
PLAYGROUND GUYS INC ,62267.0
FERGOSA INC ,62122.0
A & J Roofing Corp,62100.0
KIKO PLUMBING INC ,62000.0
G D CONSTRUCTION LLC,62000.0
ABO Engineering Contractors Corp.,62000.0
32DEGREES SERVICES,61900.0
C & C BUILDING INVESTMENTS INC,61700.0
JAMES MCHUGH CONSTRUCTION CO,61688.0
ACCOLADE CONSTRUCTION COMPANY LLC,61625.0
R AND R REFRIGERATION AND AC SERVICE,61500.0
GP REMODEL CONSTRUCTION  DESIGN INC,61500.0
EM CONSTRUCTION LLC,61374.0
JOSEPH S ROBBIO INC,61332.0
ABACO Construction INC.,61300.0
JNY REMODELING INC,61150.0
Williams Power & Control Inc.,61053.0
QUINDEMIL AIR CONDITIONING ,61000.0
STORMWISE HURRICANE PROTECTION LLC ,61000.0
BY ELITE CONSTRUCTION,61000.0
ALL FLORIDA CUSTOM HOMES,61000.0
HVAC MECHANICAL CORP,61000.0
COLMAR CONSTRUCTION CORP,61000.0
BLUE IGUANE  INC,61000.0
National Plumbing Contractors Corp,61000.0
INTERNATIONAL CLAY USA CORP,60880.0
JD ELECTRIC CONTRACTORS LLC,60800.0
EZ FLUSH PLUMBING CORP,60700.0
ANX Builders Inc,60625.0
ADVANCED CONSTRUCTION GROUP INC.,60551.0
CONSTRUCTORA GROUP INC. ,60500.0
SOLAR CONSTRUCTION LLC,60401.0
MR.HERNANDEZ ELECTRIC LLC,60400.0
KHAN BUILDERS INC,60400.0
JONATHAN ANDREW CONSTRUCTION INC.,60375.0
MTD COMMUNICATIONS  INC,60300.0
HVAC BUILDING SOLUTIONS  CORP ,60300.0
E & P CONSTRUCTION DRIVEWAYS CORP,60300.0
QUALITY STONE BY MARTILE INC.,60145.0
AIROLOGY  INC.,60025.0
AVATAR TECH SOLUITONS CORP,60000.0
JEHVEH PLUMBING CORP,60000.0
CHOPPERS CONSTRUCTION CORP. ,60000.0
PRITTS INC,60000.0
Towers Mechanical LLC,60000.0
READYPERMITS  INC.,60000.0
REFRISTAR LLC,60000.0
JOHN MANCINI ELECTRIC INC,60000.0
T W BUILDERS OF FLORIDA INC ,60000.0
Ariel Falcon  LLC ,60000.0
PLEASANT VALLEY CORPORATION,60000.0
Interior Production Masters  Inc,60000.0
LAMANNA PLUMBING INC,60000.0
Docktek Marine LLC,60000.0
RUSTY PLUMBING LLC,60000.0
NAVES ELECTRIC SOUTH  LLC,60000.0
AIR FLO A/C SERV,59950.0
ADONAY CONSTRUCTION INCORPORATED,59800.0
BUILDNET CORP,59750.0
V V SPECIALTY BUILDERS CORPORATION ,59700.0
TROPICKOOL ENGINEERING LLC,59680.0
NORTHSTAR BUILDING SYSTEMS,59600.0
24ADD.COM.CORP,59500.0
Window Plus,59500.0
ADVANCE A/C & DUCT CLEANING INC ,59500.0
NATALIE WINDOWS INC.,59500.0
Flooring Kingdom Inc.,59287.0
Betancourt Construction Inc.,59200.0
MG Design & Construction,59000.0
Kairos Roofing,59000.0
USALARM OF NORTH FLORIDA INC.,59000.0
Miami Iron Work Inc.,58841.0
M & V ROOFING SERVICES CORP,58800.0
HURRICANE SHUTTER PROS LLC,58722.0
ALL ABOUT DOORS & FLOORS INC.,58647.0
Eagle Concrete Corp.,58600.0
Megatrend Inc.,58501.0
MIAMI FLOOR AND DECOR  INC,58500.0
AIRPORT CONSULTING GROUP LLC ,58450.2
Greenland Construction & Engineering LLC,58450.0
BP CONSTRUCTION PROS LLC,58449.0
KINGDOM VISION CONSTRUCTION CORP,58425.0
Alex Electric Service Inc,58200.0
Coastland Construction  Inc.,58176.0
SOUTHERN COAST FOUNDATION SYSTEMS,58100.0
JJAG ELECTRICAL LLC,58000.0
ARTICA LLC/DO NOT USE THIS COMAPNY ,58000.0
A CLASS HEATING & COOLING LLC,58000.0
CIELO ROOFING INC,58000.0
ALL PHASE CONSTRUCTION USA LLC ,58000.0
FISHBOX PLUMBING LLC,58000.0
LIBERTY ROOFING CONTRACTING  LLC,58000.0
Air Cooling Inc.,58000.0
TRU SOLUTION ELECTRIC LLC,58000.0
TWC SERVICES  INC.,57965.0
Quality Design & Construction  Inc,57915.0
American Purchasing Corp DBA APC General Contractor,57840.0
M O T CONTRACTORS,57803.0
GILARDONI INC,57800.0
SOUTHERN CHUTE INC,57775.0
DISCOUNT GAS LLC DBA MIAMI GAS,57600.0
JIREH ROOFING CONTRACTOR USA  INC,57600.0
TEICON GROUP  INC.,57501.0
KIMBERLY AIR INC,57500.0
ARAWAK & CARIB ALLIANCE CORP,57500.0
Lenox Development,57490.0
AXS ELECTRIC SERVICE LLC,57425.0
NOMA CONSTRUCTION (NO EIN ON SUNBIZ),57415.0
MIAMI POOL TECH  INC,57254.0
BROWN LEGACY BUILDERS,57189.0
PERKINS ROOFING CORPORATION,57111.0
Plumbing Police Miami Inc,57100.0
Teleco  Inc  dba S Florida,57076.0
Shields Plumbing LLC,57000.0
TRIPLE A ELECTRICAL SERVICES,57000.0
LEZAS PLUMBING CORP.,57000.0
TVI CONSTRUCTION  CORP,57000.0
Alarm Brokers of Florida LLC,57000.0
Zoom Contracting Services LLC,57000.0
AMERICAN REFRIGERATION INSTALLERS LLC,56807.0
Prestige Roofing Consultant Inc.,56800.0
Angular Stone LLC DBA HOME REMODELING & DESIGN,56800.0
SAIVAY CONSTRUCTION INC DBA JS ELECTRICAL CONTRACTOR INC DBA ADVANCE ROOFING & WATERP,56700.0
R C Marble and Granite Installation Inc.,56580.0
LAO Construction Inc.,56578.0
N & K ELECTRIC LLC,56550.0
SOUTH TECH ELECTRIC CORP,56550.0
The Bertot Group LLC,56500.0
FLORIDA CONSTRUCTION PROJECTS LLC,56500.0
FLORIDA R GROUP  CORP,56500.0
MAJACO ROOFING CONTRACTOR  LLC  ,56500.0
Miami Engineering Services Inc.,56438.0
JV PALMA ELECTRIC CORP,56340.0
PERSPECTIVE GLASS COMPANY INC,56300.0
BILTRITE STORM PROTECTION,56259.0
AMERICAN FENCE SHOP  LLC ,56250.0
Air Miami Mechanical Inc.,56225.0
Major League Builders Inc,56188.0
Adan Electrical Services LLC,56100.0
JCN PLUMBING CORP,56000.0
All Pro Plumbing of South Florida Inc.,56000.0
FONTAINE POOLS LLC,56000.0
D.C. ENGINEERING AND CONSTRUCTION GROUP  INC,55922.0
All American Floors Inc.,55834.0
ATRIOS CONSTRUCTION GROUP LLC,55750.0
B P F Contractors Inc,55692.0
SIERRA ELECTRIC INC,55640.0
 Paradise Awnings Corp.,55600.0
24/7 Air Conditioning Service Corp.,55500.0
DNA GENERAL CONTRACTING,55500.0
ATEAM ENERGY SERVICES  INC. dba EVO AIR,55500.0
Turin Construction Corp,55499.0
WACHTER INC,55476.0
FLORIDA QUALITY ELECTRIC LLC,55447.6
Bel Air Services & Air Conditioning Inc.,55420.0
TECHGROUPONE  INC ,55405.0
ONE WAY ELECTRIC  INC. ,55150.0
ODRASIL INC,55000.0
Florida Commercial Roofing & Construction LLC,55000.0
NEW AGE CONTRACTING CORP,55000.0
Luis Quality Construction INC,55000.0
GOMEZ ROOFING COMPANY,55000.0
AERIS COOLING GROUP INC,55000.0
PREMIER HEATING & COOLING INC,55000.0
RONS AIR CONDITIONING INC,55000.0
TERRA HYLE CONTRACTORS INC,55000.0
Somar Pools LLC,55000.0
SUNCOAST POWER LLC,54700.0
STEPHEN MATTHEW ELBAZ PLUMBING LLC,54500.0
KD CONSTRUCTION & CONSULTING  INC/DBA THE WATER RESTORATION GROUP  INC,54438.0
White Electric Inc,54425.0
BEECH ELECTRICAL CORP,54425.0
Extreme Voice and Data Communications Inc.,54416.0
DDC FIRE ALARM CONSULTING  CO,54334.0
Advanced Recreational Concepts LLC,54307.0
UNLIMITED LAWN IRRIGATION INC,54300.0
LAW CONSTRUCTION GROUP INC,54200.0
AVIV CONSTRUCTION CORP,54188.0
Elpro Systems Inc.,54100.0
AIR GUYS INC,54095.0
LAMAR CONTRACTORS  LLC,54000.0
AG UNLIMITED ELECTRICAL CONTRACTOR LLC,54000.0
SERVILACON  CORP.,54000.0
Optical Broadband Integrated Service Corp,54000.0
FLAMINGO FLOORS CORP ,54000.0
JAR Communications,53850.0
EMPIRE WINDOWS SYSTEM  INC,53800.0
Urban Redevelopment Corp,53800.0
TARGET TEMP REFRIGERATION CORP,53750.0
YABAS ELECTRICAL INC,53731.0
ENERGY & LIGHT SERVICES LLC,53660.0
Firetech Services Inc,53650.0
URBANISTIC & DESIGNERS INC,53500.0
RAMI JEDA,53500.0
FLORIDA WEST COAST CONSTRUCTION,53500.0
SUN EAGLE GENERAL CONTRACTORS CORP,53400.0
DANTO ELECTRIC INC,53200.0
BKR GENERAL CONSTRUCTION  INC.,53150.0
ARTEPATIO LLC,53064.0
Regal Power Inc.,53050.0
GS INIMA USA CONSTRUCTION CORPORATION,53000.0
EMPIRE WORKS,53000.0
SAINC CORP.,53000.0
MAIN LINE PLUMBING  INC.,53000.0
U. S. REMODELERS  INC. ,53000.0
Alayo Building Company LLC,53000.0
MEGA BUILDERS LLC,52926.0
Green Home Builders Inc,52906.0
A.V.L.E. Builders Inc.,52813.0
COMFORT SQUARE  INC.,52600.0
South Florida Electric LLC,52600.0
WARREN CONTRACTING AND DEVELOPMENT INC,52598.42
KP PLUMBING INC,52500.0
RAPID ROOFING INC,52500.0
MEDOFF ELECTRIC COMPANY,52406.0
EMP ELECTRICAL CONTRACTORS LLC,52357.6
Climatrol Quality Aluminum Products Inc.,52350.0
BUILTRITE POOLS & SPAS INC ,52300.0
MEG DEVELOPMENT LLC ,52257.0
AMERIS BEST HOME INC,52220.0
Bryant Electric LLC,52200.0
Statewide A/C Services Inc,52200.0
PERSAL PROPERTY IMPROVEMENTS  INC.,52150.0
James Philip Drago Certified Contractor Inc,52100.0
BLUESTREAM PROFESSIONAL SERVICES L.L.C. ,52000.0
1A FLORIDA PLUMBING INC,52000.0
ACCUSONIC INC,52000.0
ARUBA CONSTRUCTION AND ROOFING  INC.,52000.0
DIGITAL HOME PROFESSIONALS INC,52000.0
EBM ENGINEERING  INC,52000.0
D P CONSTRUCTION INC,52000.0
Ignite Statewide Inc,51800.0
A & A ESPADA SERVICES  CORP.,51800.0
FIREBRANDS UNLIMITED INC,51700.0
HVAC MASTERS FL LLC,51570.0
I E  I Electrical Contractors Inc.,51500.0
