CompanyName,TotalCost,CompanyName,RemSQFT
RCPA Builders Inc.,120753.0,9,206.0
M S GENERAL CONTRACTORS  INC.,120750.0,8,1292.0
NATALIE WEST CONTRACTORS  INC. ,120710.0,17,0.0
SUPERIOR LANDSCAPING & LAWN SERVICE INC.,120699.0,6,1000.0
NEXT SOLAR  INC,120613.0,6,650.0
CLN GROUP  LLC ,120500.0,5,500.0
Renova General Contracting LLC,120250.0,6,2960.0
Compass Engineering Inc,120225.0,1,1374.0
G6 INVESTMENTS PA,120100.0,4,1000.0
PIPEMASTERS PLUMBING SERVICES INC,120000.0,2,8156.0
DI OBRA DEVELOPMENT GROUP CORP,120000.0,1,1290.0
Aim Heating and Cooling INC,120000.0,1,6761.0
AWAKEN GROUP LLC,120000.0,1,2300.0
ANY TIME PLUMBING CORP,120000.0,3,68428.0
AMERICAN CAPITAL REAL ESTATE GROUP  LLC,120000.0,2,700.0
HIRSCH CONSTRUCTION CORP ,120000.0,1,1343.0
FUENTES AC SERVICES INC,120000.0,3,4166.0
WDR TECHNOLOGY CORP,120000.0,3,1985.0
ROYAL PALM ORGANIZATION LLC D.B.A. ROCKET LAND DEVELOPMENT,120000.0,1,0.0
BELLAMAR CONSTRUCTION GROUP LLC,120000.0,1,1360.0
GC Development LLC,120000.0,2,0.0
TRIPLE M ROOFING CORP,120000.0,1,0.0
B CONTRACTORS GROUP  CORP/dba.EB PAINTING CARPENTRY & DRYWALL INC,119876.0,3,1590.0
Galloway Contractors and Builders Inc.,119801.0,17,3845.0
ACORD CONSTRUCTION GROUP CORP,119576.0,4,1470.0
Journey Enterprise INC.,119574.0,1,0.0
WM PLUMBING  INC,119560.0,10,7432.0
OZZYS GOLDEN CONSTRUCTION  INC,119500.0,3,1298.0
Master Cooling Contractor LLC,119500.0,7,0.0
Milian Service Repair Corp,119250.0,7,7135.0
 ADCO Overhead Garage Doors Inc.,119181.0,31,0.0
Vista construction and remodeling LLC,119175.0,1,1362.0
BERGERON PLUMBING INC. ,119000.0,5,11486.0
A PLUS ROOFING CORP ,119000.0,5,0.0
BLUE DIAMOND AIR CONDITION INC,119000.0,4,9924.0
Miami HVAC LLC,118985.0,3,1000.0
 Hamilton Safe & Security Systems ,118844.0,12,0.0
CRUZS CONSTRUCTION & PROFESSIONAL GROUP LLC,118664.0,2,4026.0
Rybritt Inc,118500.0,2,300.0
Marnade Services BH Co,118485.0,8,9017.0
 PLUMBERS ENTERPRISE CORPORATION,118400.0,6,0.0
NOVA AIR CONDITIONING INC. ,118325.0,7,10703.0
Cool Team Services Inc,118300.0,5,2675.0
National Fire Protection LLC,118125.0,6,0.0
Jo Jochy Air Conditioning Contractors Inc.,118050.0,8,24487.0
DETAIL PLUMBING LLC,118000.0,3,5146.0
HUMBERSTONE CONSTRUCTION COMPANY,117875.0,3,500.0
SUNTECH ENGINEERING & CONSTRUCTION INC,117503.0,5,860.0
SOUTHEAST MECHANICAL SERVICE,117500.0,6,33054.0
Douglas Taylor Air Conditioning & Refrigeration Inc,117500.0,2,15302.0
Ramco Electrical Contractor Inc. ,117000.0,11,18725.0
Pulles Plumbing Co.,117000.0,5,5753.0
New Form  INC.,117000.0,3,250.0
ADVANCED POWER TECHNOLOGIES  LLC,117000.0,5,2763.0
Island Fire Protection Systems,116800.0,22,0.0
M.E.P. Contractors Corp,116731.0,11,6292.0
Remior Industries Inc,116700.0,2,0.0
TROPICO ELECTRICAL CONTRACTOR  LLC,116500.0,4,9376.0
DEL MAR REAL ESTATE LLC/dba Rieber Development,116416.0,2,1169.0
LAKESIDE CONTRACTING CORP,116375.0,1,1330.0
ALLSTATE DIVERSIFIED ENGINEERING INC.,116067.0,8,0.0
ECOENERGY CONSTRUCTION LLC,115900.0,16,9052.0
CBE Air Services ,115850.0,3,7847.0
EMP 3 SOLUTIONS INC ,115800.0,3,9644.0
ABL CONTRACTOR CORP,115700.0,8,2336.0
Alvarez Appliance Installation & Repair Inc.,115550.0,6,13661.0
SAN CRISTOBAL AIR CONDITIONING  CORP.,115509.49,6,6117.0
GREY CUSTOM POOLS INC.,115500.0,6,0.0
SOUTH FLORIDA FOREMOST ROOFING AND WATERPROOFING SERVICES CORP,115450.0,3,0.0
GABLES GROVE CONSTRUCTION MANAGEMENT  INC.,115125.0,2,0.0
M&DR BUILDERS  INC.,115000.0,4,0.0
HPRO CONSTRUCTION INC.,115000.0,2,0.0
PRIORITY CONSTRUCTION MANAGEMENT INC,114900.0,8,225.0
GALFA CEE CO,114752.0,4,1170.0
WIRETECH LLC,114700.0,5,2406.0
South Dom Electric  INC.,114600.0,13,0.0
FORTY SIX GROUP CONSTRUCTION LLC,114501.0,4,20.0
A Young Plumbing Corp,114500.0,11,5116.0
COASTAL PLUMBING OF SOUTH BEACH  INC,114173.0,11,11525.0
MIAMI CUSTOM SWIMMING POOL CORP.,114000.0,6,0.0
APOGEE MECHANICAL LLC dba HIGHEST POINT MECHANICAL,114000.0,2,10710.0
KEYSTONE BUILDERS INC,114000.0,6,0.0
Genereve Construction LLC,114000.0,8,1300.0
ONAIR INC,114000.0,4,7385.0
V & G GENERAL SERVICES LLC,114000.0,4,3501.0
ALLSTATE ENGINEERING   CO,113888.0,2,0.0
SUNSET POOLS & SPAS INC,113750.0,6,0.0
Burke Construction Group Inc.,113500.0,3,0.0
INTERLINK GROUP PROFESSIONAL SERVICES  INC.,113441.0,3,0.0
South Best Electric LLC ,113413.0,12,7297.0
HARBOR KEY ELECTRIC  LLC,113240.0,7,3048.0
COMNET COMMUNICATIONS  LLC,113168.0,2,0.0
P & J CONSTRUCTION MANAGEMENT CORP.,113000.0,3,1520.0
MR. CRICKET  INC. ,113000.0,4,380.0
CASA TUA CONSTRUCTION GROUP LLC,113000.0,3,1485.0
E L C I CONSTRUCTION GROUP INC,113000.0,2,1005.0
Ricks Cooling Inc.,113000.0,10,2813.0
Benchmark Construction Consulting & Management  Inc,112722.0,2,2598.0
SMART INNOVATIONS LLC ,112611.0,8,194.0
NORCA AIR CONDITIONING AND HEATING CORP,112526.0,4,16046.0
UNITED RESTAURANT EQUIPMENT & SERVICES CORP,112450.0,5,5919.0
PERFECT STORM SHUTTERS INC,112428.0,14,0.0
Neekava  LLC,112300.0,4,0.0
Seasons Air Conditioning  Inc,111595.0,5,7582.0
NATIONAL FIRE SECURITY INC,111520.0,14,0.0
PDELTA CONSTRUCTION LLC,111430.0,3,0.0
RC Quality Tech Air Conditioning Inc,111200.0,3,1274.0
MF7 SERVICES CORP,111000.0,3,800.0
Pacific Air Conditioning & Refrigeration Corp,110898.0,8,23039.0
J C O INDUSTRIES INC,110801.0,2,1739.0
UNIVERSAL TILE GROUP & HOME RENOVATIONS  INC,110501.0,4,120.0
H & M Builders LLC,110500.0,5,0.0
BNT SERVICES  INC.,110420.0,4,0.0
Deco Concrete Inc,110405.0,17,0.0
MED BUILDERS CORP,110274.0,4,0.0
Alemany Building Solutions Corp.,110192.0,12,0.0
BILANTAR  INC. ,110150.0,4,120.0
EUROPE DESIGN INC. ,110100.0,13,0.0
SOFLA LANDSCAPING INC,110000.0,5,0.0
ACOSTA PLUMBING SERVICE,110000.0,6,15224.0
Urban Renaissance,110000.0,3,2300.0
D.A.N.C BUILDERS UNLIMITED LLC,110000.0,2,616.0
DEVELOPMENT 91 LLC,110000.0,2,1440.0
HALCYON BUILDERS  INC. ,110000.0,1,757.0
Storecrafters INC,110000.0,1,1177.0
HITECH PLUMBING GROUP  CORP,110000.0,13,11576.0
DUFFEY SOUTHEAST INC,110000.0,1,200.0
Intellisite Inc,110000.0,3,0.0
Jax Hvac Inc,109985.0,1,9514.0
FOODSERVICE REFRIGERATION INC,109942.0,2,1100.0
ALL FLOORING & CONCRETE POLISH LLC,109849.0,18,0.0
CASA Q Inc.,109751.0,4,500.0
ALL TEMPERATURE SERVICE INC,109750.0,5,11623.0
COOLING ENGINEERING GROUP,109725.0,8,0.0
The Go 2 Guy LLC,109672.0,4,0.0
ALASUR INTERIOR CORP,109063.0,5,691.0
Raven Electric,108910.0,16,558.0
1 UP Builders,108892.0,2,1646.0
AMERICAN BUILDINGS CONSTRUCTION INC,108782.0,2,400.0
QUANTUM ELECTRIC SYSTEM CORP,108735.2,6,2361.0
PETRO SOLUTIONS,108685.0,5,74.0
CHIMES CONSTRUCTION COMPANY  LLC(do not use),108628.0,6,0.0
STOL CONSTRUCTION CORP.,108500.0,2,0.0
PRIDE FLOORING LLC,108396.0,9,0.0
SHUTTERS DEPOT LLC.,108367.0,35,0.0
Layer 8 Security LLC,108260.0,2,0.0
BRIGHT FLOORING DESIGNER CORP,108222.0,19,0.0
ACCU ROOFING LLC ,108200.0,4,0.0
Original Plumbing INC,108175.0,11,9988.0
Jogovi Construction LLC,108000.0,1,1350.0
SUPREME PLUMBING CORP,108000.0,9,3438.0
Covi 2 Construction Corp,108000.0,1,900.0
Borkat Plumbing Services LLC,108000.0,6,5298.0
DADE APPLIANCE & AIR CONDITIONING CORP,107995.0,5,20930.0
EU International LLC,107950.0,2,1221.0
ERA WINDOWS & DOORS  CORP,107728.0,3,0.0
BLUE BAR PLUMBING INC,107500.0,8,3345.0
IBIS Roofing INC.,107350.0,2,0.0
BLACK DIAMOND CONSTRUCTION GROUP  LLC ,107301.0,6,0.0
PG RESTORATION COMPANY,107161.0,4,0.0
Status Construction & Development,107100.0,4,10.0
A & A Plus Services Inc,107000.0,1,1200.0
MIAMI ROOFING SYSTEMS  INC,107000.0,2,0.0
America Engineering Contractor Inc,107000.0,4,100.0
CS STONEHENGE CONSTRUCTION  CORP,106995.0,10,6821.0
RN ENGINEERING  INSPECTION & CONSTRUCTION INC,106900.0,6,580.0
MGM GENERAL CONTRACTING INC,106800.0,2,374.0
Gentle Breeze Corp,106775.0,8,13031.0
A/C SERVICE DORAL  INC,106679.0,1,0.0
Prime Spot INC.,106651.0,5,24.0
Morrison Contractors Inc.,106650.0,6,0.0
UNIVERSAL WORLD CONSTRUCTION  INC DBA Universal World Roofing,106500.0,4,233.0
STAR POOL BUILDERS INC. ,106500.0,5,0.0
SOLO AIR COND & HTG CO INC,106485.0,3,7584.0
SOUTHEAST SECURITY CORPORATION,106400.0,1,0.0
PTM Electric Inc.,106150.0,4,5288.0
TEIDE  CORP,106100.0,4,14213.0
VSM CONSTRUCTION GROUP LLC,106000.0,5,1020.0
Dadis Unit Refrigeration Inc,106000.0,3,4273.0
Quintana Electric Brothers Inc.,106000.0,6,1937.0
MVRT  INC. ,106000.0,5,0.0
A.B.Y. Plumbing Corp,106000.0,11,4778.0
Roura Construction Group INC,106000.0,1,0.0
NAVARRO ELECTRICAL SERVICE INC,105967.0,9,2653.0
Domestico Builders LLC,105964.0,3,150.0
STATE BUILDING CONTRACTORS LLC,105900.0,6,0.0
LANIER PLANS INC DBA KORKAT,105899.0,1,0.0
KIACO LLC,105582.0,4,3080.0
P & I CARPENTRY  INC.,105550.0,8,200.0
TOP CHOICE RENOVATION CORP,105522.0,7,442.0
ICON GROUP ENGINEERS LLC ,105400.0,5,0.0
DUVA SERVICES INC,105370.0,4,760.0
CAM Construction Services Inc.,105000.0,1,1200.0
AE TECH CORPORATION ,105000.0,8,4838.0
CC CONSTRUCTION LLC,105000.0,2,0.0
WG CONSTRUCTION LLC,105000.0,2,918.0
BRADY roofing and sheet metal inc,105000.0,1,1200.0
BIG PLUMBING CORP,105000.0,4,4425.0
 DYNAMIC AIRFLOW  CORP,104985.0,7,15694.0
SUNSHINE COAST ENGINEERING AND DEVELOPERS INC.,104900.0,7,0.0
AMAZING DESIGN & SERVICES LLC,104900.0,3,1096.0
DRAIN MASTER USA Co,104600.0,12,1998.0
Evergreen Homes of Florida Inc ,104577.0,6,1.0
VGL CONSTRUCTION & ENGINEERING INC,104563.0,9,481.0
DOC DESIGN ORIENTED CONSTRUCTION PA,104516.0,4,1380.0
All County Construction Inc.,104500.0,13,0.0
RIGHT NOW AIR SOLUTIONS LLC,104500.0,6,10954.0
V and D Plumbing Services Inc,104450.0,16,9461.0
BUILDERS CHOICE RESTORATION  LLC,104350.0,1,0.0
CHAAR COOLING INC,104250.0,6,11989.0
FLORIDA IMPACT WINDOWS AND DOORS INC,104143.0,4,683.0
WAREHAM CONSTRUCTION INC,104063.0,5,320.0
RAF CONSTRUCTION LLC,104000.0,3,5050.0
INTEGRITY STRUCTURES & ROOFING LLC,103751.0,2,900.0
JDI Construction Services Inc,103688.0,1,1659.0
Circle Security Solutions USA LLC,103500.0,7,0.0
F.A. General Contractor Services Corp,103500.0,5,926.0
SPRINGER ROOFING LLC,103500.0,5,0.0
Henrys Fence Inc.,103300.0,13,0.0
CUSI Electrical Solutions Inc.,103150.0,4,9846.0
ELITON CONSTRUCTION CORP/,103000.0,3,800.0
PARAMOUNT PLUMBING SERVICES LLC,103000.0,9,7941.0
LUGO PAINTING CO,103000.0,3,0.0
HERNANDEZ CONSTRUCTION & REMODELING INC,103000.0,2,1062.0
Americas Window and Door Store LLC,102964.0,3,0.0
King Gates Builders INC,102900.0,3,1904.0
TITAN DEVELOPERS INC ,102888.0,4,1023.0
Ameriglass Contractor Corp,102800.0,2,0.0
R.W. HARRIS INC,102750.0,1,1000.0
Aragon Construction CORP,102700.0,8,0.0
ACCESS POINT TECHNOLOGIES,102683.0,8,0.0
ARC Services Group LLC,102601.0,5,2400.0
C4 ORION ENTERPRISES  LLC,102560.0,8,338.0
SOUTH FLORIDA WINDOWS & DOORS  INC.,102560.0,2,0.0
JOSEPH A. MARCELIN  CONSTRUCTION   INC.,102375.0,7,2699.0
Consolidated Building Technologies LLC,102000.0,1,1077.0
POMA CONSTRUCTION CORP.,102000.0,4,0.0
BEACH AIR CONDITIONING SERVICE INC.,102000.0,2,6597.0
Artic Breeze Air Conditioning Corp/Artic Breeze Roofing Corp.,101850.0,12,16015.0
JALCO CONSTRUCTION INC DO NOT USE,101795.0,4,909.0
I Link Services Corp,101750.2,6,0.0
UNION GENERAL CONTRACTORS  INC.,101520.0,1,2995.0
AMEG SERVICES  INC. ,101500.0,2,0.0
MILIAN QUALITY AIR LLC,101485.0,4,5154.0
L&N BUILDERS GROUP,101362.0,10,0.0
SPIKEBUSTERS INC.,101312.0,11,4002.0
BARAKAH ENTERPRISES & SERVICES LLC,101150.0,9,698.0
COASTAL INNOVATIONS,101114.0,3,1.0
Contierra Engineering Contractors,101100.0,3,0.0
JDS ASPHALT ENGINEERING CORP,101100.0,11,0.0
PEOPLES ELECTRIC  INC. ,100915.0,5,4111.0
LV ELECTRIC CORP.,100900.0,2,2900.0
CLIMAX INC ,100900.0,3,4974.0
ALL IN ONE REPAIRS LLC,100785.0,6,5679.0
CARIBBEAN INVESTMENT GROUP INC,100625.0,1,1150.0
AMPLUS AIR CONDITIONING CONTRACTOR  INC. ,100485.0,2,1400.0
FORTUNE DESIGN & CONSTRUCTION CORP,100319.0,10,325.0
FORMULA DEVELOPMENT & CONST MANAGEMENT INC,100245.0,4,4975.0
Lenin Construction Inc,100200.0,5,2591.0
AEINCAEINC CORP,100025.0,8,100.0
Last Minute Inc,100000.0,5,6503.0
EDS ISLAND TIME SERVICES INC.,100000.0,1,0.0
C.E. Construction & Development Corp,100000.0,1,500.0
JP PLUMBING INC,100000.0,9,2623.0
B.W.B CUSTOMS INC,100000.0,1,0.0
WORRY FREE PLUMBING INC,100000.0,1,64986.0
TRINITY TELECOM,100000.0,1,0.0
Master Painting & Remodeling Incorporated,100000.0,2,0.0
Artisan Custom Homes Of S Florida Inc,100000.0,1,500.0
ALL CONSTRUCTION & PLUMBING INC,100000.0,1,0.0
M.Z. DESIGN  INC. ,99925.0,3,750.0
A D R DEVELOPMENT CORP,99875.0,4,4650.0
GULFCOAST CONSTRUCTION MANAGEMENT CORP,99815.0,4,630.0
F & A ELECTRIC CONTRACTORS LLC ,99737.0,6,5600.0
MARDECK ELECTRIC INC,99511.0,11,3085.0
DADE SUPER COOL AIR CONDITIONING INC,99500.0,4,7558.0
AIR & HEAT UNLIMITED CORP   ,99475.0,8,7278.0
Turn Two Electric Inc.,99400.0,3,0.0
NEXT GENERATION ENERAIE INC,99400.0,1,5679.0
ACEXTRA INC,99080.0,8,3012.0
MASTER PAVING ENGINEERING INC,99000.0,7,3391.0
MAIER CONTRACTING & CONSULTANT,99000.0,1,275.0
JEDI ACEVEDO CONSTRUCTION CO,99000.0,5,0.0
Hernandez Metal Fabricators Inc,98995.0,2,0.0
RELIABLE PROPERTY SERVICES  LLC,98935.0,6,0.0
CROSSBOWER CORPORATION,98870.0,1,0.0
GEORGES INTERIOR DESIGN INC,98630.0,7,0.0
COOL FLOW AC LLC,98500.0,2,3365.0
ALLIED CONSTRUCTION SOFL GROUP LLC,98500.0,9,0.0
MIDALYN DEVELOPMENT INC,98500.0,2,200.0
L.G. FLORIDA GENERAL CONTRACTORS INC.,98200.0,5,3940.0
Forever Propane,98139.43,10,2058.0
 DONATE ELECTRICAL SEVICES INC,97850.0,10,3722.0
XMC AMERICAS INC,97701.0,4,0.0
Chicos Contractors Inc.,97500.0,1,1800.0
SKY BEAM CONSTRUCTION LLC,97450.0,5,457.0
EM RESTORATION EM Professional Services Inc,97400.0,3,850.0
H. L. SUPERIOR REMODELING CORP.,97376.0,4,1406.0
U.S. POWER & ELECTRIC INC,97320.0,8,1721.0
Habitec Builders LLC,97250.0,2,1100.0
LINAR CONSTRUCTION GROUP LLC,97250.0,3,300.0
Fahrenheit Services Air Conditioning & Refrigeration  Inc.,97200.0,8,13081.0
Jade Electrical Services,97200.0,6,7352.0
GMB Construction Inc.,97160.0,1,0.0
INTERIOR GLASS DESIGN LLC,97026.0,2,0.0
HIGHGRADE ELECTRICAL OF FLORIDA LLC,97000.0,15,8330.0
MILIANI CONSTRUCTION CORP,97000.0,5,800.0
Aircon Management Corp.,96985.0,1,0.0
EDUCE CONSTRUCTION CORP,96955.0,5,2040.0
L E PRESTIGE LLC,96768.0,1,0.0
Fine Design Builders,96742.0,6,372.0
 BUENO CONSTRUCTION COMPANY  INC. ,96600.0,3,961.0
Industrial Shadeports INC,96570.0,2,0.0
Powerhouse Builders of South Florida Inc.,96500.0,5,0.0
OM AIR & ELECTRICAL LLC,96500.0,4,9403.0
DuraServ Corp DBA Overhead Door Company of South Florida,96350.0,6,0.0
Harmack Company,96300.0,1,1100.0
Met Roofing Inc.,96204.0,3,0.0
Lambert Bros Inc.,96000.0,1,79.0
RUNU CONTRACTING INC,96000.0,4,0.0
PRINCETON KITCHEN AND BATH,96000.0,1,0.0
TOLEDO CONSTRUCTION SERVICES LLC,95939.0,1,443.0
VALERO POOLS,95900.0,4,0.0
NORTEX ELECTRIC SERVICES INC,95880.0,2,4642.0
ALCON WINDOWS AND DOORS CORP,95869.0,5,0.0
CONNECTIVE ELECTRIC INC.,95757.0,7,3707.0
Atlas Roofing INC.,95750.0,3,0.0
STATEWIDE HOMES LLC,95613.0,6,1806.0
PRIME ONE CONSTRUCTION CORP,95500.0,3,198.0
SWIFT ROOFING CONTRACTOR  INC.,95400.0,6,0.0
Sunview Construction LLC,95300.0,9,0.0
M.M AIR CONDITIONING INC.,95225.0,3,8293.0
MADI CONSTRUCTION INC,95207.0,8,0.0
LP Electric Corp,95171.0,8,3471.0
WIND READY INC,95152.0,3,0.0
DESIGNER POOLS INC,95000.0,6,0.0
STRUCTURAL TECHNOLOGIES  LLC,95000.0,1,0.0
KOLTEC REFRIGERATION AND AIR CONDITIONING LLC,95000.0,1,0.0
FLORIDA GC SOLUTIONS INC.,95000.0,1,0.0
DISCOVERY PLUMBING CORP,95000.0,2,7860.0
Lugo Prime Services  Inc,95000.0,3,0.0
FDC OXEN  INC,95000.0,1,725.0
KINGWIRE ELECTRIC INC,94900.0,5,7341.0
MG ELECTRICAL CONTRACTOR CORP,94850.0,11,7333.0
QUALITY CONSTRUCTION TECHNOLOGIES CORP,94838.0,2,1407.0
Emenco Corp,94800.0,2,1000.0
Stone & Properties Group LLC,94750.0,3,580.0
NORTH STAR CONTRACTORS INC,94600.0,1,0.0
DELTA ELECTRIC LLC,94500.0,4,3424.0
HEMAG INC ,94444.0,9,0.0
FRANTECH  INC.,94210.0,8,0.0
T & S Roofing Systems Inc,94210.0,7,15.0
FRC MECHANICAL  INC,94200.0,4,4014.0
HAMMER CONSTRUCTION CORP,93870.0,4,1090.0
OV DOORS CORP,93844.91,1,0.0
Leonard Air Plumbing INC,93770.0,12,9534.0
ZENITH ELECTRIC  LLC,93500.0,2,0.0
JT Mechanical Services LLC,93500.0,4,9000.0
Adonai Roofing Inc.,93470.0,10,0.0
NON STOP AIR CONDITIONING INC ,93435.0,11,10596.0
Excellence In Stone Inc.,93300.0,2,0.0
PRO INSTALLATIONS FENCE & MATERIALS INC,93190.0,11,0.0
Ameritrust Residential Services  LLC,93126.0,2,0.0
BDC CONSTRUCTION CORP.,93118.0,2,925.0
W D M ELECTRIC INC,93000.0,3,350.0
S.B. DECORATIONS INC,93000.0,10,0.0
ACME BUILDING CONTRACTORS CORP,93000.0,2,0.0
QUALITTA ARCHITECTURAL SOLUTIONS LLC,92800.0,4,0.0
Electricians On Call Corp,92626.0,4,8027.0
ECOPURE CONSTRUCTION  INC. ,92625.0,4,686.0
NV2A GROUP  LLC,92525.0,7,0.0
FROZEZONE  CORP,92500.0,4,7559.0
HOGAN CONSTRUCTION COMPANY INC,92500.0,3,750.0
LIFESTYLE CONSTRUCTION GROUP LLC,92500.0,3,2406.0
Premier Stoneworks LLC,92500.0,1,0.0
EDGRELECTRIC INC,92450.0,3,1680.0
Old Crafters Inc.,92173.0,5,0.0
NATHANS CARPET  INC.,92035.0,15,0.0
C & T Air Service Inc,92000.0,2,10000.0
FASTDRY COURTS INC,92000.0,1,0.0
SYZYGY GLOBAL  INC,92000.0,1,0.0
Mesa Construction Company,91928.0,14,1985.0
Air Solutions and Repairs LLC,91775.0,5,5109.0
TRISYSTEMS GROUP  INC.,91720.0,7,6327.0
High Point Roofing Corp,91600.0,4,0.0
Chanin Mechanical LC,91600.0,6,11885.0
2EAC AIR  LLC,91500.0,7,8468.0
Cleaning & Restoration Corp. dba SERVPRO OF BRICKELL ,91500.0,5,0.0
New Jupiter Construction Corp,91500.0,9,1424.0
L. B. ELECTRIC INC,91499.0,4,203753.0
CITY LIGHTS ELECTRIC INC,91350.0,5,7604.0
GV QUALITY WORKS LLC,91258.0,5,0.0
PBM WINDOOR  INC.,91225.0,6,0.0
ID TELECOM & DATA INC.,91200.0,15,0.0
HERNS UNLIMITED ELECTRICAL CONTRACTOR INC,91026.0,8,2615.0
SOLID BUILDERS CONSTRUCTION COMPANY,91000.0,1,87.0
ACCURA ELECTRICAL CONTRACTOR  INC. ,90901.0,3,0.0
HERNANDEZ FIRE PROTECTION  INC. ,90801.0,21,0.0
SERVICONST CORP,90785.0,8,240.0
Aykon Management consulting inc,90688.0,1,1332.0
TELESCO CONSTRUCTION COMPANY INC,90625.0,2,200.0
AWC CORP d/b/a A W C Windows,90250.0,5,0.0
L & J CONSTRUCTION LLC,90250.0,14,1596.0
AMERICOLD LLC,90249.0,2,0.0
CAPTAIN HARRYS HI TECH POOLS INC,90100.0,6,0.0
Techpro Security Products  LLC,90050.0,4,0.0
QUALITY WIRING INC,90047.0,6,0.0
CHACON MARBLE & GRANITE LLC ,90045.0,3,0.0
SOUTHERN CONSTRUCTION & DESIGN LLC,90000.0,2,900.0
MC & C SERVICES LLC,90000.0,6,8000.0
HERNANDEZ UNDERGROUND CORP.,90000.0,2,0.0
BACHILLER IRON WORKS,90000.0,3,0.0
SMART AIR SYSTEMS INC,90000.0,5,7732.0
SAFCO CONSTRUCTION INC,90000.0,2,0.0
CORNERSTONE ELECTRICAL GROUP,90000.0,2,0.0
SKYLIGHT SOLUTIONS,89890.0,1,0.0
JTV Services LLC,89850.0,3,2231.0
Alltech Computer and IT Services  Inc.,89709.0,2,0.0
RAMALEX ELECTRICAL CONTRACTOR  INC ,89600.0,23,0.0
Wireways Electric LLC,89500.0,7,4858.0
ASTAR CONTRACTORS  INC,89450.0,2,0.0
Frontier Fire Protecton Co,89400.0,12,0.0
Llizan Inc,89371.0,8,0.0
Mannys Electric Contractor Inc.,89287.6,7,4531.0
VISUALSCAPE  INC. ,89271.0,5,300.0
ZOOM PLUMBING INC,89200.0,10,5169.0
JMN DEVELOPMENT GROUP LLC,89188.0,6,305.0
MIRAN CONSTRUCTION  LLC,89136.0,4,406.0
PK CONTRACTORS GROUP LLC,89100.0,10,0.0
DVS TECHNOLOGIES INC,89075.0,8,0.0
ACN Roofing LLC,89000.0,3,0.0
ANTHONY BOBCAT SERVICE INC DBA MY FENCE,89000.0,16,0.0
GASA CONSTRUCTION INC,89000.0,1,160.0
UNIVERSAL TILE & MARBLE ENTERPRISES INC,88990.0,2,0.0
GENERAL CONTRACTOR SOLUTIONS  RENOVATION & NEW CONSTRUCTION INC ,88861.0,2,7847.0
CREATEGROUP  LLC,88800.0,4,800.0
Solares Electrical Services Inc,88698.0,10,0.0
My Luxury Outdoors Corp,88635.0,8,0.0
Tuduri Electrical Contractor Inc,88600.0,6,3663.0
SHABEN DESIGN CORP,88550.0,7,0.0
JAX CONSTRUCTION & DEVELOPMENT LLC,88500.0,1,0.0
AIR SYSTEMS A/C LLC,88500.0,5,5364.0
US SURFACES  INC.,88500.0,13,0.0
BRM CONSTRUCTION INC,88415.0,8,281.0
Cosmos Construction LLC,88300.0,5,0.0
ELITE INTEGRATION SOLUTIONS,88300.0,7,0.0
Marmich Air Conditioning Inc.,88260.0,6,5229.0
BOURQUE BROTHERS INC,88063.0,4,1.0
Adigo Engineering Inc.,88000.0,1,0.0
MAINSTREAM CONSTRUCTION CORP.,88000.0,1,0.0
DMR BUILDERS INC,87914.0,5,95.0
ONE TREASURE DRIVE CORP,87665.0,9,990.0
INSPIRAMAR CONSTRUCTION,87600.0,2,660.0
MACO GROUP LLC,87600.0,1,1000.0
CEI LLC,87500.0,2,1170.0
BAKER INTERACTIVE SERVICES LLC bda BAKER AUDIO VISUAL,87500.0,1,0.0
Nivar Group Builders  LLC,87500.0,1,1000.0
ARVA CONSTRUCTION LLC,87500.0,1,1000.0
M CONSTRUCTION GROUP LLC ,87476.0,2,0.0
FIRE ALARMS AND SPRINKLERS dba FIRE ALARM SPECIALISTS INC,87400.0,13,0.0
DANVILLE CONSTRUCTION CORP,87375.0,2,1024.0
MICRO SECURITY SOLUTIONS  INC. ,87352.0,6,0.0
HAND ON BUILDERS LLC,87000.0,1,1357.0
DESIGN AVE INC,87000.0,3,0.0
 BICON  INC/ DBA  IN AND OUT PORTABLES LLC,86900.0,166,0.0
A & A ORNAMENTAL  INC.,86890.0,28,0.0
STEVENSONS ELECTRIC SERVICE,86600.0,7,3033.0
Rooftech dba LBCone  Inc.,86550.0,2,0.0
FAIRBAIRN ELECTRIC LLC,86500.0,3,2582.0
MIRABAL ENGINEER  CONTRACTOR INC,86500.0,3,0.0
5 Star Plumbing Services Corp,86300.0,9,8335.0
ENGENIART GENERAL CONTRACTOR,86200.0,6,491.0
Airmet Inc,86050.0,9,11097.0
precision source inc,86020.0,8,2280.0
JLS ELECTRICAL SERVICES INC,86015.0,5,658.0
VANGUARD CONCEPTS CORP,86000.0,9,1972.0
Yat Enterprises Inc,86000.0,4,5020.0
Pro Quality Plumbing Inc.,86000.0,3,11325.0
ACKERMAN PLUMBING INC,86000.0,2,2472.0
HANS GO ELECTRIC CORP,85800.0,6,4526.0
Atlantida Construction Corp.,85627.0,3,64.0
STAR ASSET SECURITY LLC,85600.0,2,0.0
ATLANTIC SOUTHERN PAVING AND SEALCOATING CO,85504.0,6,0.0
FINISH LINE BUILDERS INC,85500.0,7,0.0
NOON CONSTRUCTION COMPANY LLC,85402.0,7,200.0
ECL Builders Inc,85318.0,14,0.0
