,name,title,ID,permit_num,permit_type,review_type,app_start_date,issue_date,processing_time,street_num,street_dir,street_name,street_suffix,work_desc,building_fee_paid,zoning_fee_paid,other_fee_paid,subtotal_paid,building_fee_unpaid,zoning_fee_unpaid,other_fee_unpaid,subtotal_unpaid,building_fee_waived,zoning_fee_waived,other_fee_waived,total_fee,reported_cost,ward,full_address,app_year_start
310,BRANDENBURG GRANT,ARCHITECT,10273.78,100938353,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-10-25,03/10/2022,136.0,11909,S,AVENUE O,,"DIRECT DEVELOPER SERVICES 2019 CBC: FULL BUILDING PERMIT TO ERECT A NEW 30,217 SF, ONE-STORY, PRE-ENGINEERED METAL BUILDING AND ASSOCIATED SURFACE AND SUBSURFACE IMPROVEMENTS AS PER PLANS. WORK TO INCLUDE ARCHITECTURAL, CIVIL, LANDSCAPE, MECHANICAL, PLUMBING, ELECTRICAL, AND STRUCTURAL. (PROPOSED CONSTRUCTION TYPE: II-B; PROPOSED USE: S-1 CONTRACTOR SERVICES & INTERIOR CONSTRUCTION STORAGE. NO SALES.) CONSULTANT REVIEWER: V3 COMPANIES",10273.78,6585.0,0.0,16858.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16858.78,3409052.0,10.0,,2021.0
311,STEIN JONATHAN,ARCHITECT,953.24,100970023,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-05-13,06/03/2022,21.0,311,N,GREEN,ST,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100841642; BUILD-OUT OF THE LEVEL FOUR TERRACE; AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,953.24,75.0,0.0,1028.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.24,700000.0,27.0,311 N GREEN ST,2022.0
312,WALSH MARK R,ARCHITECT,238132.98,100672084,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-02-06,02/06/2017,0.0,720,S,WELLS,ST,"FULL BUILDING PERMIT SUBMITTAL. 28 STORIES, 452 DWELLING UNITS. 230 PARKING SPACES AND 2 OFF-STREET LOADING SPACES.",238132.98,6910.0,0.0,245042.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245042.98,50000000.0,25.0,720 S WELLS ST,2017.0
313,PLUNKARD JAMES M,ARCHITECT,13005.9,100675048,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-01-27,01/27/2017,0.0,9,W,WALTON,ST,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT #100640618; ADDITION OF TWO RESIDENTIAL FLOOR PLATES (SIMILAR FLOOR PLATE TO LEVEL 14 AND LEVEL 19); TOTAL 71 DWELLING UNITS IN 37 STORY BUILDING; ALL AS PER PLANS.,13005.9,853.0,0.0,13858.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.9,6500000.0,2.0,9 W WALTON ST,2017.0
314,PLUNKARD JAMES M,ARCHITECT,79968.47,100683174,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-02-17,02/17/2017,0.0,811,W,AGATITE,AVE,DIRECT DEVELOPER SERVICES*** FOUNDATION AND SUPERSTRUCTURE THROUGH THE UNDERSIDE OF THE FIFTH FLOOR FOR A PROPOSED 27 STORY RESIDENTIAL BUILDING WITH 373 DWELLING UNITS; GROUND FLOOR RETAIL; 278 PARKING SPACES; ALL AS PER PLANS.,79968.47,4475.0,0.0,84443.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84443.47,13000000.0,46.0,811 W AGATITE AVE,2017.0
315,DE ROUIN MICHAEL E,ARCHITECT,367153.56,100685260,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-07-19,07/19/2017,0.0,727,W,MADISON,ST,"DIRECT DEV SERVICES - FULL BUILDING PERMIT FOR PROPOSED 45-LEVEL, 492 UNIT RESIDENTIAL TOWER WITH 376 PROPOSED PARKING SPACES. Foundations and Structural only to underside of 8th Floor permitted under 100655010.",367153.56,8032.0,126567.0,501752.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501752.56,2000000.0,27.0,727 W MADISON ST,2017.0
316,VAN HOOK MARY ANN,ARCHITECT,2222.8,100685740,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-03-14,03/14/2017,0.0,55,E,11TH,ST,"***DIRECT DEVELOPER SERVICES *** REVISION TO FOUNDATION AND PARTIAL SUPERSTRUCTURE PERMIT #100683627 FOR A PROPOSED 30 - STORY MIXED-USE BUILDING TO INCLUDE REDUCTION AND REVISION OF BASEMENT, REMOVAL OF TWO STOP ELEVATOR FROM BASEMENT TO 1ST FLOOR AND RECONFIGURATION OF DETENTION TANK FROM INCLUDE ADDITIONAL VOLUME",2222.8,75.0,0.0,2297.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2297.8,1000000.0,4.0,55 E 11TH ST,2017.0
317,PLUNKARD JAMES M,ARCHITECT,42227.46,100690944,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-08-07,08/09/2017,2.0,9,W,WALTON,ST,"DIRECT DEVELOPER SERVICE: REVISIONS INCLUDE A REVISED RESIDENTIAL PENTHOUSE WITH PRIVATE ROOFTOP POOL, REVISED MECHANICAL PENTHOUSE AND REVISED ENVELOPE DESIGN ABOVE LEVEL 35. CHANGES RESULT IN AN ADDITIONAL 7,092SF OF FAR AREA AND A REVISED OVERALL HEIGHT OF 491'-4"". ADDITIONAL REVISIONS TO PREVIOUSLY PERMITTED RETAIL, AMENITY AND RESIDENTIAL UNITS ARE ALSO INCLUDED.REVISIONS INCLUDE ALL ARCHITECTURAL, STRUCTURAL, AND MEP WORK REQUIRED FOR THE ADDITIONAL SCOPE AS WELL AS ANY REVISIONS REQUIRED TO PREVIOUSLY PERMITTED SCOPE; ALL AS PER PLANS",42227.46,2205.0,0.0,44432.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44432.46,5000000.0,2.0,9 W WALTON ST,2017.0
318,PLUNKARD JAMES M,ARCHITECT,211567.14,100695546,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-06-19,06/19/2017,0.0,811,W,AGATITE,AVE,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 27 STORY RESIDENTIAL BUILDING WITH 373 DWELLING UNITS; GROUND FLOOR RETAIL; 278 PARKING SPACES; ALL AS PER PLANS.,211567.14,6418.0,0.0,217985.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217985.14,45000000.0,46.0,811 W AGATITE AVE,2017.0
319,VAN HOOK MARY ANN,ARCHITECT,180814.68,100696252,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-07-13,07/13/2017,0.0,59,E,11TH,ST,"***DIRECT DEVELOPER SERVICES*** NEW CONSTRUCTION OF 30-STORY MIXED-USEBUILDING WITH GROUND FLOOR RETAIL, PARKING ON LEVELS 1 THROUGH 7, 8TH &30TH FLOOR AMENITIES AND 196 HOTEL UNITS ON LEVELS 9-22. 85 HOTEL UNITS ON LEVELS 23-29",180814.68,5849.0,2.0,186665.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186665.68,75000000.0,4.0,59 E 11TH ST,2017.0
320,DE ROUIN MICHAEL E,ARCHITECT,7614.0,100699131,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-08-29,08/30/2017,1.0,727,W,MADISON,ST,"DIRECT DEV SERVICES - REVISION TO FOUNDATIONS & SUPERSTRUCTURE PERMIT 100655010. RELOCATION OF STORMWATER DETENTION TANK AND WATER CONNECTION IN HALSTED, REVISIONS TO CAISSONS, CORE GRADE BEAMS, GROUND FL FRAMING, UNDERGROUND PLUMBING, ELECTRICAL AND PARKWAY DESIGN PER PLANS",7614.0,75.0,0.0,7689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7689.0,141000000.0,27.0,727 W MADISON ST,2017.0
321,KERWIN THOMAS PATRICK,ARCHITECT,104762.16,100705483,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-10-11,10/13/2017,2.0,808,W,VAN BUREN,ST,"***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 12 STORY RESIDENTIAL BUILDING WITH 148 DWELLING UNITS, 65 PARKING SPACES AND RETAIL ON THE GROUND FLOOR AS PER PLANS.  FOUNDATION PERMIT ISSUED UNDER PERMIT NUMBER 100686961",104762.16,4354.0,63852.0,172968.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172968.16,20000000.0,27.0,808 W VAN BUREN ST,2017.0
322,PLUNKARD JAMES M,ARCHITECT,11880.0,100720155,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-10-05,10/05/2017,0.0,9,W,WALTON,ST,***DIRECT DEVELOPER SERVICES***REVISION TO PERMIT NUMBER 100640618 OF RESIDENTIAL UNITS PER DIRECTION BY THE UNIT OWNERS ON RESIDENTIAL FLOORS 14-23. CHANGES ARE TO THE UNIT INTERIOR SPACE ONLY. ALL AS PER PLANS,11880.0,800.0,0.0,12680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12680.0,2000000.0,2.0,9 W WALTON ST,2017.0
323,ERVIN DAVID A,ARCHITECT,80400.54,100727216,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2017-09-21,09/25/2017,4.0,451,E,GRAND,AVE,"Revision to Full Building Permit for 451 E Grand (100658784 / D15111-02) Scope includes interior modifications including: unit layouts, boiler location, elevator machine rooms and MEP/FP cordination modifications, garage entry lighting and equip. all as per attached plans. No structural work in scope.",80400.54,75.0,0.0,80475.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80475.54,30000000.0,42.0,451 E GRAND AVE,2017.0
324,RANDALL GREGORY JOHN,ARCHITECT,401646.06,100749434,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-09-28,03/12/2019,165.0,855,W,MADISON,ST,"OIA '845 W MADISON ST' ***DIRECT DEVELOPER SERVICES***FULL BUILDING PERMIT FOR PROPOSED TWO 17 STORY RESIDENTIAL TOWERS, 586 DWELLING UNITS, 600,000 sq ft, 10,000 sq ft RETAIL, 278 PARKING SPACES.  FOUNDATION PERMIT #100737893",401646.06,75.0,0.0,401721.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401721.06,170000000.0,27.0,855 W MADISON ST,2018.0
325,PLUNKARD JAMES M,ARCHITECT,30652.56,100763848,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-06-22,06/27/2018,5.0,9,W,WALTON,ST,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100640618; REVISION OF RESIDENTIAL UNITS PER DIRECTION BY THE UNIT OWNERS ON RESIDENTIAL FLOORS 16, 18, 21, 24-29, AND 31-35. CHANGES ARE PRIMARILY TO THE UNIT INTERIOR SPACE ONLY; ALL AS PER PLANS",30652.56,75.0,0.0,30727.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30727.56,2000000.0,2.0,9 W WALTON ST,2018.0
326,PLUNKARD JAMES M,ARCHITECT,23792.94,100772360,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-01-24,02/01/2019,8.0,717,S,CLARK,ST,***DIRECT DEVELOPER SERVICES *** FOUNDATION AND SUPERSTRUCTURE THROUGH THE FOURTH (4TH) FLOOR TOP OF SLAB FOR A PROPOSED 31 STORY RESIDENTIAL BUILDING WITH 349 DWELLING UNITS AND 97 PARKING SPACES; ALL AS PER PLANS.,23792.94,1574.0,2.0,25368.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25368.94,2060000.0,4.0,717 S CLARK ST,2019.0
327,PLUNKARD JAMES M,ARCHITECT,174751.83,100794150,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-04-08,04/22/2019,14.0,717,S,CLARK,ST,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 30 STORY RESIDENTIAL BUILDING WITH 349 DWELLING UNITS AND 97 PARKING SPACES; ALL AS PER PLANS.,174751.83,6815.0,101879.0,283445.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283445.83,20000000.0,4.0,717 S CLARK ST,2019.0
328,KERWIN THOMAS PATRICK,ARCHITECT,32647.32,100799475,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-07-29,08/02/2019,4.0,211,N,HARBOR,DR,"***DIRECT DEVELOPER SERVICES*** FOUNDATION AND SUPERSTRUCTURE THROUGH LOWER LEVEL THREE (3) FOR A PROPOSED 47 STORY RESIDENTIAL BUILDING WITH 363 DWELLING UNITS, 240 PARKING SPACES AND ONE COMMERCIAL SPACE; ALL AS PER PLANS",32647.32,3710.0,0.0,36357.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36357.32,17000000.0,42.0,211 N HARBOR DR,2019.0
329,STEIN JONATHAN,ARCHITECT,19798.63,100820427,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-06-13,09/04/2019,83.0,311,N,GREEN,ST,"***DIRECT DEVELOPER SERVICES*** FOUNDATION, LOWER LEVEL 1, LOWER LEVEL 2 AND GROUND LEVEL PERMIT FOR A PROPOSED 18 STORY OFFICE BUILDING WITH 36 PARKING SPACES AND RETAIL/COMMERCIAL ON THE GROUND FLOOR; AS PER PLANS",19798.63,75.0,0.0,19873.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19873.63,3000000.0,27.0,311 N GREEN ST,2019.0
330,KERWIN THOMAS PATRICK,ARCHITECT,290962.26,100821393,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-10-30,11/01/2019,2.0,455,E,WATERSIDE,DR,"***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 37 STORY RESIDENTIAL BUILDING WITH 503 DWELLING UNITS, 349 PARKING SPACES AND COMMERCIAL ONTHE GROUND FLOOR; ALL AS PER PLANS. *FOUNDATION  AND SUPERSTRUCTURE UNDER PERMIT #100799477",290962.26,7883.0,0.0,298845.26,0.0,0.0,0.0,0.0,0.0,0.0,222593.0,521438.26,150000000.0,42.0,455 E WATERSIDE DR,2019.0
331,ERVIN DAVID A,ARCHITECT,1500.0,100823320,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-06-24,06/24/2019,0.0,451,E,GRAND,AVE,** DIRECT DEV SERVICES ** REVISION TO D15111-02. GROUND FL CORRIDOR 01-14 AND BOH CORRIDOR 01-31 PATH OF EGRESS REVISION BY ADDING DOOR ST-01D TO DIRECT EGRESS FROM THOSE SPACE MORE DIRECTLY TO THE EXTERIOR THROUGH STAIR ST-01. DOOR 01-14A REVISED TO SWING IN THE DIRECTION OF EGRESS. EXIT SIGNED REVISED TO COORDINATE.,1500.0,75.0,0.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,10000.0,42.0,451 E GRAND AVE,2019.0
332,PLUNKARD JAMES M,ARCHITECT,112624.02,100838788,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-12-13,12/16/2019,3.0,1461,S,BLUE ISLAND,AVE,*DIRECT DEV SERVICES* FULL BUILDING PERMIT FOR A NEW 7-STORY APARTMENT BUILDING WITH BASEMENT USING OPEN EXCAVATION ONLY. CAISSONS-ONLY PERMIT PREVIOUSLY ISSUED UNDER 100838788.,112624.02,4514.0,8068.0,125206.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125206.02,30000000.0,25.0,1461 S BLUE ISLAND AVE,2019.0
333,DESMARAIS TOD MICHAEL,ARCHITECT,18806.7,100839637,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-01-22,01/22/2020,0.0,448,N,LA SALLE,DR,***DIRECT DEVELOPER SERVICES*** FOUNDATION AND PARTIAL SUPERSTRUCTURE THROUGH THE UNDERSIDE OF LEVEL FOUR (4) FOR A PROPOSED 13 STORY OFFICE BUILDING WITH RETAIL ON THE GROUND FLOOR ALL AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,18806.7,75.0,25.0,18906.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18906.7,3000000.0,42.0,448 N LA SALLE DR,2020.0
334,STEIN JONATHAN,ARCHITECT,256700.95,100841642,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-09-30,12/24/2019,85.0,311,N,GREEN,ST,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 18 STORY OFFICE BUILDING WITH 36 PARKING SPACES AND RETAIL/COMMERCIAL ON THE GROUND FLOOR; AS PER PLANS. FOUNDATION PERMIT UNDER #100820427,256700.95,7028.0,0.0,263728.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263728.95,25000000.0,27.0,311 N GREEN ST,2019.0
335,KERWIN THOMAS PATRICK,ARCHITECT,3000.0,100845340,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-10-17,11/14/2019,28.0,460,E,WATERSIDE,DR,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT 100809237; ADD TWO SUPERSTRUCTURE SLABS (LL1 & L1), AND FIT-OUT THE VEHICULAR ACCESS STRUCTURE AT LOWER LEVEL 5 (INCLUDING WALLS, ELECTRICAL, MECHANICAL, FIRE PROTECTION AND PLUMBING); ALL AS PER PLANS",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,1500000.0,42.0,460 E WATERSIDE DR,2019.0
336,STEIN JONATHAN,ARCHITECT,3000.0,100853690,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-01-31,02/04/2020,4.0,311,N,GREEN,ST,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100820427; REVISIONS TO INCLUDE LOCATION OF THE NORTH AND EAST FOUNDATION WALLS TO ACCOMMODATE THE EARTH RETENTION SYSTEM INSIDE THE EXISTING CONCRETE SITE WALLS AT WAYMAN AND HALSTED.REVISED BASEMENT WALL THICKNESS AND LOCATION ON WAYMAN AND HALSTED.  TWO INTERIOR COLUMN LOCATIONS HAVE BEEN SHIFTED TO ACCOMMODATE THE COMED ROOM SPACE REQUIREMENTS AS REQUIRED BY COMED.  REVISION TO THE GRADE BEAMS TO ACCOMMODATE THE BIKE RAMP AND RETAIL ELEVATOR.  REROUTED UNDERGROUND ELECTRICAL COMED SECONDARY SERVICE, ELECTRICAL SWITCHBOARD ROOM PRIMARY, AND EMERGENCY DUCT BANK AS REQUIRED BY COMED.  ADJUSTED THE LOCATION OF THE SECONDARY SERVICE CONDUIT IN THE COMED VAULT AS REQUIRED BY COMED .ADJUSTED THE ATS AND ELECTRICAL SWITCHBOARD ROOM FLOOR ROOM EQUIPMENT FOR CDOT WALL AND FOUNDATION WALL MODIFICATIONS AS REQUIRED BY COMED. INCLUDE ADDITIONAL RECEPTACLES INTO TWO NEW OFFICE / STORAGE SPACES NEAR ELEVATOR PIT. ADJUST PLUMBING / FIRE",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,350000.0,27.0,311 N GREEN ST,2020.0
337,PLUNKARD JAMES M,ARCHITECT,1500.0,100868585,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-04-08,04/14/2020,6.0,717,S,CLARK,ST,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100794150; MISCELLANEOUS ARCHITECTURAL AND MEP REVISIONS THROUGHOUT THE BUILDING; ALL AS PER PLANS,1500.0,75.0,0.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,225000.0,4.0,717 S CLARK ST,2020.0
338,WALSH MARK R,ARCHITECT,360571.5,100901622,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-08-09,09/13/2021,35.0,234,W,POLK,ST,*DIRECT DEV SERVICES*   **PRE-2019 CHICAGO BUILDING CODE**  FULL BUILDING PHASE. FULL BUILDING PERMIT FOR THE NEW CONSTRUCTION OF A HIGH RISE RESIDENTIAL BUILDING WITH 440 DWELLING UNITS. FOUNDATIONS PERMIT UNDER #100878289. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,360571.5,8637.0,0.0,369208.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369208.5,130000000.0,,234 W POLK ST,2021.0
339,STEIN JONATHAN,ARCHITECT,12757.76,100904962,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-01-15,02/22/2021,38.0,311,N,GREEN,ST,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMITS 100820427 and 100841642; REVISIONS INCLUDE: RELOCATION OF THE FIREMAN ACCESS PANEL WITHIN THE MAIN LOBBY LL1; SHIFT OF THE VESTIBULES OF THE MAIN LOBBY LL1; RELOCATION OF THE SECURITY TURNSTILES FOR ELEVATOR ACCESS IN THE MAIN LOBBY LL1;ELIMINATION OF THE ART WALL AT EAST END OF THE MAIN LOBBY; ADDITION OF THE MEZZANINE AT THE MAIN LOBBY LL1; SUBDIVISION OF THE RETAIL SPACES LL1, INCLUDING ELIMINATION OF (3) ENTRY DOORS LL1;RE-SIZING OF THE GAS METER ALCOVE AT SE CORNER OF THE BUILDING (GROUND LEVEL);REFINEMENT OF THE MANAGEMENT OFFICE AND ADDITION OF SECURITY OFFICE AT LOWER LEVEL 2; REFINEMENT OF THE LANDSCAPE PLANTERS AT THE WEST SIDE WALK.; ALL AS PER PLANS - CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",12757.76,75.0,0.0,12832.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12832.76,3000000.0,27.0,311 N GREEN ST,2021.0
340,STEIN JONATHAN,ARCHITECT,35192.3,100908459,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-02-16,02/22/2021,6.0,311,N,GREEN,ST,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT 100841642; VARIOUS REVISIONS INCLUDING (BUT NOT LIMITED TO): ELIMINATION OF RETAIL ENTRY DOORS ON FULTON; LEVEL 2 TENANT SPACE RECLASSIFIED AS BUSINESS AUXILIARY OCCUPANCY, ASSOCIATED WALL AND DOOR RATINGS REVISED; ARCHITECTURAL LIGHTING INFORMATION; LEVELS 7-17 TOILET ROOM LAYOUTS AND FIXTURE COUNTS; LEVEL 3-17 DRINKING FOUNTAIN QUANTITY REVISIONS; LEVEL 10 TENANT DEMISING WALLS AND DOORS; LEVEL 16 ADDITIONAL TOILET ROOMS; LEVEL 2, 3 AND 18 EXTERIOR SOFFITS; LEVEL 19 TENANT ROOF ACCESS; LEVEL 19 AND 19M WALL TYPES; VARIOUS LANDSCAPE REVISIONS. CONSULANT REVIEWER: GLOBETROTTERS ENGINEERING",35192.3,1850.0,0.0,37042.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37042.3,750000.0,27.0,311 N GREEN ST,2021.0
341,KERWIN THOMAS PATRICK,ARCHITECT,74116.82,100911810,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-03-24,05/19/2021,56.0,455,E,WATERSIDE,DR,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100821393; REVISIONS INCLUDE: FIRE SHUTTER RELOCATIONS AND ADDITIONAL TENANT STORAGE AT PARKING GARAGE, 4HR FIRE PROOFING AT PARKING GARAGE PARTY WALL, RESIDENTIAL UNIT TYPE A AND B ADJUSTMENTS, ADDITIONAL STORAGE ROOMS AT LL1, POOL TERRACE REVISIONS AT L1, TERRACE REVISIONS AT L32; CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",74116.82,75.0,0.0,74191.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74191.82,150000000.0,42.0,455 E WATERSIDE DR,2021.0
342,STELTER DAVID B,ARCHITECT,300.0,100934871,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-12-09,06/07/2022,180.0,164,N,PEORIA,ST,"DDS 2019 CBC: REVISION TO DEEP FOUNDATIONS PERMIT 100869816. REVISIONS TO SELECT CAISSONS FOR TOP OF ROCK CONSTRUCTION IN LIEU OF BELLED. (OCCUPANCIES: R-2, M, S-2; CONSTRUCTION TYPE: IA) THIRD PARTY REVIEW CONSULTANT: GLOBETROTTERS ENGINEERING",300.0,75.0,0.0,375.0,5700.0,0.0,0.0,5700.0,0.0,0.0,0.0,6075.0,250000.0,27.0,164 N PEORIA ST,2021.0
343,PETERS MARK RAYMOND,ARCHITECT,42325.12,100935965,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-03-14,03/15/2022,1.0,2411,N,LINCOLN,AVE,"DDS 2019 CBC: FULL BUILDING PERMIT FOR 5 STORY MIXED-USE, 36 DWELLING UNIT APARTMENT BUILDING WITH 36 INDOOR PARKING SPACES, OCCUPIED ROOF DECK, AND GROUND LEVEL RETAIL USE. (OCCUPANCY GROUPS M, R-2, AND S-2. TYPE IIIA CONSTRUCTION). CONSULTANT REVIEWER: GLOBETROTTERS",42325.12,1974.0,23792.0,68091.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68091.12,12800000.0,43.0,2411 N LINCOLN AVE,2022.0
344,HAYMES DAVID A,ARCHITECT,12605.6,100958023,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-02-17,03/10/2022,21.0,354,N,UNION,AVE,"(DIRECT DEVELPER SERVICES / PRE-2019 CBC)  REVISION TO PERMIT 100855556 FOR LAYOUT CHANGES ON LEVELS 1-4, LEVEL 31 & MECHANICAL PENTHOUSE OF A 32-STORY RESIDENTIAL APARTMENT BUILDING (373 UNITS) (NO CHANGE TO THE NUMBER OF UNITS) AS PER PLANS.  (CONSTRUCTION TYPE: 1A / OCCUPANCY CLASSIFICATION: A2 / H3) CONSULTANT REVIEWER: V3 COMPANIES OF IL",12605.6,75.0,0.0,12680.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12680.6,120000.0,42.0,354 N UNION AVE,2022.0
345,NIEMIEC TODD,ARCHITECT,46250.82,100947908,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-01-27,03/16/2022,48.0,4942,W,44TH,ST,DDS 2019 CBC NEW CONSTRUCTION OF TWO(2) STORY SCHOOL AND ASSOCIATED SITE WORK AS PER PLANS. (DRILLING OF GEOTHERMAL WELLS PERMITTED UNDER CDOT PERMIT EFP-112692)  (OCCUPANCY GROUP E-1; TYPE IIA CONSTRUCTION) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,46250.82,75.0,0.0,46325.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46325.82,37000000.0,22.0,4942 W 44TH ST,2022.0
346,CLARK JOHN W,ARCHITECT,47290.5,100819913,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-12-24,12/26/2019,2.0,5150,N,NORTHWEST,HWY,"DIR. DEV. SERVICES - NEW CONST., 7 STORY MIXED USE WITH 75 RES UNITS, 1 COMM UNIT, EXTERIOR PARKING AND OUTDOOR RECREATIONAL SPACE. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",47290.5,2440.0,0.0,49730.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49730.5,18675697.0,45.0,5150 N NORTHWEST HWY,2019.0
