,URL,HED,DEK,PUB_DATE,LEDE,STORY_TEXT,ADDRESS
976,https://therealdeal.com/chicago/2018/06/27/home-partners-of-america-lands-460m-loan-for-nationwide-rental-portfolio/,Home Partners of America lands $460M loan for nationwide rental portfolio,The Chicago-based company is best known for its rent-to-own program,"Jun.June 27, 2018
02:00 PM",Citibank provided the loan for the Chicago-based firm.,"[""Home Partners of America secured $460 million in financing for a nationwide portfolio of rental homes, including dozens in the metro area.Citibank provided the loan for the Chicago-based firm.Home Partners is best known for its rent-to-own program, which lets tenants pick out the home they want to live in before Home Partners buys it. The tenants then have up to five years to decide whether to buy the home themselves from Home Partners.Cook County records listed some 86 local properties used as collateral on the loan, though the entire mortgage amount includes 1,800 properties in 17 states, according to Asset Securitization Report.The website said only 45 percent of the properties are eligible for the company’s “right to purchase” program, down from some 95-98 percent in previous financing rounds. That’s because the portfolio serving as collateral for this deal is part of a larger group of homes from a 2016 financing round, and a large number of those homes have expired or non-renewed purchase agreements, Asset Securitization Report said.Home Partners declined to comment.After the foreclosure crisis, a number of Wall Street companies started snapping up single-family homes to use for rentals. Now, a new wave of investors is broadening the target group of properties to include those rented by lower income tenants.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
977,https://therealdeal.com/chicago/2022/01/19/chicago-suburbs-will-be-another-sellers-market-this-year-coldwell-bankers-dawn-mckenna/,Chicago suburbs will be another sellers’ market this year: Coldwell Banker’s Dawn McKenna,Coldwell Banker’s Dawn McKenna talks suburban Chicago and city’s 2022 housing market outlook,"Jan.January 19, 2022
09:00 AM","Dawn McKenna, Coldwell Banker’s top broker in Illinois, and her team had their best year in 2021, recording more than $600 million in sales. This year, they’re pushing hard to top that, backed by strong sales in the suburbs.","[""Dawn McKenna (Dawn McKenna Group, iStock)Dawn McKenna, Coldwell Banker’s top broker in Illinois, and her team had their best year in 2021, recording more than $600 million in sales. This year, they’re pushing hard to top that, backed by strong sales in the suburbs.“We are knocking on doors, I’ve never done that in my entire career,” she said.Chicago’s housing market was favorable for sellers last year, fueled by low interest rates and gains in the stock market, which often led to bidding wars. Coldwell Banker’s top agent expects the suburban housing market to continue to be a sellers’ market as inventory remains tight and demand is strong.While the suburban market will continue to be a bright spot, McKenna doesn’t expect the same for the city.“The city is a bigger place and there’s more to choose from,” McKenna said. Selling a property requires a strategy – repositioning the price, timing it right to put it on the market to create a sense of urgency, which is what her team does best, McKenna said.Read on for McKenna’s take on opportunities in this year’s housing market, her most expensive listing and areas with strong sales.This interview has been condensed and edited for clarity.We have a real lack of inventory in the suburbs. I personally sold $33 million in seven deals this weekend in Hinsdale, which is the market I cover. In the city there’s more inventory to choose from and we’re not seeing as many multiple offers anymore.If something is priced well enough and that’s a fair value for the house, agents are putting them on the market. We do not do that. I think everything has to be pretty strategic. Last weekend, we had a property come on for $799,000 in Hinsdale. It’s very hard to find a property for that price in Winnetka or Hinsdale because they’re the closest to the city. We put it out on the market on a Thursday, and I had an open house on Saturday and Sunday. It was freezing this weekend but we had 172 people line out the door. I’ve known about that listing for four months. We got an offer and will close at the end of March.I think in the suburbs 100%. In Hinsdale, I had 113 listings last year and right now I have eight. We are knocking on doors, I’ve never done that in my entire career. We get one, we sell the next. However, there’s not much good inventory in the city. What I mean by that is if something’s listed in the city, and it’s a box checker, but if it’s still sitting on the market, it’s overpriced. People are not spending that. The city is a bigger place and there’s more to choose from.Our listings sell very quickly. For instance, we have a new listing at the Waldorf Astoria that was with a different agent for a long time. We took the time, which took four weeks to stage the whole thing, we repositioned the price, and now we’re going to put it on the market on Thursday. We’re not going to take any showings until Monday. So that allows the people to absorb what they see online. What we’ve seen is people need a sense of urgency. So what we are doing is we’re spending breakfast, lunch and dinner in these homes on that Monday, so that we can say yes to everybody that wants to come through, and it creates a multiple offer.It’s the house at 222 West Van Buren, Naperville listed for $14.9 million. The house itself has every amenity you’d ever want. A spa, pool, heated garage, heated floors and wine room. The cool thing about it is it owns a lot. The lot that it’s adjacent to could be commercial. So this is my first property that could be a commercial application or a residential application. If people are smart, they take the commercial application and offset the costs of what goes on there and they get the house for free.Lincoln Park, specifically, the single family home market has blown up. We’ve had top deals in that area selling 10 homes that were over $5 million in the past 12 months. Part of the reason why Lincoln Park wound up in the spot it did is because they don’t have the anchor stores like Gold Coast, which were hit these past two years with all of the violence that occurred in the city of Chicago. We’ve got several listings coming on in March, that probably might not even hit the market, because we can fill them from people leaving the suburbs. I have two coming on in very quiet streets, the finishes are there and both are on a lot and a half. There’s no supply within that category.There are a ton of hedge fund, tech people coming to Chicago. I place the top C suite people first. They never just come with one of them. There’s a plethora that join. So I’m very bullish on the Chicago market. There’s a ton coming from California, a ton coming from St. Louis, Kansas City, and a ton coming from New York. If you think about it, Chicago’s a very manageable New York. It’s the only city in the United States like it. From the city migration to the suburbs, it’s the usual suspects. It’s the husband and wife that have two plus kids that want to just get a little bit of peace and quiet and more space in their house. I also think it’s interesting to note, there are few really good rentals in the suburbs and the city right now. So people are being forced to buy. And they’re realizing that it’s actually cheaper because the interest rates are still low as that trend goes up. And as the supply increases, that’s going to be an interesting market.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
978,https://therealdeal.com/chicago/2022/02/08/developer-adds-more-affordable-housing-to-evanston-proposal/,Developer adds more affordable housing to Evanston proposal,"Some community members oppose size, height of project in Chicago suburb","Feb.February 08, 2022
11:32 AM","Horizon Realty Group is adding more affordable units to a mixed-use development in the Chicago auburn of Evanston, aiming to gain approval from the city council.","[""Horizon Realty Group’s Jeffrey Michael and a rendering of The Legacy at 1621-31 Chicago Avenue (Jeffrey Michael, Pappageorge Haymes)Horizon Realty Group is adding more affordable units to a mixed-use development in the Chicago auburn of Evanston, aiming to gain approval from the city council.Horizon envisions an 18-story, 180-unit mixed-use building called The Legacy at 1621-31 Chicago Avenue that some local residents say is too big for the neighborhood, according to local outlet the Evanston RoundTable. The city council previously rejected a plan from Horizon for a 17-story building on the same site after a three-year effort for approval.Evanston’s downtown needs more development to support local businesses, said Horizon Chief Operating Officer Jeffrey Michael, according to the RoundTable. The development would generate $1.5 million in revenue and would include 18 affordable units, an increase of about 20 percent to the downtown’s existing supply, he said.“The simple fact is Evanston needs more residents to support the business district,” he said. “And that’s what The Legacy is going to bring – more than 300 new residents living in the heart of Evanston’s business and shopping district , supporting the local economy every day.”Some community members have voiced opposition to the project, citing the building’s imposing size and local zoning laws that would prohibit it, according to a local condo owner.While the affordable housing aspect of the development “looks pretty strong,” according to Sue Loellbach, advocacy manager for Connections for the Homeless, she pushed for units to be marked down as much as possible.“I would love to see the affordability of those affordable units be as deep as possible,” she said.Horizon must file an application for a planned development which would initiate a public hearing process through several committees, the Round Table reported. The city council would then vote on final approval.[RoundTable] — Harrison ConneryAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",31 Chicago Avenue
979,https://therealdeal.com/chicago/2019/08/26/chicagos-second-priciest-sale-of-2019-illustrates-luxury-market-slowdown/,Chicago’s second priciest sale of 2019 illustrates luxury market slowdown,"The historic property with a modern twist failed to reach $10 million measure-mark, leaving only one such sale this year.","Aug.August 26, 2019
02:00 PM","Things could be better in the Chicago luxury market. The second biggest sale of the year just closed, and it failed to reach the $10 million mark.","[""The home at Wentworth Avenue, which sold in late July for $9.68M (Credit: H. Gray Frank Architects)Things could be better in the Chicago luxury market. The second biggest sale of the year just closed, and it failed to reach the $10 million mark.At $9.68 million, the sale of a North Shore Glencoe lakefront mansion left No. 9 Walton Street’s 31st floor condo sale in March as the only eight-digit sale of the year at $11.27 million, as TRD previously reported.Last year by this point, five properties had sold for more than $10 million, causing some to point to a slowdown in Chicago’s luxury market, Crain’s reported.Luxury home sales saw its third consecutive quarter of year-over-year declines this year, TRD previously reported.David and Susan Sherman, who paid $4.58 million for the historic shoreline property, built the mansion designed by Winnetka firm H. Gray Frank Architects in 2013, Crain’s reported.The property previously housed an 1869 farmhouse and a funicular lift, which used cables to pull a car up and down the incline behind it. It is not clear whether the lift remains on the property, Crain’s reported. [Crain’s] — Sarah PaynterAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",9 Walton Street
980,https://therealdeal.com/chicago/2019/03/11/sterling-bay-eyes-cvs-pharmacy-for-fulton-market-retail-space/,Sterling Bay eyes CVS Pharmacy for Fulton Market retail space,The developer said CVS is the latest tenant at 210 North Carpenter in a brochure seeking an $84M loan on the property,"Mar.March 11, 2019
12:00 PM","Sterling Bay is courting financiers for its new Fulton Market office complex at 210 North Carpenter Street with the promise that a CVS Pharmacy will take up the building’s entire 12,000-square-foot retail space.","[""210 North Carpenter and a CVS Pharmacy logo (Credit:\xa0Solomon Cordwell Buenz and Facebook)Sterling Bay is courting financiers for its new Fulton Market office complex at 210 North Carpenter Street with the promise that a CVS Pharmacy will take up the building’s entire 12,000-square-foot retail space.Sterling Bay and JP Morgan Asset Management are seeking out a lender to extend an $84 million mortgage on the just-completed 12-story office building, according to a financing document distributed by JLL on behalf of Sterling Bay. The requested loan would be 60 percent of the property’s total value, which the landlord estimates at $140 million.The document lists CVS Pharmacy among a group of companies that have already announced office leases in the 200,000-square-foot building: Google, construction company Leopardo, venture capital firm S2G Ventures and marketing firm Revolution.The five leases bring the building to about 94 percent occupied, according to the document.Representatives of Sterling Bay and JLL declined to comment on the lease. A spokesperson for CVS did not respond to requests for comment.Sterling Bay last secured financing on the property in August 2017, two months before construction got underway, getting a $60.8 million loan from the Union Labor Life Insurance Company, according to Cook County property records.If the CVS opens on the ground floor of the new building, it would be the only pharmacy operating inside Fulton Market. The building Sterling Bay completed last year at 1035 West Randolph Street, now the global headquarters for McDonald’s, has a Walgreens with no pharmacy.Another CVS Pharmacy already operates at 101 North Clinton Street, about a half mile east of the site.The building at 210 North Carpenter is the latest offering in a cluster of office buildings sprouting near the CTA Morgan station since Sterling Bay built new headquarters for McDonald’s and Google, part of an explosion of new workspaces drawing office demand west from the Loop.Shapack Partners and Focus Development are awaiting final permits to begin building a 17-story office building at 167 North Green Street, Murphy Development is preparing to build a smaller office building at 318 North Carpenter Street, and Tishman Speyer joined a bid by Mark Goodman & Associates to build about 225,000 square feet of office at 310 North Sangamon Street.Sterling Bay also is constructing a 19-story office tower at 333 North Green Street, the first of three planned buildings that would bring a combined 1.7 million square feet of new office space to the former Coyne College campus.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",210 North Carpenter Street
981,https://therealdeal.com/chicago/2018/12/07/mark-your-calendars-these-are-chicagos-top-real-estate-events-next-week-15/,Mark your calendars: These are Chicago’s top real estate events next week,DEK fail https://therealdeal.com/chicago/2018/12/07/mark-your-calendars-these-are-chicagos-top-real-estate-events-next-week-15/ ERROR: 'NoneType' object has no attribute 'text',"Dec.December 07, 2018
02:00 PM","On Wednesday, Bisnow is hosting its Chicago’s Emerging Neighborhoods event from 7:30 a.m. to 11 a.m. at Mural Park, 1901 South Sangamon Street. The event will look at neighborhoods that Chicago’s biggest developers are targeting, how developers are repositioning assets to meet the needs of the communities they’re developing in and more. Michael McLean Jr. of Condor Partners, Scott Goldman of Baum Revision, Randy Waites of Avison Young and others will speak at the event.","[""Two real estate industry events are on the calendar next week in Chicago.On Wednesday, Bisnow is hosting its Chicago’s Emerging Neighborhoods event from 7:30 a.m. to 11 a.m. at Mural Park, 1901 South Sangamon Street. The event will look at neighborhoods that Chicago’s biggest developers are targeting, how developers are repositioning assets to meet the needs of the communities they’re developing in and more. Michael McLean Jr. of Condor Partners, Scott Goldman of Baum Revision, Randy Waites of Avison Young and others will speak at the event.On Thursday, the Real Estate Investment Association (REIA) is hosting its Holiday Party from noon to 2 p.m. at Gibson’s Steakhouse, 1028 North Rush Street. The event will feature a festive lunch and networking with real estate professionals.To search for future industry events or browse past ones, click here. And to submit more industry events, please reach out to [email\xa0protected].All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",1901 South Sangamon Street
982,https://therealdeal.com/chicago/2020/03/12/pepsico-temporarily-shut-down-loop-office-over-coronavirus-concerns/,PepsiCo temporarily shut down Loop office over coronavirus concerns,The company’s building at 555 West Monroe Street was shut down due to an employee’s family member potentially coming into contact with coronavirus,"Mar.March 12, 2020
01:11 PM","In what’s believed to be the first case in Chicago, an entire Downtown office building was temporarily closed over concerns about coronavirus.","[""555 West Monroe Street (Credit: Google Maps and iStock)In what’s believed to be the first case in Chicago, an entire Downtown office building was temporarily closed over concerns about coronavirus.PepsiCo shut down its building at 555 West Monroe Street “out of an abundance of caution” on Wednesday and reopened it Thursday following a deep cleaning, Crain’s reported.The 445,000-square-foot property, which is almost entirely occupied by the New York-based food and beverage conglomerate, shuttered after Pepsico learned an employee’s family member works in a location where there was a diagnosed case of coronavirus. It wasn’t immediately clear whether the family member came into contact with the person diagnosed with coronavirus and the risk was believed to be low, but employees were still asked to work from home as the situation evolved, according to an internal email obtained by Crain’s.PepsiCo later sent an update saying the employee and their family member consulted with doctors and show no symptoms of coronavirus.On Tuesday, local developer and landlord Sterling Bay alerted tenants at its massive two-building Prudential Plaza in the Loop after an employee of real estate developer CA Ventures, which is headquartered there, tested positive for coronavirus. The company’s office and all of the building’s high-touch areas were cleaned, but the 2.4 million-square-foot complex at 130 East Randolph Street remained open.As of Wednesday, there were 25 confirmed cases of coronavirus in Illinois.\xa0[Crain’s] – Brianna KellyAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",555 West Monroe Street
983,https://therealdeal.com/chicago/2018/04/24/beal-properties-buys-lakeview-condominium-in-citys-latest-deconversion/,Beal Properties buys Lakeview condominium in city’s latest deconversion,The $30M deal continues the condos-to-apartments trend,"Apr.April 24, 2018
08:00 AM",Beal Properties bought a 117-unit condominium building in Lakeview in the city’s latest big deconversion.,"[""445 West Wellington AvenueBeal Properties bought a 117-unit condominium building in Lakeview in the city’s latest big deconversion.The building at 445 West Wellington Avenue was acquired for $30 million, according to Crain’s. The property was built as apartments in 1953 before getting converted into condos in the late 1970s. It will now return to rentals.Interra Realty’s Joe Smazal, whose firm arranged the deal, said the Wellington property was the sixth deconversion he has brokered in Chicago. Interra received about eight offers on the Wellington building.Beal Properties paid about $256,000 per unit for the property, about 60 percent more than the average price paid recently for individual condo units in the building, Smazal told Crain’sCondo deconversions have become increasingly common in some downtown neighborhoods and on the North Side in the last 15 years. Developers looking to address the market of those who don’t want to commit to a purchase — or can’t afford to buy a home — have actively been looking for more rental inventory, and condo buildings often now are worth more as rentals.A 250-unit building on North LaSalle hit the market as a deconversion and Golub recently paid $60 million for a 292-unit at 182 West Lake Street that it’s converting into apartments.Meanwhile, MCZ development is vowing to block a deconversion plan on North Lake Shore Drive. [Crain’s] — John O’BrienAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",445 West Wellington Avenue
984,https://therealdeal.com/chicago/2020/01/17/chicago-industrial-market-slams-brakes-on-new-deliveries-in-q4/,Chicago industrial market slams brakes on new deliveries in Q4,"Just 364K sf of new product came online, according to NAI Hiffman, but millions more are under construction","Jan.January 17, 2020
09:00 AM","The Chicago industrial market hit the brakes on new deliveries in the fourth quarter of 2019, after millions of square feet had come online earlier in the year. Construction, however, has not stopped.","[""Chicago’s industrial market saw just 364,000 square feet of new supply come online in the last three months of 2019, a sharp drop. (Credit: Google Maps)The Chicago industrial market hit the brakes on new deliveries in the fourth quarter of 2019, after millions of square feet had come online earlier in the year. Construction, however, has not stopped.From October through December, 364,548 square feet of new supply was delivered in Cook County, compared to 1.5 million square feet over the same period in 2018, according to NAI Hiffman’s new fourth quarter industrial market report. Net absorption also cratered, to 310,000 square feet, from about 1.3 million at the end of 2018.But amid the 76 percent drop in new deliveries in Q4, total square footage for projects under construction increased. Five million square feet of new space was under construction, a 31-percent rise from the 3.8 million square feet in the works over the same period in 2018, NAI Hiffman reported.Chicago is still among the most dominant industrial markets in the country, and the lack of new supply led to a slightly lower vacancy rate for the fourth quarter of 2019: 4.72 percent compared to 4.76 percent in 2018.Likewise, there was 24.8 million square feet of vacant industrial space in Cook County from October through December, down slightly from 25.1 million square feet over the same period in 2018.The falloff in new deliveries was felt across the region last quarter. NAI Hiffman’s broader fourth quarter industrial report includes part of Illinois, southeast Wisconsin and northwest Indiana. In that three-state “Chicago area” region, it noted that more than 3 million square feet of industrial product was delivered in the last three months. That was down from the third quarter’s 7.3 million square feet of new space.Michael Flynn, NAI Hiffman chief operating officer, said when taking into account the tri-state region, he was optimistic about the year ahead.“I think it’s set up really strongly for 2020 based upon the velocity of deals being signed,” he said. Flynn added he expects to see more spec warehouse projects rather than build-to-suit.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
985,https://therealdeal.com/chicago/2018/03/23/glenstar-sues-city-over-stalled-northwest-side-apartment-project/,GlenStar sues city over stalled Northwest Side apartment project,Developer charges Aldermen shelved the plan because it includes affordable housing,"Mar.March 23, 2018
12:00 PM",GlenStar Properties is suing the city for blocking its plan to build a 299-unit apartment complex on the Northwest Side. The developer says a City Council committee has shelved the plan because the local alderman objects to its affordable housing component.,"[""Rendering of 8535 West Higgins Road (Credit: FitzGerald Associates Architects via Curbed)GlenStar Properties is suing the city for blocking its plan to build a 299-unit apartment complex on the Northwest Side. The developer says a City Council committee has shelved the plan because the local alderman objects to its affordable housing component.GlenStar proposed the project at 8535 West Higgins Road in March 2017, and received a number of approvals. But plans halted when the Council’s zoning committee deferred a vote after Alderman Anthony Napolitano, who represents the 41st Ward, objected, according to Crain’s.In a lawsuit filed this week in Cook County Circuit Court, GlenStar claimed Napolitano initially gave his support to the project but did a flip-flop after another proposal for affordable housing in a neighboring ward came under fire from residents there. The suit said Napolitano opposes the project because of the affordable housing component. The zoning committee’s refusal to consider it for a vote effectively stops the project, according to the suit.With few exceptions, the Council typically defers to the local alderman’s wishes on development and zoning issues. Alderman Tom Tunney, who represents the 44th Ward, was the only member of the Plan Commission to vote against the GlenStar plan, citing Napolitano’s opposition to it.Napolitano has said the size of the project would put a strain on local schools and police and would lead to overcrowding. GlenStar called that opposition “contrived” in the lawsuit, according to Crain’s. Napolitano pulled his support of the project after the separate Jefferson Park affordable housing controversy “because he was concerned about the inclusion of affordable units in the proposed development,” the lawsuit said.Napolitano chief of staff Chris Vittorio told Crain’s that claim was “disingenuous” and meant “to put the alderman in a bad light and say he’s against affordable housing.”\xa0[Crain’s] — John O’BrienAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",8535 West Higgins Road
986,https://therealdeal.com/chicago/2021/09/13/former-executive-of-chicago-based-flooring-company-indicted-in-alleged-kickback-scheme/,Former executive of Chicago-based flooring company indicted in alleged kickback scheme,"Mr. David’s Flooring’s former president allegedly authorized six checks totalling $40,260 to shell company","Sep.September 13, 2021
09:00 AM","A former executive of Chicago-based commercial flooring contractor Mr. David’s Flooring International LLC was charged with engaging in a $40,260 money laundering scheme to conceal alleged kickback payments to an account executive for a large flooring manufacturer in exchange for low pricing, federal prosecutors announced.","[""The former president authorized six checks for alleged purpose of kickback payments (Getty)A former executive of Chicago-based commercial flooring contractor Mr. David’s Flooring International LLC was charged with engaging in a $40,260 money laundering scheme to conceal alleged kickback payments to an account executive for a large flooring manufacturer in exchange for low pricing, federal prosecutors announced.Michael Zmijewski, former President of Mr. David’s Flooring International LLC, authorized six checks totalling $40,260 to MGAB13 Consulting, a shell company Zmijewski suggested creating to Carter Brett, account executive for a flooring manufacturer, for the purpose of receiving the illegal kickback payments, according to the indictment by the Illinois federal court.Michael Zmijewski via LinkedInZmijewski authorized checks from 2013 to 2016 and a co-conspirator from a different company issued a kickback payment for MGAB13 in June 2018, the indictment alleges. The former executive, currently a real estate manager at MDL Holdings, could not be reached for comment.The indictment alleges “Zmijewski knew MGAB13 did not perform any consulting services for Zmijewski or for Mr. David,’s.”“Zmijewski knew the sole purpose of MGABl3 was to conceal and disguise the nature, Iocation, source, ownership, and control of the kickback payments paid, including those kickbacks paid by Mr. David’s, which were authorized by Zmijewski,” according to the indictment.Zmijewski is the sixth individual, along with three companies, that have been charged as a result of the ongoing federal antitrust investigation. Mr David’s agreed to pay at least a $1.2 million fine in August for rigging bids and fixing prices for commercial flooring products and laundering money to conceal kickback payments from 2009 to at least June 2017.“Kickbacks have no place in the American marketplace,” said Emmerson Buie, Jr. agent in charge of the FBI’s Chicago field office. “This indictment serves as a warning to anyone looking to profit illegally at the expense of consumers.”The charges for money laundering conspiracy carry a maximum sentence of 20 years and a fine of $50,000.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
987,https://therealdeal.com/chicago/2021/10/18/fulton-market-west-building-signs-three-new-tenants/,Fulton Market West building signs three new tenants,"The 121,000-square-foot office building will be the new home for Farmers Business Network, Nolan Transportation Group and Dude Products","Oct.October 18, 2021
01:43 PM","A downtown building in Fulton Market West has signed three new office tenant leases, bringing the building’s occupancy up to 80 percent.","[""1320 W Fulton Street (Madison Rose)A downtown building in Fulton Market West has signed three new office tenant leases, bringing the building’s occupancy up to 80 percent.The 121,000-square-foot office building, owned by Alvarez & Marsal Property Investments, will be the home of Farmers Business Network, Nolan Transportation Group and Dude Products, the Chicago Business Journal reported.Dude Products already moved into the building and occupies 3,300 square feet on the sixth floor, while Atlanta-based Nolan Transportation will relocate from its office on Jackson Boulevard to take 26,000 feet on the second floor by December. The newest signed tenant, San Carlos, California-based Farmers Business Network, plans to move into the 43,000 space it leased on the third and fourth floors by April 2022.Madison Rose, which represented Alvarez & Marsal Property Investments, said lease rates for the building at 1320 W Fulton are significantly lower than nearby office buildings.Office demand in Chicago exceeded supply for the first time in a year in the third quarter. Leasing volume in the city’s central business district jumped 74 percent from the prior quarter.Another nearby office building has also had good luck with tenants. Snapchat’s parent company, Snap, has been in advanced talks to lease about 25,000 feet at a 17-story building at 167 N Green Street in Fulton Market. Transportation logistics provider MoLo Solutions plans to lease 93,000 feet in the same building.“The unique thing about Fulton Market is that it’s attracting development in areas around the Fulton Market — further west, further north or the south,” Alderman Walter Burnett said in an interview last week with The Real Deal. “Developments are happening because of Fulton Market.”[CBJ] — Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",1320 W Fulton Street
988,https://therealdeal.com/chicago/2018/03/30/601w-companies-signs-kemper-corporation-for-new-headquarters-lease-at-aon-center/,601W Companies signs Kemper Corporation for new headquarters lease at Aon Center,The company will leave its branded tower a few blocks away,"Mar.March 30, 2018
11:00 AM",Kemper Corporation is leaving its namesake tower at 1 East Wacker Drive for new headquarters at the Aon Center at 200 East Randolph Street.,"[""Aon Center (Credit: Wikipedia Commons)Kemper Corporation is leaving its namesake tower at 1 East Wacker Drive for new headquarters at the Aon Center at 200 East Randolph Street.The insurance holding company’s footprint in its new space will come to nearly 65,000 square feet on the building’s 32nd and 33rd floors, according to a press release.601W Companies has owned the 83-story building since 2015, when Piedmont Office Realty Trust sold it for $712 million. The owners recently invested $25 million in a renovation of the building that includes a new amenity space on the 70th floor.Telos Group’s Matt Pistorio, Caroline Colnon and Steve Smith represented 601W Companies in lease negotiations.Cushman & Wakefield’s Scott Goldman, Chris Wood, Dan Fisk and Adam McCostlin worked out terms on behalf of Kemper.Asking rent on the deal was $25 per net square foot, according to Telos Group.A representative of 601W Companies declined comment on the deal.601W Companies is also redeveloping Chicago’s Old Main Post Office into 2.5 million square feet of Class A office space. That property is among those the city and state have included in their bid for Amazon’s second headquarters.The Aon Center is currently Chicago’s third-tallest, and it sits across Randolph Street from Millennium Park, one of the city’s top tourist destinations.There has recently been buzz about a possible glass-walled elevator that could be affixed to the outside of the building and would lead to an observation deck and entertainment area on the top two floors.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",1 East Wacker Drive
