borough,neighborhood_name,Classification,property_group,year_quarter,deal_volume,avg_price,median_price,# of Deals
Staten Island,Midland Beach,Commercial,Multi-Family Dwelling,22/Q4,"$890,000","$890,000","$890,000",1
Staten Island,New Dorp,Commercial,Mixed-Use,22/Q4,"$1,629,000","$814,500","$814,500",2
Staten Island,New Springville,Commercial,Mixed-Use,22/Q4,"$1,429,888","$714,944","$714,944",2
Staten Island,New Springville,Commercial,Other,22/Q4,"$531,847","$531,847","$531,847",1
Staten Island,Pleasant Plains,Commercial,Mixed-Use,22/Q4,"$1,725,000","$862,500","$862,500",2
Staten Island,Port Richmond,Commercial,Mixed-Use,22/Q4,"$1,675,000","$558,333","$500,000",3
Staten Island,Port Richmond,Commercial,Other,22/Q4,"$2,916,500","$729,125","$750,000",4
Staten Island,Prince's Bay,Commercial,Mixed-Use,22/Q4,"$3,045,003","$1,015,001","$850,000",3
Staten Island,Prince's Bay,Commercial,Other,22/Q4,"$650,000","$650,000","$650,000",1
Staten Island,Richmond Valley,Commercial,Land,22/Q4,"$772,687","$772,687","$772,687",1
Staten Island,Rosebank,Commercial,Mixed-Use,22/Q4,"$780,000","$780,000","$780,000",1
Staten Island,Rosebank,Commercial,Other,22/Q4,"$800,000","$800,000","$800,000",1
Staten Island,Rossville,Commercial,Mixed-Use,22/Q4,"$1,209,455","$1,209,455","$1,209,455",1
Staten Island,Stapleton,Commercial,Land,22/Q4,"$499,950","$499,950","$499,950",1
Staten Island,St. George,Commercial,Mixed-Use,22/Q4,"$830,000","$830,000","$830,000",1
Staten Island,St. George,Commercial,Multi-Family Dwelling,22/Q4,"$400,000","$400,000","$400,000",1
Staten Island,Tompkinsville,Commercial,Mixed-Use,22/Q4,"$1,209,550","$604,775","$604,775",2
Staten Island,Tottenville,Commercial,Land,22/Q4,"$390,000","$390,000","$390,000",1
Staten Island,Tottenville,Commercial,Multi-Family Dwelling,22/Q4,"$1,850,000","$1,850,000","$1,850,000",1
Staten Island,Travis,Commercial,Other,22/Q4,"$10,075,000","$5,037,500","$5,037,500",2
Staten Island,West Brighton,Commercial,Mixed-Use,22/Q4,"$573,907","$286,953","$286,953",2
Staten Island,West Brighton,Commercial,Other,22/Q4,"$8,590,000","$2,863,333","$2,350,000",3
Staten Island,Westerleigh,Commercial,Multi-Family Dwelling,22/Q4,"$910,000","$910,000","$910,000",1
Staten Island,Westerleigh,Commercial,Other,22/Q4,"$1,100,000","$1,100,000","$1,100,000",1
Staten Island,Woodrow,Commercial,Mixed-Use,22/Q4,"$750,000","$750,000","$750,000",1
Staten Island,,Commercial,Land,22/Q4,"$21,648,000","$902,000","$645,000",24
Staten Island,,Commercial,Mixed-Use,22/Q4,"$950,000","$950,000","$950,000",1
Staten Island,,Commercial,Multi-Family Dwelling,22/Q4,"$2,450,000","$2,450,000","$2,450,000",1
Staten Island,,Commercial,Other,22/Q4,"$10,431,127","$1,490,161","$1,600,000",7
Bronx,Baychester,Commercial,Other,23/Q1,"$2,750,000","$2,750,000","$2,750,000",1
Bronx,Bedford Park,Commercial,Mixed-Use,23/Q1,"$1,120,000","$1,120,000","$1,120,000",1
Bronx,Bedford Park,Commercial,Multi-Family Dwelling,23/Q1,"$701,233","$701,233","$701,233",1
Bronx,Bedford Park,Commercial,Other,23/Q1,"$6,155,000","$3,077,500","$3,077,500",2
Bronx,Belmont,Commercial,Multi-Family Dwelling,23/Q1,"$17,810,000","$4,452,500","$4,700,000",4
Bronx,Bronxwood,Commercial,Multi-Family Dwelling,23/Q1,"$1,175,000","$1,175,000","$1,175,000",1
Bronx,Castle Hill,Commercial,Land,23/Q1,"$125,000","$125,000","$125,000",1
Bronx,City Island,Commercial,Mixed-Use,23/Q1,"$1,130,000","$565,000","$565,000",2
Bronx,Concourse,Commercial,Land,23/Q1,"$6,000,000","$6,000,000","$6,000,000",1
Bronx,Concourse,Commercial,Mixed-Use,23/Q1,"$725,000","$725,000","$725,000",1
Bronx,Concourse,Commercial,Multi-Family Dwelling,23/Q1,"$12,490,317","$3,122,579","$2,274,421",4
Bronx,Concourse,Commercial,Other,23/Q1,"$2,150,000","$1,075,000","$1,075,000",2
Bronx,Co-op City,Commercial,Land,23/Q1,"$400,000","$400,000","$400,000",1
Bronx,Co-op City,Commercial,Other,23/Q1,"$10,912,253","$5,456,126","$5,456,126",2
Bronx,Crotona Park East,Commercial,Land,23/Q1,"$1,975,000","$987,500","$987,500",2
Bronx,Crotona Park East,Commercial,Multi-Family Dwelling,23/Q1,"$3,231,776","$807,944","$850,000",4
Bronx,Crotona Park East,Commercial,Other,23/Q1,"$6,633,000","$2,211,000","$100,000",3
Bronx,East Tremont,Commercial,Land,23/Q1,"$2,980,636","$993,545","$607,340",3
Bronx,East Tremont,Commercial,Mixed-Use,23/Q1,"$2,525,000","$2,525,000","$2,525,000",1
Bronx,East Tremont,Commercial,Multi-Family Dwelling,23/Q1,"$214,890","$214,890","$214,890",1
Bronx,Fordham,Commercial,Land,23/Q1,"$995,000","$995,000","$995,000",1
Bronx,Fordham,Commercial,Other,23/Q1,"$28,279,254","$28,279,254","$28,279,254",1
Bronx,Highbridge,Commercial,Other,23/Q1,"$33,225,500","$16,612,750","$16,612,750",2
Bronx,Hunts Point,Commercial,Co-op,23/Q1,"$2,000,000","$1,000,000","$1,000,000",2
Bronx,Hunts Point,Commercial,Land,23/Q1,"$45,700,000","$22,850,000","$22,850,000",2
Bronx,Hunts Point,Commercial,Other,23/Q1,"$47,500,000","$23,750,000","$23,750,000",2
Bronx,Kingsbridge,Commercial,Land,23/Q1,"$1,200,000","$1,200,000","$1,200,000",1
Bronx,Kingsbridge,Commercial,Mixed-Use,23/Q1,"$600,000","$600,000","$600,000",1
Bronx,Kingsbridge,Commercial,Other,23/Q1,"$8,550,000","$8,550,000","$8,550,000",1
Bronx,Kingsbridge,Commercial,Retail,23/Q1,"$9,250,000","$9,250,000","$9,250,000",1
Bronx,Laconia,Commercial,Land,23/Q1,"$560,000","$560,000","$560,000",1
Bronx,Laconia,Commercial,Mixed-Use,23/Q1,"$785,000","$785,000","$785,000",1
Bronx,Laconia,Commercial,Other,23/Q1,"$3,767,500","$1,255,833","$975,000",3
Bronx,Longwood,Commercial,Land,23/Q1,"$400,000","$400,000","$400,000",1
Bronx,Longwood,Commercial,Multi-Family Dwelling,23/Q1,"$2,918,850","$2,918,850","$2,918,850",1
Bronx,Melrose,Commercial,Other,23/Q1,"$2,940,000","$2,940,000","$2,940,000",1
Bronx,Morrisania,Commercial,Multi-Family Dwelling,23/Q1,"$6,245,672","$6,245,672","$6,245,672",1
Bronx,Morrisania,Commercial,Other,23/Q1,"$8,390,000","$4,195,000","$4,195,000",2
Bronx,Morris Heights,Commercial,Mixed-Use,23/Q1,"$1,150,000","$1,150,000","$1,150,000",1
Bronx,Morris Heights,Commercial,Multi-Family Dwelling,23/Q1,"$81,900,000","$20,475,000","$26,500,000",4
Bronx,Mott Haven,Commercial,Other,23/Q1,"$8,475,000","$4,237,500","$4,237,500",2
Bronx,Mt. Hope,Commercial,Multi-Family Dwelling,23/Q1,"$6,150,000","$6,150,000","$6,150,000",1
Bronx,North New York,Commercial,Industrial,23/Q1,"$17,750,000","$17,750,000","$17,750,000",1
Bronx,North New York,Commercial,Land,23/Q1,"$8,625,000","$8,625,000","$8,625,000",1
Bronx,North New York,Commercial,Multi-Family Dwelling,23/Q1,"$51,750,000","$8,625,000","$8,625,000",6
Bronx,North New York,Commercial,Other,23/Q1,"$6,350,000","$6,350,000","$6,350,000",1
Bronx,Norwood,Commercial,Other,23/Q1,"$21,820,267","$10,910,134","$10,910,134",2
Bronx,Parkchester,Commercial,Multi-Family Dwelling,23/Q1,"$4,295,000","$1,431,667","$950,000",3
Bronx,Parkchester,Commercial,Other,23/Q1,"$1,240,000","$1,240,000","$1,240,000",1
Bronx,Pelham Bay,Commercial,Mixed-Use,23/Q1,"$2,536,767","$845,589","$995,000",3
Bronx,Pelham Bay,Commercial,Office,23/Q1,"$114,089,586","$57,044,793","$57,044,793",2
Bronx,Pelham Bay,Commercial,Other,23/Q1,"$57,044,793","$57,044,793","$57,044,793",1
Bronx,Pelham Parkway,Commercial,Land,23/Q1,"$2,283,000","$761,000","$903,000",3
Bronx,Riverdale,Commercial,Multi-Family Dwelling,23/Q1,"$1,142,500","$1,142,500","$1,142,500",1
Bronx,Schuylerville,Commercial,Co-op,23/Q1,"$173,000","$173,000","$173,000",1
Bronx,Schuylerville,Commercial,Mixed-Use,23/Q1,"$1,070,000","$1,070,000","$1,070,000",1
Bronx,Schuylerville,Commercial,Multi-Family Dwelling,23/Q1,"$900,000","$900,000","$900,000",1
Bronx,Schuylerville,Commercial,Other,23/Q1,"$760,000","$380,000","$380,000",2
Bronx,Schuylerville,Commercial,Retail,23/Q1,"$273,000","$273,000","$273,000",1
Bronx,Soundview,Commercial,Land,23/Q1,"$260,000","$260,000","$260,000",1
Bronx,Soundview,Commercial,Mixed-Use,23/Q1,"$3,414,156","$853,539","$645,000",4
Bronx,Soundview,Commercial,Multi-Family Dwelling,23/Q1,"$5,572,775","$696,597","$695,000",8
Bronx,Soundview,Commercial,Other,23/Q1,"$5,925,000","$1,975,000","$1,300,000",3
Bronx,Spuyten Duyvil,Commercial,Condo,23/Q1,"$320,000","$320,000","$320,000",1
Bronx,Spuyten Duyvil,Commercial,Other,23/Q1,"$560,000","$560,000","$560,000",1
Bronx,Throgs Neck,Commercial,Multi-Family Dwelling,23/Q1,"$2,402,257","$800,752","$800,000",3
Bronx,Tremont,Commercial,Other,23/Q1,"$1,227,429","$1,227,429","$1,227,429",1
Bronx,University Heights,Commercial,Retail,23/Q1,"$975,000","$975,000","$975,000",1
Bronx,Van Nest,Commercial,Land,23/Q1,"$170,000","$170,000","$170,000",1
Bronx,Van Nest,Commercial,Mixed-Use,23/Q1,"$600,000","$600,000","$600,000",1
Bronx,Van Nest,Commercial,Multi-Family Dwelling,23/Q1,"$2,100,000","$2,100,000","$2,100,000",1
Bronx,Wakefield,Commercial,Multi-Family Dwelling,23/Q1,"$1,717,000","$858,500","$858,500",2
Bronx,Wakefield,Commercial,Other,23/Q1,"$3,358,200","$1,679,100","$1,679,100",2
Bronx,Westchester Square,Commercial,Industrial,23/Q1,"$715,000","$715,000","$715,000",1
Bronx,Westchester Square,Commercial,Multi-Family Dwelling,23/Q1,"$1,210,000","$1,210,000","$1,210,000",1
Bronx,Westchester Square,Commercial,Other,23/Q1,"$875,000","$875,000","$875,000",1
Bronx,West Farms,Commercial,Land,23/Q1,"$260,000","$260,000","$260,000",1
Bronx,West Farms,Commercial,Multi-Family Dwelling,23/Q1,"$25,400,000","$25,400,000","$25,400,000",1
Bronx,Williamsbridge,Commercial,Land,23/Q1,"$225,000","$225,000","$225,000",1
Bronx,Williamsbridge,Commercial,Mixed-Use,23/Q1,"$499,999","$499,999","$499,999",1
Bronx,Williamsbridge,Commercial,Other,23/Q1,"$5,725,000","$1,908,333","$1,350,000",3
Bronx,Woodlawn,Commercial,Multi-Family Dwelling,23/Q1,"$1,800,000","$1,800,000","$1,800,000",1
Bronx,Woodstock,Commercial,Co-op,23/Q1,"$119,900","$119,900","$119,900",1
Bronx,,Commercial,Land,23/Q1,"$14,244,864","$1,095,759","$900,000",13
Bronx,,Commercial,Other,23/Q1,"$44,995,000","$11,248,750","$12,000,000",4
Brooklyn,Bath Beach,Commercial,Mixed-Use,23/Q1,"$2,988,000","$1,494,000","$1,494,000",2
Brooklyn,Bath Beach,Commercial,Multi-Family Dwelling,23/Q1,"$3,627,434","$1,209,145","$1,500,000",3
Brooklyn,Bath Beach,Commercial,Other,23/Q1,"$592,394","$592,394","$592,394",1
Brooklyn,Bay Ridge,Commercial,Co-op,23/Q1,"$380,000","$380,000","$380,000",1
Brooklyn,Bay Ridge,Commercial,Mixed-Use,23/Q1,"$8,550,000","$1,710,000","$1,500,000",5
Brooklyn,Bay Ridge,Commercial,Multi-Family Dwelling,23/Q1,"$12,794,434","$3,198,608","$2,450,000",4
Brooklyn,Bay Ridge,Commercial,Other,23/Q1,"$12,895,000","$3,223,750","$2,487,500",4
Brooklyn,Bedford-Stuyvesant,Commercial,Condo,23/Q1,"$2,980,000","$745,000","$785,000",4
Brooklyn,Bedford-Stuyvesant,Commercial,Land,23/Q1,"$5,739,023","$1,913,008","$1,410,000",3
Brooklyn,Bedford-Stuyvesant,Commercial,Mixed-Use,23/Q1,"$3,100,000","$3,100,000","$3,100,000",1
Brooklyn,Bedford-Stuyvesant,Commercial,Multi-Family Dwelling,23/Q1,"$15,194,999","$2,532,500","$1,925,000",6
Brooklyn,Bedford-Stuyvesant,Commercial,Other,23/Q1,"$11,648,000","$2,912,000","$1,911,500",4
Brooklyn,Bensonhurst,Commercial,Mixed-Use,23/Q1,"$3,344,000","$1,672,000","$1,672,000",2
Brooklyn,Bensonhurst,Commercial,Multi-Family Dwelling,23/Q1,"$10,575,000","$2,115,000","$1,500,000",5
Brooklyn,Bensonhurst,Commercial,Other,23/Q1,"$8,340,000","$1,668,000","$1,900,000",5
Brooklyn,Boerum Hill,Commercial,Land,23/Q1,"$925,000","$925,000","$925,000",1
Brooklyn,Boerum Hill,Commercial,Mixed-Use,23/Q1,"$4,000,000","$2,000,000","$2,000,000",2
Brooklyn,Boerum Hill,Commercial,Multi-Family Dwelling,23/Q1,"$1,245,000","$1,245,000","$1,245,000",1
Brooklyn,Boerum Hill,Commercial,Other,23/Q1,"$2,700,000","$2,700,000","$2,700,000",1
Brooklyn,Borough Park,Commercial,Industrial,23/Q1,"$1,980,000","$990,000","$990,000",2
Brooklyn,Borough Park,Commercial,Land,23/Q1,"$2,350,000","$1,175,000","$1,175,000",2
Brooklyn,Borough Park,Commercial,Mixed-Use,23/Q1,"$11,050,000","$1,004,545","$675,000",11
Brooklyn,Borough Park,Commercial,Multi-Family Dwelling,23/Q1,"$26,290,359","$5,258,072","$2,525,000",5
Brooklyn,Borough Park,Commercial,Office,23/Q1,"$10,000,000","$3,333,333","$3,000,000",3
Brooklyn,Borough Park,Commercial,Other,23/Q1,"$20,061,425","$1,823,766","$1,780,000",11
Brooklyn,Brighton Beach,Commercial,Condo,23/Q1,"$900,000","$900,000","$900,000",1
Brooklyn,Brighton Beach,Commercial,Mixed-Use,23/Q1,"$3,585,000","$1,792,500","$1,792,500",2
Brooklyn,Brighton Beach,Commercial,Multi-Family Dwelling,23/Q1,"$1,150,000","$1,150,000","$1,150,000",1
Brooklyn,Brighton Beach,Commercial,Other,23/Q1,"$9,612,176","$1,922,435","$1,987,392",5
Brooklyn,Brooklyn Heights,Commercial,Land,23/Q1,"$500,000","$500,000","$500,000",1
Brooklyn,Brooklyn Heights,Commercial,Multi-Family Dwelling,23/Q1,"$14,700,000","$7,350,000","$7,350,000",2
Brooklyn,Brownsville,Commercial,Multi-Family Dwelling,23/Q1,"$4,142,500","$828,500","$900,000",5
Brooklyn,Brownsville,Commercial,Other,23/Q1,"$2,500,000","$2,500,000","$2,500,000",1
Brooklyn,Bushwick,Commercial,Mixed-Use,23/Q1,"$4,150,000","$2,075,000","$2,075,000",2
Brooklyn,Bushwick,Commercial,Multi-Family Dwelling,23/Q1,"$37,256,138","$2,069,785","$1,452,476",18
Brooklyn,Bushwick,Commercial,Other,23/Q1,"$24,894,630","$2,766,070","$1,925,000",9
Brooklyn,Canarsie,Commercial,Condo,23/Q1,"$875,000","$875,000","$875,000",1
Brooklyn,Canarsie,Commercial,Mixed-Use,23/Q1,"$2,375,000","$1,187,500","$1,187,500",2
Brooklyn,Canarsie,Commercial,Multi-Family Dwelling,23/Q1,"$615,000","$615,000","$615,000",1
Brooklyn,Canarsie,Commercial,Other,23/Q1,"$10,500,000","$3,500,000","$1,700,000",3
Brooklyn,Carroll Gardens,Commercial,Mixed-Use,23/Q1,"$22,000,000","$5,500,000","$5,700,000",4
Brooklyn,Carroll Gardens,Commercial,Multi-Family Dwelling,23/Q1,"$19,512,500","$3,252,083","$3,180,000",6
Brooklyn,Clinton Hill,Commercial,Mixed-Use,23/Q1,"$2,452,000","$2,452,000","$2,452,000",1
Brooklyn,Clinton Hill,Commercial,Multi-Family Dwelling,23/Q1,"$3,975,000","$1,987,500","$1,987,500",2
Brooklyn,Clinton Hill,Commercial,Other,23/Q1,"$750,000","$750,000","$750,000",1
Brooklyn,Cobble Hill,Commercial,Multi-Family Dwelling,23/Q1,"$12,749,000","$3,187,250","$3,450,000",4
Brooklyn,Cobble Hill,Commercial,Other,23/Q1,"$860,421","$172,084","$168,011",5
Brooklyn,Coney Island,Commercial,Other,23/Q1,"$980,000","$980,000","$980,000",1
Brooklyn,Crown Heights,Commercial,Land,23/Q1,"$2,670,000","$1,335,000","$1,335,000",2
Brooklyn,Crown Heights,Commercial,Mixed-Use,23/Q1,"$3,300,000","$1,650,000","$1,650,000",2
Brooklyn,Crown Heights,Commercial,Multi-Family Dwelling,23/Q1,"$56,245,300","$4,687,108","$2,800,000",12
Brooklyn,Crown Heights,Commercial,Other,23/Q1,"$23,220,000","$2,110,909","$1,900,000",11
Brooklyn,Ditmars Park,Commercial,Mixed-Use,23/Q1,"$1,250,000","$1,250,000","$1,250,000",1
Brooklyn,Ditmars Park,Commercial,Multi-Family Dwelling,23/Q1,"$2,600,000","$2,600,000","$2,600,000",1
Brooklyn,Ditmars Park,Commercial,Other,23/Q1,"$6,900,000","$1,725,000","$1,350,000",4
Brooklyn,Downtown Brooklyn,Commercial,Other,23/Q1,"$22,500,000","$22,500,000","$22,500,000",1
Brooklyn,Dyker Heights,Commercial,Mixed-Use,23/Q1,"$2,350,000","$1,175,000","$1,175,000",2
Brooklyn,East New York,Commercial,Industrial,23/Q1,"$9,505,218","$4,752,609","$4,752,609",2
Brooklyn,East New York,Commercial,Land,23/Q1,"$6,925,218","$2,308,406","$2,620,000",3
Brooklyn,East New York,Commercial,Mixed-Use,23/Q1,"$4,026,000","$671,000","$500,000",6
Brooklyn,East New York,Commercial,Multi-Family Dwelling,23/Q1,"$5,523,097","$920,516","$970,000",6
Brooklyn,East New York,Commercial,Other,23/Q1,"$11,360,218","$1,893,370","$925,000",6
Brooklyn,East Williamsburg,Commercial,Land,23/Q1,"$5,280,019","$2,640,009","$2,640,009",2
Brooklyn,East Williamsburg,Commercial,Mixed-Use,23/Q1,"$885,000","$885,000","$885,000",1
Brooklyn,East Williamsburg,Commercial,Multi-Family Dwelling,23/Q1,"$18,515,425","$2,645,061","$2,504,993",7
Brooklyn,East Williamsburg,Commercial,Other,23/Q1,"$15,735,500","$3,933,875","$3,750,000",4
Brooklyn,East Williamsburg-Bushwick,Commercial,Land,23/Q1,"$920,000","$920,000","$920,000",1
Brooklyn,East Williamsburg-Bushwick,Commercial,Multi-Family Dwelling,23/Q1,"$3,201,525","$3,201,525","$3,201,525",1
Brooklyn,East Williamsburg-Bushwick,Commercial,Other,23/Q1,"$13,530,000","$4,510,000","$4,080,000",3
Brooklyn,Flatbush,Commercial,Land,23/Q1,"$680,000","$680,000","$680,000",1
Brooklyn,Flatbush,Commercial,Mixed-Use,23/Q1,"$1,300,000","$1,300,000","$1,300,000",1
Brooklyn,Flatbush,Commercial,Multi-Family Dwelling,23/Q1,"$5,363,500","$1,787,833","$1,175,000",3
Brooklyn,Flatbush,Commercial,Office,23/Q1,"$4,000,000","$4,000,000","$4,000,000",1
Brooklyn,Flatbush,Commercial,Other,23/Q1,"$12,320,000","$3,080,000","$2,600,000",4
Brooklyn,Flatlands,Commercial,Mixed-Use,23/Q1,"$810,329","$810,329","$810,329",1
Brooklyn,Flatlands,Commercial,Other,23/Q1,"$1,150,000","$1,150,000","$1,150,000",1
Brooklyn,Fort Greene,Commercial,Condo,23/Q1,"$2,275,000","$1,137,500","$1,137,500",2
Brooklyn,Fort Greene,Commercial,Land,23/Q1,"$24,075,000","$24,075,000","$24,075,000",1
Brooklyn,Fort Greene,Commercial,Mixed-Use,23/Q1,"$10,550,000","$3,516,667","$3,375,000",3
Brooklyn,Fort Greene,Commercial,Multi-Family Dwelling,23/Q1,"$16,627,523","$3,325,505","$2,500,000",5
Brooklyn,Fort Greene,Commercial,Other,23/Q1,"$997,500","$997,500","$997,500",1
Brooklyn,Gerritsen Beach,Commercial,Land,23/Q1,"$1,040,000","$346,667","$185,000",3
Brooklyn,Gowanus,Commercial,Mixed-Use,23/Q1,"$1,500,000","$1,500,000","$1,500,000",1
Brooklyn,Gowanus,Commercial,Multi-Family Dwelling,23/Q1,"$252,744","$252,744","$252,744",1
Brooklyn,Gowanus,Commercial,Other,23/Q1,"$13,250,000","$6,625,000","$6,625,000",2
Brooklyn,Gravesend,Commercial,Land,23/Q1,"$7,390,000","$3,695,000","$3,695,000",2
Brooklyn,Gravesend,Commercial,Mixed-Use,23/Q1,"$4,397,000","$1,099,250","$1,098,500",4
Brooklyn,Gravesend,Commercial,Multi-Family Dwelling,23/Q1,"$1,690,000","$1,690,000","$1,690,000",1
Brooklyn,Gravesend,Commercial,Office,23/Q1,"$3,225,000","$3,225,000","$3,225,000",1
Brooklyn,Gravesend,Commercial,Other,23/Q1,"$27,557,500","$3,444,688","$3,015,000",8
Brooklyn,Greenpoint,Commercial,Condo,23/Q1,"$208,741","$208,741","$208,741",1
Brooklyn,Greenpoint,Commercial,Mixed-Use,23/Q1,"$6,820,000","$3,410,000","$3,410,000",2
Brooklyn,Greenpoint,Commercial,Multi-Family Dwelling,23/Q1,"$27,875,000","$13,937,500","$13,937,500",2
Brooklyn,Greenpoint,Commercial,Other,23/Q1,"$81,856,100","$13,642,683","$4,850,000",6
Brooklyn,Greenwood,Commercial,Multi-Family Dwelling,23/Q1,"$2,755,000","$1,377,500","$1,377,500",2
Brooklyn,Greenwood,Commercial,Other,23/Q1,"$3,171,000","$1,585,500","$1,585,500",2
Brooklyn,Homecrest,Commercial,Mixed-Use,23/Q1,"$346,500","$346,500","$346,500",1
Brooklyn,Kensington,Commercial,Mixed-Use,23/Q1,"$1,450,000","$1,450,000","$1,450,000",1
Brooklyn,Kensington,Commercial,Multi-Family Dwelling,23/Q1,"$870,000","$870,000","$870,000",1
Brooklyn,Kensington,Commercial,Other,23/Q1,"$5,327,294","$1,775,765","$1,800,000",3
Brooklyn,Madison,Commercial,Mixed-Use,23/Q1,"$1,500,000","$1,500,000","$1,500,000",1
Brooklyn,Madison,Commercial,Other,23/Q1,"$2,150,000","$2,150,000","$2,150,000",1
Brooklyn,Mapleton,Commercial,Condo,23/Q1,"$1,125,000","$1,125,000","$1,125,000",1
Brooklyn,Mapleton,Commercial,Land,23/Q1,"$3,400,000","$1,700,000","$1,700,000",2
Brooklyn,Mapleton,Commercial,Mixed-Use,23/Q1,"$1,260,000","$1,260,000","$1,260,000",1
Brooklyn,Mapleton,Commercial,Multi-Family Dwelling,23/Q1,"$5,800,838","$1,450,209","$1,445,419",4
Brooklyn,Mapleton,Commercial,Other,23/Q1,"$3,850,000","$1,925,000","$1,925,000",2
Brooklyn,Midwood,Commercial,Mixed-Use,23/Q1,"$1,649,000","$1,649,000","$1,649,000",1
Brooklyn,Midwood,Commercial,Other,23/Q1,"$14,450,000","$7,225,000","$7,225,000",2
Brooklyn,Northeast Flatbush,Commercial,Mixed-Use,23/Q1,"$2,495,000","$831,667","$820,000",3
Brooklyn,Northeast Flatbush,Commercial,Multi-Family Dwelling,23/Q1,"$6,475,000","$1,618,750","$1,687,500",4
Brooklyn,Northeast Flatbush,Commercial,Other,23/Q1,"$13,236,016","$1,890,859","$1,600,000",7
Brooklyn,North Williamsburg,Commercial,Condo,23/Q1,"$40,300,000","$40,300,000","$40,300,000",1
Brooklyn,North Williamsburg,Commercial,Mixed-Use,23/Q1,"$8,485,000","$2,828,333","$3,175,000",3
Brooklyn,North Williamsburg,Commercial,Multi-Family Dwelling,23/Q1,"$111,866,000","$27,966,500","$24,202,908",4
Brooklyn,North Williamsburg,Commercial,Other,23/Q1,"$51,650,000","$17,216,667","$6,350,000",3
Brooklyn,Ocean Hill,Commercial,Land,23/Q1,"$3,750,000","$3,750,000","$3,750,000",1
Brooklyn,Ocean Hill,Commercial,Mixed-Use,23/Q1,"$2,595,000","$865,000","$850,000",3
Brooklyn,Ocean Parkway,Commercial,Land,23/Q1,"$2,000,000","$2,000,000","$2,000,000",1
Brooklyn,Ocean Parkway,Commercial,Mixed-Use,23/Q1,"$2,265,000","$1,132,500","$1,132,500",2
Brooklyn,Ocean Parkway,Commercial,Multi-Family Dwelling,23/Q1,"$1,675,000","$1,675,000","$1,675,000",1
Brooklyn,Ocean Parkway,Commercial,Office,23/Q1,"$850,000","$850,000","$850,000",1
Brooklyn,Park Slope,Commercial,Mixed-Use,23/Q1,"$13,735,000","$2,747,000","$2,700,000",5
Brooklyn,Park Slope,Commercial,Multi-Family Dwelling,23/Q1,"$32,429,533","$3,603,281","$3,825,000",9
Brooklyn,Park Slope,Commercial,Other,23/Q1,"$21,108,980","$5,277,245","$5,904,490",4
Brooklyn,Prospect Heights,Commercial,Multi-Family Dwelling,23/Q1,"$3,300,000","$3,300,000","$3,300,000",1
Brooklyn,Prospect Heights,Commercial,Other,23/Q1,"$155,000","$155,000","$155,000",1
Brooklyn,Prospect Lefferts Ga,Commercial,Mixed-Use,23/Q1,"$3,424,507","$856,127","$870,938",4
Brooklyn,Prospect Lefferts Ga,Commercial,Multi-Family Dwelling,23/Q1,"$4,608,594","$2,304,297","$2,304,297",2
Brooklyn,Prospect Lefferts Ga,Commercial,Other,23/Q1,"$3,173,750","$1,586,875","$1,586,875",2
Brooklyn,Prospect Park South,Commercial,Other,23/Q1,"$4,250,000","$4,250,000","$4,250,000",1
Brooklyn,Red Hook,Commercial,Multi-Family Dwelling,23/Q1,"$700,000","$700,000","$700,000",1
Brooklyn,Red Hook,Commercial,Other,23/Q1,"$70,710,000","$35,355,000","$35,355,000",2
Brooklyn,Sea Gate,Commercial,Land,23/Q1,"$925,000","$925,000","$925,000",1
Brooklyn,Sheepshead Bay,Commercial,Multi-Family Dwelling,23/Q1,"$3,000,000","$3,000,000","$3,000,000",1
Brooklyn,Sheepshead Bay,Commercial,Other,23/Q1,"$7,800,000","$2,600,000","$1,900,000",3
Brooklyn,South Williamsburg,Commercial,Condo,23/Q1,"$17,776,499","$5,925,500","$1,599,999",3
Brooklyn,South Williamsburg,Commercial,Mixed-Use,23/Q1,"$5,900,000","$2,950,000","$2,950,000",2
Brooklyn,South Williamsburg,Commercial,Multi-Family Dwelling,23/Q1,"$38,396,000","$12,798,667","$2,120,000",3
Brooklyn,South Williamsburg,Commercial,Other,23/Q1,"$1,325,000","$1,325,000","$1,325,000",1
Brooklyn,Stuyvesant Heights,Commercial,Mixed-Use,23/Q1,"$5,360,000","$1,340,000","$1,200,000",4
Brooklyn,Stuyvesant Heights,Commercial,Multi-Family Dwelling,23/Q1,"$19,076,733","$2,384,592","$2,858,750",8
Brooklyn,Stuyvesant Heights,Commercial,Other,23/Q1,"$2,525,000","$1,262,500","$1,262,500",2
Brooklyn,Sunset Park,Commercial,Condo,23/Q1,"$3,560,000","$1,780,000","$1,780,000",2
Brooklyn,Sunset Park,Commercial,Mixed-Use,23/Q1,"$3,920,000","$1,306,667","$1,800,000",3
Brooklyn,Sunset Park,Commercial,Multi-Family Dwelling,23/Q1,"$5,520,000","$1,380,000","$1,350,000",4
Brooklyn,Sunset Park,Commercial,Other,23/Q1,"$38,906,228","$2,779,016","$1,675,000",14
Brooklyn,Vinegar Hill,Commercial,Industrial,23/Q1,"$1,850,000","$1,850,000","$1,850,000",1
Brooklyn,Windsor Terrace,Commercial,Multi-Family Dwelling,23/Q1,"$558,341","$558,341","$558,341",1
Brooklyn,,Commercial,Condo,23/Q1,"$1,467,394","$733,697","$733,697",2
